Player_Id,player_name,value_euro,predicted_value_euro,age,sliding_tackle,agility,short_passing,interceptions,jumping,positioning,curve,crossing,freekick_accuracy
189945,Y. Ravet,"5,499,999","13,719,805",29,35,78,75,40,53,73,74,76,66
176377,D. Tošić,"2,300,000","1,478,460",34,76,30,70,74,71,65,53,64,46
162297,D. Padelli,"3,200,000","323,407",33,12,38,26,13,65,10,13,11,10
222457,B. Mensah,"7,999,999","1,576,343",24,42,79,74,68,60,69,72,64,70
184312,J. Biabiany,"5,499,999","870,719",30,30,86,69,24,64,72,67,72,47
177398,I. Iličević,"4,900,000","451,640",32,35,78,74,32,68,71,78,74,72
234742,H. Barnes,"8,999,999","1,366,572",21,47,76,71,43,44,72,70,71,52
232693,C. Awaziem,"6,999,999","2,747,018",22,73,66,63,73,73,28,33,30,25
199157,Luna,"5,000,000","1,627,672",27,73,66,75,75,73,63,58,80,45
183284,A. Chedjou,"2,300,000","519,829",33,70,62,70,72,79,44,51,39,50
217844,Djavan,"4,099,999","2,728,338",31,71,68,69,69,72,70,63,75,40
148212,A. Rebrov,"2,300,000","337,526",35,12,44,31,24,72,13,15,18,14
183795,G. Margreitter,"4,400,000","297,045",30,74,39,60,75,72,26,37,35,20
234772,Salvi Sánchez,"4,199,999","2,937,714",27,41,75,71,38,61,68,65,70,65
230420,Pietrson Mendes,"1,999,999","1,299,973",35,44,81,76,47,52,68,77,76,76
157716,M. Russ,"2,300,000","1,449,203",33,73,32,67,70,53,34,29,30,28
204308,H. Van Crombrugge,"3,699,999","2,172,465",25,11,45,39,14,67,11,16,12,13
192274,A. Barrada,"3,899,999","421,465",29,33,75,74,36,68,71,75,72,77
180754,K. Nakamura,"1,299,999","1,528,292",38,60,71,77,70,70,64,85,76,85
186385,A. Clayton,"3,099,999","286,585",30,69,66,74,74,61,55,67,69,66
221201,T. Leibold,"4,199,999","93,131",25,70,85,72,70,78,69,72,73,52
219409,V. Karavaev,"4,299,999","780,271",23,71,71,71,70,74,66,64,72,63
213777,I. Fossum,"5,499,999","849,608",22,62,75,72,67,71,70,72,60,65
208144,D. Bessa,"4,800,000","2,430,858",26,49,83,77,49,52,74,70,69,69
223247,N. Acevedo,"3,800,000","979,453",30,76,67,75,70,84,65,51,49,53
241166,S. Rybalka,"3,599,999","1,967,745",28,67,58,78,74,57,35,77,62,80
217870,G. Di Lorenzo,"4,500,000","644,258",25,71,73,73,70,74,62,68,74,67
225293,H. Diallo,"6,000,000","1,319,042",23,17,66,64,19,71,73,50,35,36
223245,B. Fernández,"5,000,000","603,591",24,21,89,74,19,83,68,73,65,68
172077,J. Basanta,"1,199,999","648,170",34,71,34,62,76,72,49,55,51,40
226861,S. Thioub,"5,499,999","162,077",23,16,76,68,21,54,63,69,70,61
226093,C. Adams,"5,499,999","1,872,544",22,36,79,66,36,76,73,63,55,59
202541,Jota,"4,199,999","3,809,148",27,16,77,69,29,48,71,74,73,69
221740,E. Crivelli,"5,499,999","2,569,411",24,23,60,73,25,74,78,59,49,49
190507,Etxeita,"3,000,000","742,647",31,73,67,63,75,79,28,35,36,43
178475,D. Ciofani,"3,200,000","153,753",33,12,34,57,29,89,79,29,26,48
215083,M. Urruti,"4,299,999","1,105,914",28,49,76,68,55,68,73,67,36,52
209449,Gerso,"4,199,999","1,607,366",28,39,91,69,34,43,73,42,58,53
189480,J. Šural,"4,099,999","391,679",28,25,65,69,39,71,76,68,69,63
220198,B. Celina,"6,000,000","3,183,023",22,15,78,69,18,47,64,69,66,74
191269,S. Al Faraj,"3,999,999","145,029",29,66,81,77,65,71,66,71,72,66
244261,L. Majer,"6,999,999","918,507",21,31,81,76,22,50,60,79,75,74
226853,T. Kane,"999,999","240,875",25,70,65,64,64,65,61,47,65,39
207653,J. St. Juste,"4,500,000","1,092,419",22,73,78,70,73,86,64,33,64,37
195620,M. Bolaños,"3,999,999","238,756",28,24,75,65,23,57,73,63,58,56
223524,R. Krishna,"3,899,999","383,478",31,43,84,66,54,78,71,67,63,63
195912,E. Goldaniga,"3,999,999","258,095",25,72,42,57,74,79,13,29,27,33
190535,Suk Hyun Jun,"4,699,999","1,759,529",27,22,65,59,29,67,71,68,58,67
211527,Míchel,"3,800,000","508,222",30,46,69,80,58,51,65,71,75,73
207431,Álex Gallar,"4,699,999","1,227,049",26,25,75,71,27,63,69,76,72,80
196935,Insua,"4,400,000","425,720",25,74,54,71,72,73,41,42,37,23
158790,Ignasi Miquel,"4,299,999","1,322,898",26,70,60,69,74,60,26,27,49,24
192838,L. Bustamante,"3,099,999","2,105,939",33,32,79,79,24,74,62,49,65,57
211014,E. Schelotto,"3,000,000","2,071,210",29,70,67,69,71,70,73,67,75,57
203590,Paulinho,"3,399,999","1,793,071",27,70,75,68,66,79,65,70,72,68
184133,F. Hübner,"3,899,999","13,200,857",28,73,52,58,76,50,44,31,50,21
233029,Castro,"3,800,000","844,940",30,61,77,74,69,67,70,71,66,55
213061,R. Aliendro,"3,800,000","502,582",28,68,78,74,73,81,71,55,60,47
190276,M. Kanazaki,"3,999,999","2,054,478",30,25,82,74,31,71,71,65,67,50
196932,S. Sunzu,"3,499,999","5,853,071",29,72,55,66,68,81,34,47,36,55
226627,Y. Sanogo,"5,000,000","68,308",26,19,58,73,36,74,73,52,49,48
207683,T. Minamino,"5,499,999","262,111",24,34,86,68,49,75,72,67,64,53
209218,S. Dioudis,"3,499,999","454,716",26,11,60,26,21,68,13,19,13,19
198240,J. Al Hussien,"1,799,999","408,649",36,47,71,75,56,54,64,63,72,67
232543,Raul García,"3,000,000","758,377",29,74,75,72,72,77,62,75,76,73
231263,S. Bertoli,"269,999","5,593,095",41,11,38,23,11,62,7,12,12,21
231007,J. Gélin,"5,499,999","2,071,468",21,71,61,70,71,71,26,52,44,33
184926,J. Mišić,"5,499,999","665,848",24,51,69,76,66,74,67,68,50,77
234078,Fabiano,"2,599,999","81,257",31,11,37,34,16,74,10,17,13,15
214622,O. Mangala,"6,999,999","465,921",20,59,76,75,67,66,60,57,63,50
142942,J. Toljan,"4,299,999","1,055,679",24,72,74,74,68,84,56,39,75,32
156253,J. Gandolfi,"550,000","2,173,935",38,72,64,70,71,83,26,58,44,64
204125,J. Lewis,"2,599,999","281,850",31,13,63,23,23,74,16,18,11,19
193884,J. Bořil,"3,299,999","1,050,065",28,71,72,64,69,72,60,57,73,35
183644,S. Clucas,"4,099,999","4,567,370",28,57,66,75,67,72,64,65,71,67
49756,A. Grünwald,"3,899,999","4,494,263",29,55,64,74,61,65,65,75,67,79
229980,J. Poulsen,"1,900,000","1,820,515",35,53,70,74,68,70,69,72,74,77
188506,C. Montes,"5,000,000","392,183",22,73,71,64,71,77,59,62,41,37
175962,R. Meggiorini,"3,200,000","730,369",33,24,78,70,23,76,74,69,62,60
235866,N. Bungert,"2,700,000","304,373",32,74,53,68,75,68,35,30,42,48
214136,C. Kouamé,"8,999,999","539,332",21,32,72,68,37,64,76,49,57,45
210296,F. Meza,"4,199,999","94,968",27,73,61,65,78,70,47,30,35,40
189303,A. Henríquez,"5,000,000","314,229",24,26,71,62,12,68,74,53,59,56
183671,Nélson Oliveira,"4,400,000","759,759",27,29,68,69,36,64,72,65,55,47
215927,E. Terranova,"2,700,000","308,220",32,71,62,54,67,90,22,59,30,22
179574,R. Emond,"4,800,000","3,189,809",27,21,65,62,38,68,81,64,48,66
169078,G. Hooper,"3,899,999","111,903",31,15,67,72,15,71,75,48,59,50
229494,L. Freeman,"4,699,999","107,670",26,52,86,71,63,75,68,76,75,69
189557,Miguel Vieira,"3,800,000","351,880",28,69,45,59,73,74,24,30,32,26
165493,A. Rispoli,"3,000,000","747,043",30,67,73,68,68,80,67,57,71,49
229749,N. Navarro,"1,999,999","16,278,313",33,19,58,35,21,57,16,16,18,20
211061,A. Barboza,"4,500,000","1,528,808",23,73,42,65,71,51,27,24,33,26
202101,A. Maxim,"4,199,999","316,114",28,23,87,70,43,52,67,81,70,72
184436,O. John,"4,699,999","698,773",26,19,70,74,31,61,65,73,73,69
162932,A. Smithies,"3,299,999","340,285",29,17,33,30,24,82,17,11,14,11
192371,P. Barrientos,"2,399,999","276,392",34,31,77,75,37,55,63,83,70,77
221331,F. Rinaudo,"3,399,999","358,445",31,74,71,77,77,77,60,54,62,53
212369,L. Mazzitelli,"5,499,999","985,176",23,68,61,76,70,61,65,66,68,45
137361,Eduardo,"4,900,000","1,615,542",25,58,66,77,59,57,68,65,67,66
199313,G. Pazzini,"2,500,000","956,389",34,20,71,65,20,93,84,63,50,40
225680,Lucas,"700,000","5,616,918",26,64,42,45,64,75,30,33,25,25
210320,A. Bamba,"3,200,000","2,206,624",28,73,78,69,72,75,59,58,67,49
182670,A. Mina,"3,800,000","477,115",28,68,38,68,73,76,38,27,43,41
176526,I. Mbaye,"4,699,999","14,756,625",24,74,71,72,70,53,60,68,72,55
230286,M. Tekdemir,"3,000,000","1,337,321",31,70,68,75,71,82,53,50,57,48
152718,L. Burián,"1,600,000","589,804",35,14,68,37,28,71,15,15,13,15
214158,Michel Cruceiro,"3,499,999","602,696",27,65,59,74,74,52,56,66,69,71
215181,Ricardo,"3,599,999","77,748",32,24,77,66,45,70,70,67,64,57
182411,Y. Gordillo,"4,400,000","601,965",26,66,71,73,72,67,64,42,43,36
172939,G. Peruzzi,"4,099,999","778,140",26,73,73,69,76,78,55,65,68,50
230283,Yu Hanchao,"3,499,999","3,492,083",32,48,80,74,52,54,68,55,69,55
188554,K. Westwood,"1,999,999","1,314,933",34,19,58,28,22,62,15,11,20,12
190636,Evandro Rochedo,"2,099,999","9,124,805",35,45,59,64,37,54,75,63,57,72
185260,Dani Pacheco,"4,199,999","118,958",28,23,85,76,39,72,66,78,71,80
234924,A. Ríos,"3,099,999","1,908,854",30,64,63,73,74,64,59,68,50,60
194730,D. Kadah,"3,099,999","3,730,177",33,24,66,72,25,78,74,69,66,60
222634,A. Diakhaby,"5,499,999","405,751",22,16,86,72,14,70,73,54,66,39
210602,Juan Carlos,"2,599,999","311,038",31,21,56,25,20,70,11,30,32,12
200106,I. Success,"5,499,999","227,061",23,24,68,68,20,80,72,56,73,54
228777,S. Al Dawsari,"4,299,999","416,212",27,49,82,65,37,44,71,69,66,60
190120,A. Özbiliz,"3,999,999","417,600",28,23,82,74,44,65,65,77,76,80
178600,G. Banguera,"4,699,999","1,254,929",23,17,44,13,10,58,7,15,12,12
158375,K. Johnsson,"3,200,000","146,206",29,12,45,26,20,71,16,12,11,11
205735,U. Demirok,"3,099,999","755,693",30,75,48,64,74,44,40,32,40,22
201895,N. Asare,"2,599,999","639,176",32,69,78,70,81,78,71,67,67,63
213414,M. Pucciarelli,"4,699,999","583,112",27,28,90,72,32,72,78,69,62,39
192165,D. Fagundez,"5,000,000","1,686,432",24,43,88,71,30,57,68,70,75,65
237221,W. Troost-Ekong,"4,400,000","575,459",25,70,34,54,71,70,30,25,37,26
198599,Paulinho,"3,099,999","2,171,666",32,17,79,66,18,75,78,71,62,71
225478,J. Foyth,"6,500,000","610,294",21,72,72,73,72,72,46,41,41,47
210118,M. Linnes,"3,399,999","24,706,774",27,71,82,68,72,66,65,65,68,38
206022,Serginho,"5,499,999","1,092,034",24,53,62,78,34,55,72,73,65,71
181445,Hélder Lopes,"3,000,000","342,517",30,72,66,73,68,55,61,57,75,73
178628,E. Berg,"3,099,999","314,545",30,70,54,61,72,82,44,47,41,46
190915,R. Bengtsson,"2,300,000","389,870",32,72,52,65,78,83,36,42,38,24
230850,F. Forestieri,"4,099,999","685,236",29,31,90,72,42,84,71,70,64,65
226754,K. Wilczek,"3,899,999","67,525",31,25,68,65,56,76,78,59,62,43
194753,G. Cimirot,"4,800,000","180,328",26,66,72,75,74,71,66,61,65,64
186817,I. Bennacer,"6,500,000","929,953",21,63,73,75,62,72,69,69,70,71
220609,L. Marrone,"3,200,000","1,603,245",28,72,60,73,74,70,56,72,67,72
236480,R. Halliche,"2,700,000","243,076",32,71,54,63,73,76,29,45,50,36
188607,V. Vada,"5,499,999","634,971",23,57,75,75,69,55,71,73,72,74
232639,Y. Bissouma,"6,500,000","2,045,946",22,71,72,74,71,59,67,62,65,75
214207,R. Salinas,"2,900,000","869,920",30,72,67,75,68,65,69,70,76,61
225252,R. Doan,"6,999,999","1,162,864",20,42,86,72,41,42,61,67,70,59
190947,F. Pardo,"4,199,999","4,998,723",28,28,75,68,35,67,76,79,75,66
168930,J. Duque,"4,299,999","1,080,521",26,66,74,72,79,71,53,43,43,39
169697,D. Jensen,"3,499,999","11,036,064",26,18,38,23,19,58,15,15,12,15
229857,Omar Ramos,"3,800,000","323,441",31,35,84,71,30,67,69,84,75,61
214497,D. Randolph,"2,399,999","192,022",31,14,50,33,18,61,11,15,11,14
199392,S. Sensi,"4,500,000","464,487",23,70,66,77,69,51,63,73,70,75
231391,A. Ricaurte,"4,199,999","1,044,548",27,65,66,80,68,68,63,56,69,57
221919,M. Aguirregaray,"3,000,000","1,076,554",29,72,69,71,68,63,72,66,72,50
7647,João Carvalho,"6,000,000","1,893,070",21,22,84,73,40,53,66,74,71,68
190942,A. Zeneli,"5,000,000","373,115",24,24,86,68,38,33,61,78,71,67
183774,D. Dainelli,"269,999","877,258",39,70,30,56,83,74,16,40,28,31
155355,K. Hansen,"3,099,999","2,241,011",30,74,70,70,69,78,55,67,65,43
205531,R. Bennett,"3,200,000","1,453,163",29,74,30,65,70,73,22,22,25,25
176345,Álvaro,"774,999","463,941",20,11,68,27,14,61,5,14,9,13
230361,Lee Chung Yong,"3,899,999","123,828",30,41,75,73,54,58,70,68,70,65
164857,V. Verre,"5,499,999","1,116,304",25,60,73,75,64,69,70,70,69,68
158969,Kwoun Sun Tae,"1,999,999","293,068",34,20,67,35,24,68,17,14,10,12
183288,Mauro Cildinho,"1,100,000","1,681,320",35,73,83,73,77,74,49,67,72,61
198136,Edinho,"1,799,999","1,492,287",36,33,61,59,37,76,73,60,47,71
183287,L. Pisculichi,"1,999,999","237,682",35,23,74,72,48,74,67,80,74,82
226807,Y. Benalouane,"2,700,000","737,698",31,69,56,64,76,77,46,51,61,52
218359,A. Ragusa,"3,999,999","602,106",28,26,82,74,36,66,68,63,68,51
244470,F. Lemoine,"2,700,000","535,509",31,68,74,73,73,81,60,60,63,60
221174,C. Roldan,"4,699,999","1,088,419",23,69,77,73,70,83,67,69,66,40
230389,D. Ndong,"4,500,000","44,871,030",24,70,69,73,70,61,68,50,47,42
183540,V. Coufal,"4,099,999","690,637",26,72,71,66,69,71,60,50,79,37
236532,M. Oršić,"4,800,000","1,746,832",26,42,88,67,41,54,73,74,69,72
214772,Édundo Oliveira,"3,499,999","144,313",27,72,54,67,72,78,35,41,51,42
137460,B. Bannan,"3,999,999","93,522",29,40,91,75,57,64,65,76,73,70
226803,R. Koch,"4,699,999","3,991,586",22,69,55,75,73,53,53,31,40,28
222707,N. Pasquini,"3,299,999","5,428,555",28,68,75,72,70,72,71,77,76,70
224242,A. Rosina,"1,999,999","1,189,459",35,22,85,75,14,32,70,81,69,78
193549,T. Parker,"4,500,000","22,822,521",26,67,68,67,69,85,28,21,26,26
245261,Marcos Guilherme,"5,499,999","5,202,710",23,49,85,73,29,57,69,69,69,64
239117,D. Luckassen,"4,400,000","477,627",23,70,72,70,64,82,57,67,55,70
173325,S. Hutchinson,"2,599,999","2,791,041",28,71,56,52,73,82,23,49,47,35
220685,Bruno Lamas,"4,199,999","194,041",24,60,61,78,58,62,67,44,60,48
176652,A. Bălută,"3,899,999","162,550",25,45,88,63,43,63,71,57,66,31
222988,De las Cuevas,"2,399,999","376,972",32,44,78,69,51,72,69,85,72,78
213260,Léo Bonatini,"3,800,000","86,941",24,31,67,70,33,70,75,67,65,63
223243,D. Kolář,"2,399,999","124,842",33,32,63,74,53,66,74,66,68,70
222987,T. Aoyama,"2,399,999","597,484",33,59,72,73,71,72,50,64,65,60
192778,S. Montoya,"3,699,999","418,537",27,27,79,71,42,68,68,63,67,61
238858,V. Aguilera,"2,399,999","636,401",29,73,33,60,73,55,55,59,37,69
241673,H. Yamaguchi,"3,200,000","9,927,454",28,66,84,76,71,78,55,55,49,46
238857,I. Mboyo,"2,700,000","127,927",31,30,67,70,38,72,74,62,71,66
210697,Bruno Tabata,"4,800,000","2,647,596",21,33,77,74,53,56,69,69,76,72
188168,B. Barišić,"3,200,000","9,149,105",26,74,70,70,65,69,64,76,80,31
239904,Wilson Manafá,"3,499,999","5,901,445",24,71,85,72,64,47,69,70,73,48
237600,C. Nørgaard,"3,699,999","7,789,979",24,68,68,74,66,59,62,64,64,64
209440,G. Friend,"2,200,000","2,479,906",31,72,69,66,71,70,65,66,66,53
175391,D. Khocholava,"3,299,999","3,123,437",26,73,49,67,69,65,44,27,31,21
149791,B. Srarfi,"4,400,000","565,739",21,29,80,72,29,55,65,65,70,59
211231,Romarinho,"3,299,999","6,150,470",28,23,87,70,28,54,73,67,63,71
208159,Mateus,"1,600,000","4,342,701",34,33,75,68,46,74,73,65,67,74
205343,W. Hoolahan,"999,999","67,227",36,36,69,75,35,33,64,73,72,67
200735,R. Azeez,"3,499,999","1,300,688",26,67,74,75,69,93,49,53,56,46
184606,M. Frey,"4,299,999","1,073,658",24,16,60,63,26,71,75,59,45,35
203038,J. Akpa Akpro,"3,699,999","1,417,860",26,69,77,75,73,70,69,66,76,56
230429,Isaac Cuenca,"3,299,999","1,224,533",27,27,84,67,27,58,70,81,69,59
212253,Fábio Pacheco,"2,300,000","448,393",30,69,65,71,75,82,53,49,51,58
206109,Lucas Piazon,"3,899,999","295,844",25,47,72,75,31,39,71,75,71,73
192540,Timo Triano,"949,999","1,029,966",35,73,51,76,73,70,29,29,56,61
109852,A. Scholz,"3,399,999","719,872",26,73,56,69,73,57,57,32,48,35
208949,Y. Chibsah,"3,800,000","109,912",25,65,81,73,77,65,64,50,59,46
230452,M. Duffy,"2,399,999","3,350,646",33,29,73,74,40,58,67,69,71,67
225844,G. McAuley,"424,999","159,499",39,70,34,53,72,72,45,39,49,33
198196,N. Al Abed,"3,099,999","1,191,842",29,40,77,73,36,64,67,66,70,64
196916,Alessinito,"949,999","16,297,392",35,73,54,72,71,77,44,61,51,62
222515,D. Verde,"5,000,000","135,132",22,35,88,68,24,45,65,72,69,73
152883,P. Lasogga,"3,699,999","98,697",27,29,44,45,29,73,77,65,35,68
202547,M. Pack,"3,200,000","1,542,625",27,63,64,75,70,70,59,60,68,68
186674,Z. Ferhat,"3,899,999","84,844",26,27,75,74,19,50,64,63,75,48
240690,C. Marshall,"1,299,999","857,120",34,64,35,68,70,75,28,55,27,56
227890,J. Bahebeck,"3,999,999","598,060",25,23,72,74,34,66,65,73,74,74
201266,R. Espinoza,"2,700,000","237,084",32,70,72,70,70,79,69,69,64,58
190769,N. González,"5,499,999","335,665",20,35,78,65,35,69,74,56,66,42
186161,Nuno Santos,"4,199,999","138,460",24,26,77,67,41,56,67,77,73,72
223537,K. Kusk,"3,299,999","1,297,201",27,28,81,70,40,72,73,71,64,69
204337,E. Lamanna,"2,599,999","877,553",29,13,39,35,14,61,11,12,19,17
206152,G. Sunu,"3,299,999","365,950",27,22,76,70,36,53,71,62,72,53
182343,E. Berggreen,"3,999,999","5,112,335",25,22,50,61,26,68,72,64,32,68
155463,G. Núñez,"2,900,000","2,028,235",31,34,76,71,48,72,67,70,68,69
200519,L. Aued,"2,700,000","8,142,227",32,60,61,74,68,57,69,65,69,66
234822,Hao Junmin,"2,700,000","80,230",31,61,75,74,67,63,69,80,65,76
223046,V. Găman,"2,399,999","639,462",30,71,61,68,71,73,59,41,44,48
213829,Pulido,"2,900,000","5,637,514",27,68,53,67,70,70,37,52,50,38
213317,A. Mobara,"3,499,999","93,722",25,73,68,72,68,75,64,48,65,59
201285,A. Çalık,"3,499,999","883,855",25,72,52,62,74,81,40,44,40,39
243780,A. Cerri,"4,600,000","1,146,725",22,30,60,65,13,73,70,64,40,34
205124,Kim Jin Su,"3,000,000","3,875,264",26,71,78,71,74,71,69,66,71,68
184387,C. Gytkjær,"3,200,000","768,537",28,19,73,58,32,78,73,61,56,56
149571,Kangin Lee,"6,000,000","667,379",18,23,87,65,29,46,59,75,66,81
206147,Edigar Junio,"3,299,999","670,721",27,22,86,69,14,66,68,60,65,60
236610,J. Bostock,"3,599,999","387,847",27,67,71,74,64,75,66,68,69,75
19292,S. Pellissier,"900,000","431,857",39,23,55,68,24,66,82,74,64,60
211292,M. Antonsson,"3,599,999","1,150,091",27,35,71,63,29,68,77,51,52,31
209756,M. Kean,"6,500,000","682,755",19,16,75,59,21,68,72,62,42,43
188763,J. Collins,"949,999","378,527",35,73,27,57,72,60,34,29,38,60
191066,N. Mushekwi,"3,000,000","640,418",31,19,68,60,36,83,75,48,43,35
225114,L. Jiménez,"2,399,999","160,261",29,64,64,60,74,72,43,40,40,42
210010,D. N'Dinga,"2,300,000","693,493",30,70,70,74,71,87,44,49,47,47
189272,F. Kroos,"3,099,999","2,413,898",27,66,68,74,73,71,62,69,50,73
225880,M. Mahi,"4,099,999","3,969,943",24,34,79,66,40,67,65,71,67,68
230231,J. van Overeem,"3,899,999","1,556,363",24,50,83,74,58,36,65,74,67,60
187478,A. Esswein,"3,099,999","11,122,142",28,59,66,68,48,78,65,68,70,54
247126,J. Moreira,"2,500,000","245,632",29,66,76,73,59,66,62,59,76,32
232278,Jorge Carvallinho,"949,999","3,035,060",35,68,45,67,69,62,44,47,54,54
214358,J. Pereira,"2,099,999","4,143,797",32,72,40,60,74,73,35,30,50,33
183893,N. Galović,"3,299,999","411,225",26,70,47,65,71,66,43,31,64,36
219733,S. Mosquera,"4,299,999","40,905,351",24,23,82,71,16,66,66,58,68,46
191856,J. Nieto,"3,699,999","409,932",26,26,88,80,42,69,72,70,69,62
224368,C. Yacob,"2,300,000","1,218,597",31,71,56,73,68,71,42,52,34,55
220528,L. Ajorque,"4,199,999","863,173",25,17,58,58,28,67,75,50,31,30
215152,H. Barcos,"1,600,000","2,422,036",34,38,58,70,52,71,75,68,57,69
224367,M. Doumbia,"4,299,999","3,108,113",24,44,83,69,25,61,67,64,65,61
212591,G. Tutino,"5,499,999","689,916",22,34,73,68,25,70,69,69,69,68
219758,A. Allione,"4,299,999","1,196,289",24,36,77,72,42,70,67,71,70,69
188269,G. Lanaro,"1,799,999","642,940",32,71,57,69,59,82,22,25,29,24
179565,W. Zimmerman,"3,399,999","62,136",25,63,47,67,70,78,48,33,39,38
178029,L. Rizzo,"3,299,999","714,338",26,68,72,73,64,58,68,68,69,49
222573,R. Gutiérrez,"1,400,000","864,891",35,16,65,60,35,81,78,45,37,67
213613,M. Gavranović,"3,200,000","8,185,323",29,24,81,70,45,83,81,41,50,55
173162,O. Hurmacı,"2,700,000","577,904",32,20,80,71,38,81,64,82,71,70
48745,A. Tello,"5,000,000","77,859",22,58,76,75,67,72,68,66,69,52
168297,S. Gustafson,"4,099,999","4,259,474",24,42,68,72,36,42,70,74,65,68
215414,F. Ceravolo,"2,800,000","296,775",32,16,79,65,25,87,70,66,60,60
192128,F. Coloccini,"424,999","565,683",37,65,55,64,69,75,40,58,53,56
191104,Genís,"550,000","100,573",22,62,60,70,65,52,49,65,68,28
183936,G. Curci,"1,799,999","161,684",33,13,29,26,19,56,8,10,11,13
239744,Daniel Guimarães,"1,900,000","1,320,455",31,14,56,31,20,59,16,16,11,19
225151,M. Albornoz,"2,599,999","2,064,261",28,73,73,74,63,66,58,80,77,69
220031,J. Mercier,"424,999","3,922,171",39,65,65,75,73,77,64,71,64,66
216191,M. Donald,"2,399,999","2,494,935",30,64,57,77,68,72,68,55,52,50
211327,M. Cuisance,"5,499,999","650,937",19,55,84,78,48,59,61,85,79,75
203903,A. Traoré,"4,099,999","892,971",23,63,64,75,69,63,67,59,54,41
164478,O. McBurnie,"4,600,000","958,734",22,20,61,65,28,69,72,42,40,31
16254,Dankler,"3,099,999","37,672",27,63,28,64,74,73,31,34,43,30
168317,M. Goicoechea,"1,999,999","39,221",30,24,33,26,22,66,13,18,18,23
220029,L. Andersen,"4,299,999","4,830,531",24,21,87,69,48,57,69,71,63,62
188540,C. Obasi,"2,500,000","3,587,704",32,33,76,70,48,68,70,69,67,68
224921,T. Howard,"210,000","207,983",40,14,38,33,17,69,13,14,16,14
215193,H. Goitom,"1,999,999","509,357",34,20,52,68,49,48,78,63,55,58
212889,S. Khaoui,"4,099,999","93,355",23,38,76,74,28,60,66,78,72,74
236696,R. van La Parra,"3,299,999","1,186,656",27,36,75,68,34,55,68,67,64,57
230296,Adrián Marín,"4,099,999","268,595",22,76,69,73,74,71,51,62,72,35
216472,L. Menossi,"4,099,999","1,188,982",25,62,91,68,74,82,68,68,63,68
214168,Josué Sá,"3,299,999","5,581,026",26,71,61,64,73,54,38,42,32,31
192663,A. Chatzigiovanis,"4,400,000","3,617,850",21,18,76,67,25,59,67,63,70,65
190870,Cristian Lodeira,"3,399,999","593,320",27,26,88,62,37,66,74,40,66,65
229526,A. Pantic,"3,200,000","936,770",26,73,56,67,79,71,49,53,61,54
193429,J. Rojas,"3,699,999","164,627",26,32,83,66,29,51,68,73,67,46
49045,F. Klos,"3,000,000","2,070,776",31,24,46,54,24,61,74,41,40,45
214933,J. Boye,"2,099,999","566,411",31,65,75,62,68,81,38,36,55,16
201877,M. Malyshev,"3,499,999","432,504",26,63,74,75,71,69,63,59,63,54
192660,Douglas,"2,599,999","3,359,355",28,69,82,75,64,75,66,76,75,56
200111,K. Boyd,"1,600,000","555,844",35,18,64,64,14,66,79,60,55,67
241070,D. Rodríguez,"2,500,000","806,154",29,14,45,32,22,67,13,16,13,12
214190,M. Møller Dæhli,"4,199,999","1,259,745",24,24,87,70,21,57,63,62,66,61
205998,S. Polter,"3,599,999","215,134",27,13,58,55,30,72,73,45,51,42
224428,R. van Rhijn,"2,900,000","295,562",27,70,74,69,66,69,61,80,73,77
200108,N. Maraš,"3,899,999","686,819",23,77,65,62,69,75,28,24,31,28
237995,L. Castellanos,"1,299,999","650,992",34,16,44,24,24,64,19,14,13,18
210603,A. Biyogo Poko,"3,599,999","2,319,483",26,65,72,70,73,65,69,41,58,50
203435,J. Otero,"4,400,000","1,148,584",23,25,81,63,35,79,71,51,60,79
211626,N. Boilesen,"3,000,000","223,703",27,69,71,69,69,75,66,62,70,40
142762,D. Lainez,"5,499,999","98,624",18,51,90,69,29,59,69,62,60,50
6826,Y. Al Shahrani,"3,099,999","5,744,531",26,70,80,71,71,52,68,68,70,65
182440,I. Diomandé,"3,399,999","831,132",26,70,66,74,73,68,32,56,59,40
235176,D. Kądzior,"3,699,999","400,724",26,42,83,68,46,79,63,80,81,75
228520,J. Bottinelli,"1,299,999","1,493,452",34,62,31,62,73,83,17,43,50,38
243656,G. Barry,"424,999","87,867",38,65,43,76,68,70,58,76,75,71
230344,R. Kruse,"3,000,000","1,338,474",30,38,75,69,40,70,76,69,68,54
216520,C. Bernardi,"3,099,999","1,993,320",28,51,82,72,39,58,68,61,68,70
212680,E. Ávila,"4,199,999","260,357",25,31,76,68,34,60,67,46,56,51
236999,N. Radonjić,"4,400,000","164,380",23,23,82,73,22,45,66,58,74,54
214727,Jeff Meirson,"2,599,999","5,277,095",27,72,66,72,77,53,51,61,67,71
207559,J. Güemez,"3,000,000","130,757",27,71,67,68,71,83,64,73,66,58
230341,J. Jones,"4,299,999","1,241,785",24,45,79,68,34,48,60,64,71,64
228804,D. Guzman,"2,500,000","928,191",29,62,68,72,68,68,65,70,70,53
200387,A. Zaldívar,"4,099,999","920,324",25,47,76,64,35,66,72,65,60,45
218050,S. Tibbling,"4,199,999","549,349",24,51,80,74,68,39,62,65,67,41
152514,Joshuando Sá,"874,999","312,031",35,71,55,72,71,48,61,51,71,52
192449,A. De Sart,"4,199,999","2,295,523",22,63,73,72,71,63,67,73,69,70
