Posn_Id,Skill_Id,Play_Id,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,Freekick_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing_Tackle,Sliding_Tackle,Gk_Diving,Gk_Handling,Gk_Kicking,Gk_Positioning,Gk_Reflexes
8092327,9083317,245416,54,29,39,55,27,56,49,43,50,54,74,76,56,53,75,33,57,54,44,42,45,54,48,43,35,37,52,55,54,11,7,11,9,10
8092328,9083318,237479,41,37,54,66,41,54,45,44,61,59,64,60,56,53,70,67,58,55,57,41,62,44,53,53,52,45,47,54,52,14,10,6,8,10
8092329,9083319,233383,26,16,52,36,17,30,19,19,30,36,58,55,42,41,54,37,70,62,80,21,53,51,19,29,31,39,54,60,58,10,8,10,14,10
8092330,9083320,245413,54,51,35,55,47,57,41,37,49,55,75,71,61,49,80,49,51,49,44,39,29,18,51,52,47,48,16,21,20,11,14,8,13,10
8092331,9083321,242596,49,41,58,56,40,56,40,23,50,53,70,67,68,43,61,46,77,68,66,39,57,54,39,36,33,41,54,56,57,13,10,7,11,13
8092332,9083322,240804,11,7,11,18,6,5,12,12,17,19,45,45,31,40,45,20,58,27,48,7,24,12,9,31,14,35,13,14,12,58,57,56,56,59
8092333,9083323,235939,43,25,55,44,34,34,33,35,35,38,65,67,63,54,65,45,80,66,73,23,56,57,33,32,48,49,58,60,58,14,10,14,5,13
8092334,9083324,213667,27,16,64,55,21,36,21,30,57,52,56,50,45,45,52,40,59,58,68,24,43,51,28,32,34,56,45,61,62,9,6,13,12,9
8092335,9083325,208291,49,47,27,50,36,59,42,40,48,56,77,74,86,48,77,51,59,62,32,49,49,41,53,51,37,42,30,30,29,8,12,12,7,15
8092336,9083326,242393,48,48,45,59,43,62,45,40,57,60,66,59,66,56,62,52,70,69,63,40,54,41,48,53,44,55,58,51,51,7,12,12,8,7
8092337,9083327,236249,44,31,45,48,23,51,30,31,35,48,69,65,62,55,66,29,66,67,70,27,49,56,44,39,38,40,54,59,59,15,10,6,15,7
8092338,9083328,227545,12,20,17,32,20,15,12,16,23,25,42,49,33,50,54,20,53,37,56,13,21,26,14,32,29,31,14,14,14,58,55,55,55,59
8092339,9083329,246743,56,28,50,48,30,62,54,55,40,48,80,76,71,55,59,38,59,65,56,54,59,51,50,38,39,41,50,55,54,6,7,13,14,14
8092340,9083330,239319,44,43,56,56,46,62,42,47,54,59,68,64,67,61,78,57,60,68,37,49,62,48,59,48,53,48,47,50,60,12,13,13,8,13
8092341,9083331,235479,51,31,48,49,29,49,33,31,45,48,68,72,69,51,72,21,72,52,65,25,54,57,40,43,35,46,57,60,58,13,6,7,12,5
8092342,9083332,246742,46,28,50,31,35,60,38,36,31,34,65,67,52,55,60,31,62,62,43,34,53,53,46,38,47,41,58,65,69,6,7,14,14,14
8092343,9083333,241878,43,41,52,62,33,57,44,45,55,61,61,59,57,61,82,60,55,60,49,35,61,58,30,59,50,49,50,56,63,12,8,12,9,9
8092344,9083334,240086,59,45,40,55,48,60,38,33,46,58,70,72,59,45,73,57,41,53,37,35,28,25,53,46,36,51,27,22,26,11,6,7,11,5
8092345,9083335,246996,54,45,60,48,48,59,46,38,38,56,73,70,60,53,59,53,68,65,69,51,60,51,56,40,39,48,46,54,53,14,13,9,6,7
8092346,9083336,246228,33,60,41,49,52,63,49,30,42,56,72,74,67,57,60,52,54,59,58,47,31,40,51,49,60,47,35,42,40,14,5,11,6,13
8092347,9083337,244180,51,57,39,53,55,68,50,46,48,62,60,55,57,50,71,69,49,43,56,48,31,22,53,46,66,48,21,28,32,11,10,7,7,6
8092348,9083338,243668,32,29,58,42,33,34,30,36,35,40,64,60,55,52,65,49,72,64,70,28,50,55,30,34,48,44,54,58,56,14,12,7,11,9
8092349,9083339,236244,46,24,54,55,27,54,25,23,47,58,74,76,58,49,57,38,70,68,68,24,48,48,45,35,34,40,55,60,55,13,6,12,9,12
8092350,9083340,242642,25,65,55,46,39,55,31,26,30,53,58,51,59,54,67,52,66,56,59,45,32,14,58,46,61,51,25,18,16,8,8,13,12,10
8092351,9083341,232402,37,22,63,49,26,30,21,21,30,44,41,54,51,59,54,35,67,68,64,19,63,56,30,31,35,56,45,58,55,7,14,12,9,13
8092352,9083342,247037,47,40,57,62,46,60,48,44,63,53,62,64,59,57,66,66,67,62,58,43,62,50,54,52,50,47,48,54,58,14,13,10,14,12
8092353,9083343,206077,49,28,57,51,30,54,33,29,50,52,44,52,43,42,35,50,67,55,67,33,71,47,40,37,32,47,55,54,54,16,9,8,12,13
8092354,9083344,246012,14,7,11,18,5,12,11,10,28,16,33,34,37,30,51,15,62,22,34,9,25,13,4,22,12,39,7,11,10,55,61,63,57,63
8092355,9083345,245499,20,18,60,40,20,29,23,27,26,40,58,54,47,54,72,33,65,60,68,16,63,50,28,27,33,46,55,59,54,10,11,5,10,9
8092356,9083346,238840,28,20,56,39,28,27,23,20,28,34,52,53,44,49,45,35,71,58,78,17,64,52,27,28,35,40,54,55,54,8,10,11,13,6
8092357,9083347,239607,46,40,40,62,44,50,45,43,58,56,67,65,63,55,65,49,59,65,70,38,44,40,55,60,44,60,45,51,41,11,13,10,12,11
8092358,9083348,243702,54,23,40,43,27,49,49,28,29,51,79,79,69,55,61,30,60,62,54,24,44,54,49,32,37,48,55,56,54,13,8,7,11,6
8092359,9083349,243445,29,57,56,48,43,56,33,29,30,58,63,60,72,54,70,54,62,52,63,54,31,12,56,45,64,47,27,19,18,15,9,11,13,11
8092360,9083350,225780,45,40,42,59,41,57,47,40,57,59,70,66,71,55,74,55,73,70,53,45,53,44,42,59,50,50,45,49,43,8,9,10,11,14
8092361,9083351,245747,38,29,52,60,30,48,35,36,55,53,58,62,51,56,56,48,60,54,64,34,58,55,26,56,35,38,53,57,51,7,7,6,9,6
8092362,9083352,238066,35,31,41,54,28,47,32,35,48,53,62,60,58,60,67,42,58,72,62,33,66,63,34,48,42,42,61,48,49,6,15,13,13,11
8092363,9083353,247537,55,28,51,62,31,42,34,39,51,47,69,72,65,48,71,35,61,50,57,37,57,54,25,45,44,42,52,60,58,12,11,12,9,14
8092364,9083354,241905,32,58,59,49,54,56,42,38,37,51,63,65,51,52,47,55,53,55,64,48,37,19,55,42,61,48,32,21,15,14,15,7,14,5
8092365,9083355,236785,30,57,51,44,42,57,49,38,26,59,68,70,72,48,77,58,70,68,58,47,45,11,57,42,58,51,15,16,10,15,13,7,13,8
8092366,9083356,243951,49,29,61,68,39,53,41,42,60,55,67,66,53,54,66,55,75,74,58,37,58,48,53,51,45,48,46,48,47,12,10,14,9,13
8092367,9083357,242415,57,26,41,49,28,59,63,29,40,41,68,60,63,51,68,27,59,87,75,30,49,47,43,38,32,43,60,55,57,9,10,14,7,10
8092368,9083358,245799,31,23,58,40,32,31,30,27,28,41,57,60,45,46,79,40,68,61,33,23,48,55,25,32,40,44,58,65,68,14,7,6,14,13
8092369,9083359,244775,12,8,13,15,6,11,14,10,24,11,27,33,30,38,34,24,40,26,60,8,18,10,5,35,16,47,6,12,10,55,63,59,52,58
8092370,9083360,244519,27,58,57,40,48,54,25,32,34,50,60,68,49,53,44,53,61,43,77,51,61,21,52,40,57,54,19,25,20,14,12,6,11,10
8092371,9083361,222503,16,14,18,24,17,16,13,14,22,19,33,34,32,49,41,18,42,25,41,19,28,11,15,20,31,36,12,14,18,60,54,57,50,57
8092372,9083362,230950,52,34,39,62,36,56,40,33,58,58,63,72,65,54,64,47,47,70,62,38,62,56,50,42,42,48,39,60,58,8,6,13,13,6
8092373,9083363,247333,50,40,30,50,40,60,50,35,49,60,75,72,75,38,85,50,25,57,30,41,37,21,46,56,30,42,25,32,36,8,13,13,14,12
8092374,9083364,237860,48,59,31,43,45,62,43,42,45,61,71,68,71,40,76,59,50,60,47,59,40,16,52,51,52,60,41,32,34,15,8,7,13,6
8092375,9083365,241955,50,35,31,62,35,57,56,42,57,60,69,63,73,54,66,43,56,61,45,45,57,38,44,60,35,56,44,40,36,5,12,9,12,13
8092376,9083366,242978,11,7,11,21,6,10,12,13,23,20,33,30,35,40,31,17,52,29,57,5,19,14,7,33,13,41,10,14,14,55,56,58,56,61
8092377,9083367,247329,24,19,53,37,28,26,25,29,24,34,58,57,47,54,42,36,66,63,73,21,53,53,25,33,30,40,54,56,52,13,15,9,7,13
8092378,9083368,240673,35,66,57,48,52,62,30,28,39,58,71,71,68,51,70,57,61,62,60,47,41,15,56,48,58,46,14,10,14,15,11,7,13,6
8092379,9083369,241440,38,52,42,54,36,58,42,36,48,57,75,71,72,46,74,54,54,51,49,38,43,23,51,52,49,55,32,27,34,12,8,15,8,12
8092380,9083370,235808,44,39,53,52,28,51,34,28,49,50,75,70,70,50,60,48,71,64,68,24,53,52,40,35,37,45,53,54,54,10,6,7,14,8
8092381,9083371,244510,45,44,42,60,44,54,55,39,55,58,68,67,75,53,89,50,63,53,45,32,40,27,51,50,43,55,35,46,39,10,15,8,8,15
8092382,9083372,238620,15,7,11,21,6,8,13,12,18,13,17,26,34,49,25,25,36,21,60,9,22,13,8,35,18,35,8,12,15,59,59,55,52,52
8092383,9083373,221980,33,57,66,40,43,51,31,32,33,48,58,56,47,49,65,62,66,64,74,48,58,28,50,51,55,55,31,25,20,7,15,8,10,8
8092384,9083374,242526,15,10,10,35,12,11,14,17,31,18,16,18,38,37,35,26,55,32,61,8,29,10,8,53,12,45,19,15,17,56,59,62,54,58
8092385,9083375,243037,36,57,52,42,40,57,38,31,33,52,73,71,68,52,74,55,56,51,60,43,47,10,55,49,56,46,46,19,13,15,14,13,13,7
8092386,9083376,233307,52,56,46,56,50,59,46,41,54,58,67,64,65,51,66,55,58,59,42,47,23,14,48,47,48,42,40,24,18,8,13,12,13,15
8092387,9083377,232539,11,7,13,23,8,13,11,10,21,17,19,24,24,52,48,19,60,20,42,6,24,10,4,35,16,39,12,12,11,50,58,48,57,58
8092388,9083378,203099,52,58,53,65,33,49,48,53,59,56,63,65,60,48,72,49,45,58,59,58,35,35,49,63,48,53,48,33,35,14,10,15,14,13
8092389,9083379,224858,48,41,56,64,50,58,55,48,63,63,50,67,56,43,63,59,57,45,60,41,47,32,47,52,62,61,33,56,56,9,10,9,15,14
8092390,9083380,243801,41,46,47,57,41,54,47,41,51,59,64,55,58,57,68,52,63,73,61,43,60,46,52,55,38,43,39,46,41,5,15,7,10,11
8092391,9083381,245336,58,36,50,55,32,59,41,39,53,64,71,73,66,55,62,51,63,62,67,43,60,52,48,44,48,56,50,53,52,11,11,5,9,12
8092392,9083382,243286,45,29,58,43,31,38,33,27,38,43,65,73,49,40,55,33,72,66,77,32,47,54,30,32,35,41,53,63,61,8,13,7,11,14
8092393,9083383,242774,11,12,16,20,9,12,9,11,16,15,35,38,46,54,51,14,66,17,64,10,21,11,6,31,15,23,28,11,10,57,50,59,50,61
8092394,9083384,236371,13,7,11,23,6,7,14,11,18,17,25,28,34,51,37,22,40,22,33,6,20,6,7,34,18,39,10,11,10,56,55,51,51,60
8092395,9083385,244818,48,41,31,54,41,51,50,35,47,55,81,68,78,50,82,47,67,59,43,34,65,34,55,52,41,50,25,36,34,13,10,9,5,15
8092396,9083386,234066,44,49,44,58,42,57,50,44,52,63,69,70,58,50,56,52,61,64,54,53,57,48,47,56,42,50,46,51,56,9,10,12,14,13
8092397,9083387,225873,53,35,62,54,43,55,51,45,51,57,40,61,51,48,44,42,50,70,60,36,48,51,39,46,52,45,53,58,55,10,9,13,8,16
8092398,9083388,246350,48,38,42,66,42,54,54,42,62,61,62,64,57,50,88,52,58,42,32,39,43,37,45,54,51,58,43,51,47,8,11,14,13,10
8092399,9083389,243278,39,62,56,51,47,52,47,36,36,54,55,47,60,51,75,58,69,59,45,50,37,21,55,50,74,57,24,14,15,10,9,14,12,10
8092400,9083390,245580,12,9,13,25,9,10,13,12,28,13,29,26,28,55,38,21,40,22,41,8,21,10,6,18,25,32,8,8,15,60,60,54,51,51
8092401,9083391,243860,29,24,53,41,24,33,30,28,36,36,62,64,53,50,56,43,75,58,69,25,46,53,25,33,41,45,49,60,57,10,6,13,13,11
8092402,9083392,241300,43,56,44,38,44,62,38,31,39,62,69,68,60,59,59,71,47,45,62,48,26,16,64,46,49,50,34,26,27,10,12,6,10,13
8092403,9083393,226196,52,53,46,52,34,52,35,32,53,53,64,75,84,50,86,42,79,62,63,43,54,50,56,60,40,59,50,55,54,13,10,10,12,9
8092404,9083394,245651,28,22,54,38,26,27,33,34,34,36,63,55,46,49,76,44,70,55,36,20,53,54,27,31,43,40,57,70,65,13,13,6,12,8
8092405,9083395,240275,49,39,60,52,28,48,26,23,30,49,68,61,65,52,60,50,82,64,67,21,54,59,40,53,37,52,54,49,45,6,15,13,8,9
8092406,9083396,238995,50,58,60,58,34,55,41,40,51,55,67,58,69,50,54,60,65,43,71,45,65,40,52,59,50,50,40,45,42,13,12,7,13,7
8092407,9083397,245650,46,40,55,68,44,53,41,44,54,54,69,68,55,59,72,62,59,55,39,48,66,46,56,45,54,42,41,59,61,8,8,7,10,6
8092408,9083398,237714,57,41,44,55,38,59,50,28,48,58,71,69,65,54,80,42,65,64,65,34,48,52,57,46,34,55,41,51,49,14,12,6,12,8
8092409,9083399,245135,50,49,30,52,37,57,42,30,46,54,77,75,74,42,80,52,53,69,44,45,35,19,46,49,49,50,24,28,24,10,13,14,13,12
8092410,9083400,244623,40,41,40,69,42,52,50,44,65,58,53,61,49,44,64,47,55,44,43,34,38,21,45,61,47,58,19,47,52,10,13,8,15,9
8092411,9083401,228239,44,41,40,59,38,55,47,43,57,59,67,68,78,48,71,57,81,69,64,55,60,45,46,55,45,50,46,46,42,15,12,12,11,11
8092412,9083402,242062,48,49,42,60,43,62,50,47,59,60,65,65,67,43,71,45,68,69,53,40,47,23,44,58,50,52,58,50,51,5,15,14,13,6
8092413,9083403,245131,55,50,32,49,40,57,38,37,47,55,70,69,61,55,84,53,48,50,37,34,29,29,54,54,54,49,32,35,37,9,9,8,13,12
8092414,9083404,229770,39,59,48,48,43,54,38,38,36,48,76,80,67,66,61,48,68,69,59,47,50,30,47,48,54,47,52,31,26,5,7,12,12,10
8092415,9083405,237705,53,28,36,50,21,51,32,34,38,39,86,88,67,53,88,22,58,59,45,23,50,45,52,37,33,50,53,50,55,6,10,13,8,14
8092416,9083406,234121,43,40,48,58,30,57,32,34,54,58,59,56,53,54,54,39,52,59,60,33,51,53,45,53,36,52,52,53,52,9,14,9,10,14
8092417,9083407,240310,49,24,45,51,33,46,34,35,44,52,75,69,83,41,78,42,62,66,42,24,50,49,39,42,44,42,50,58,56,7,6,8,7,15
8092418,9083408,231606,30,60,66,48,41,50,29,27,22,52,42,40,49,50,54,55,69,55,65,65,47,25,54,43,62,48,28,25,20,14,15,6,6,11
8092419,9083409,243893,50,43,44,71,40,51,53,48,62,59,47,55,62,46,58,52,52,49,62,39,43,23,45,60,47,53,50,42,45,7,8,7,8,7
8092420,9083410,231861,13,15,14,28,15,13,12,14,20,14,35,31,29,53,34,21,45,26,59,17,17,18,18,25,12,36,6,10,10,59,54,62,53,55
8092421,9083411,228533,20,16,19,26,16,12,16,13,23,25,46,45,32,53,40,19,56,18,63,17,22,23,16,25,17,52,16,13,17,60,49,52,52,61
8092422,9083412,247220,40,47,44,61,44,53,43,42,58,58,72,78,51,42,81,40,54,56,43,45,43,22,54,55,44,59,35,41,48,15,7,6,13,15
8092423,9083413,242612,33,57,40,39,54,61,49,33,32,63,92,75,88,51,85,52,88,55,41,53,25,14,50,44,51,48,38,15,13,13,8,10,14,11
8092424,9083414,237236,13,7,10,25,5,5,10,11,15,14,26,27,25,45,46,20,59,23,51,7,19,14,4,39,18,44,8,10,10,54,56,58,56,58
8092425,9083415,244659,50,46,38,54,52,60,61,51,47,63,63,61,56,55,65,57,47,49,58,43,28,20,42,55,51,51,39,19,17,6,9,12,10,8
8092426,9083416,232370,45,29,45,52,24,52,34,29,43,49,75,72,65,52,77,25,69,73,63,26,60,55,41,40,43,49,51,58,52,6,11,8,9,14
8092427,9083417,231602,33,58,54,46,37,52,32,30,32,57,76,72,75,49,73,53,67,64,43,49,27,11,58,42,60,50,27,14,12,10,10,13,10,8
8092428,9083418,245169,54,36,44,43,34,46,24,40,35,41,76,73,67,54,71,63,63,65,56,32,52,49,47,35,36,44,57,58,53,10,10,5,14,14
8092429,9083419,244657,43,47,39,59,36,58,43,40,57,60,72,66,71,46,87,55,70,56,35,41,38,43,56,60,46,56,53,37,42,15,9,10,10,14
8092430,9083420,241328,40,31,51,46,30,34,29,35,41,40,53,59,38,49,49,38,62,50,71,20,48,53,24,32,39,48,56,58,56,9,8,7,8,9
8092431,9083421,244654,14,7,10,18,7,12,10,10,19,14,28,32,27,54,38,17,42,22,68,7,19,8,7,29,15,37,12,14,11,57,54,56,49,59
8092432,9083422,241582,54,47,41,54,41,56,49,42,49,54,72,73,61,52,75,49,52,62,55,44,43,29,48,47,42,54,43,26,29,14,8,14,7,9
8092433,9083423,236774,53,47,58,56,39,49,37,48,31,54,76,78,81,54,76,57,52,65,49,49,33,20,58,48,37,41,17,15,12,14,10,6,14,8
8092434,9083424,222182,25,21,52,59,22,36,28,24,42,43,37,60,45,56,67,32,65,66,75,25,60,56,26,34,41,51,49,62,57,16,11,14,10,16
8092435,9083425,246756,11,7,10,22,8,7,13,10,16,11,28,30,31,53,47,25,67,24,45,5,16,14,6,44,16,22,8,10,13,56,51,58,53,61
8092436,9083426,245988,55,35,35,60,41,64,50,42,61,60,68,61,62,43,69,55,41,62,54,40,32,34,45,59,55,57,28,40,35,6,12,6,14,6
8092437,9083427,239076,11,7,12,23,7,10,12,11,19,16,18,29,26,46,44,22,63,22,38,6,26,13,4,27,19,23,9,13,12,62,53,51,46,63
8092438,9083428,231396,41,29,58,53,22,45,32,26,52,51,57,59,44,50,42,46,69,62,62,28,57,50,24,34,31,54,55,55,52,10,11,11,5,12
8092439,9083429,245475,46,42,41,59,43,64,48,43,62,60,62,64,64,49,72,54,54,45,41,33,40,23,49,50,44,55,42,45,51,7,13,13,9,12
8092440,9083430,232418,15,12,15,17,14,12,13,14,29,18,27,24,26,47,26,22,48,29,62,14,23,14,12,39,16,29,12,15,12,58,52,56,59,54
8092441,9083431,244192,25,25,44,48,23,49,21,27,40,45,73,74,66,42,55,37,70,66,73,21,47,54,28,55,36,45,58,55,53,10,14,11,6,6
8092442,9083432,219872,54,28,52,55,25,54,42,32,47,55,58,56,60,55,68,32,66,52,58,28,48,52,46,42,23,50,54,57,55,6,8,13,6,10
8092443,9083433,246749,30,60,62,49,38,42,42,31,32,52,56,58,59,48,50,53,70,59,65,48,34,11,56,46,63,53,19,16,18,8,10,11,10,7
8092444,9083434,235741,35,55,52,42,41,54,32,28,31,52,82,88,72,40,54,55,66,59,80,45,67,18,47,39,57,49,21,15,18,10,11,9,14,12
8092445,9083435,231131,53,51,35,52,35,61,54,57,46,57,76,66,61,48,70,55,61,54,59,39,40,52,46,56,44,53,53,53,52,5,13,6,9,9
8092446,9083436,244442,49,35,49,37,26,55,31,28,34,41,65,65,54,51,64,30,62,63,57,29,51,51,53,33,38,38,55,63,60,6,12,15,12,9
8092447,9083437,238298,10,8,12,25,7,5,13,14,24,14,18,17,38,54,48,23,61,25,50,7,16,9,4,28,14,43,10,12,13,61,56,49,46,58
8092448,9083438,244439,13,5,14,20,8,14,12,13,16,17,31,33,31,47,37,25,41,24,59,6,20,9,5,26,14,51,7,15,11,59,56,54,53,55
8092449,9083439,245524,47,57,47,51,46,54,43,32,44,52,72,71,57,54,86,48,59,53,36,51,34,12,56,50,54,49,11,15,13,9,7,11,12,13
8092450,9083440,242452,41,39,45,65,41,49,31,40,60,53,64,62,58,55,70,52,61,52,54,35,59,45,55,50,40,41,14,45,45,14,6,10,7,10
8092451,9083441,234260,12,5,13,35,7,13,11,11,28,34,36,31,40,45,41,26,42,29,37,5,20,9,6,24,11,32,27,10,14,58,53,52,52,60
8092452,9083442,235283,20,18,58,30,23,26,25,25,20,35,50,53,37,42,31,43,68,61,75,17,52,53,24,26,34,48,52,55,53,6,8,7,10,6
8092453,9083443,201490,51,59,52,48,50,50,46,40,52,54,58,59,56,55,53,58,53,58,31,52,48,27,58,47,49,52,29,30,29,15,9,14,9,13
8092454,9083444,246801,24,58,48,53,41,54,33,31,31,48,67,70,58,56,58,56,61,68,42,49,44,14,55,39,58,39,15,18,10,8,7,12,9,11
8092455,9083445,214033,32,54,53,35,59,51,33,50,26,51,75,72,75,38,74,59,72,79,64,48,48,11,57,46,58,44,24,17,13,9,16,16,9,7
8092456,9083446,243728,43,48,33,59,41,55,45,35,55,52,75,74,68,47,72,50,51,45,37,32,36,16,52,55,42,48,23,38,36,6,12,11,10,14
8092457,9083447,245518,50,51,30,51,36,56,38,33,46,54,72,70,53,48,76,45,49,52,45,41,37,21,51,51,48,48,20,25,24,11,11,8,10,7
8092458,9083448,247309,53,25,44,47,28,59,32,32,41,53,60,64,56,53,59,22,58,57,61,20,59,55,60,35,30,36,54,55,53,8,14,12,12,6
8092459,9083449,233741,34,55,53,47,46,56,47,38,38,53,69,72,70,46,68,48,68,54,57,51,48,17,53,44,55,58,28,24,20,9,9,7,13,8
8092460,9083450,246796,13,8,16,31,4,6,8,14,27,11,28,31,29,40,52,18,55,18,54,5,18,13,9,31,19,35,6,13,10,51,55,53,55,61
8092461,9083451,242700,47,26,38,32,22,47,31,34,27,34,60,84,82,50,84,29,87,58,42,29,45,47,43,33,30,56,67,59,59,15,10,10,12,13
8092462,9083452,235532,24,25,57,51,25,35,42,27,48,44,63,67,65,47,63,34,74,62,52,24,44,56,25,30,33,46,56,56,48,13,11,10,6,9
8092463,9083453,229644,41,60,37,46,44,58,44,45,42,54,82,77,79,40,73,52,31,51,34,54,25,15,60,42,58,50,32,15,10,5,13,12,6,7
8092464,9083454,242443,37,56,61,46,39,48,37,36,36,54,64,65,50,47,51,52,66,54,62,48,33,18,55,40,68,47,35,20,22,8,11,5,14,10
8092465,9083455,245069,54,42,61,64,41,59,38,52,58,58,69,67,65,52,64,42,58,38,57,42,54,58,46,41,43,42,42,61,58,6,15,13,14,14
8092466,9083456,242509,53,41,53,55,33,49,51,34,50,51,77,75,57,43,82,51,55,69,50,39,65,46,51,47,47,43,35,43,45,5,14,8,10,12
8092467,9083457,246091,30,26,58,53,31,45,35,26,34,34,61,64,49,45,80,48,72,61,25,22,46,56,31,32,48,43,56,69,62,8,13,11,12,10
8092468,9083458,245067,38,46,32,63,48,62,50,56,57,58,75,69,72,53,82,45,53,38,31,36,28,39,48,56,45,51,43,52,51,13,9,13,12,6
8092469,9083459,242251,15,13,20,24,12,22,17,13,30,28,22,24,32,48,17,20,30,27,59,16,24,15,8,31,19,33,17,12,13,48,54,56,58,57
8092470,9083460,235851,28,22,57,42,21,24,29,23,32,36,56,57,43,47,68,36,69,60,70,20,49,47,21,29,37,39,55,55,58,12,9,9,6,15
8092471,9083461,240967,27,55,58,38,35,45,27,28,20,55,67,70,52,42,51,56,62,65,69,35,45,22,57,45,55,44,17,18,17,11,14,9,12,7
8092472,9083462,232518,10,9,10,27,9,11,14,12,16,12,30,18,32,37,42,26,60,29,53,9,22,10,7,36,13,42,12,10,14,60,57,60,55,53
8092473,9083463,244293,34,44,53,63,39,50,35,39,59,55,67,61,58,63,70,50,59,66,52,34,58,45,49,43,48,45,60,55,51,14,13,10,7,8
8092474,9083464,243269,29,22,52,40,28,34,26,33,30,36,54,54,45,46,68,43,66,58,49,20,47,55,32,30,44,41,52,67,58,14,14,10,5,8
8092475,9083465,246852,15,26,63,49,22,32,18,26,34,51,60,59,54,45,54,46,69,59,68,32,48,48,23,20,31,35,46,58,53,7,13,13,11,7
8092476,9083466,243012,11,7,13,19,6,6,14,14,18,10,19,26,22,47,21,26,30,24,58,7,22,13,6,30,10,48,17,14,11,59,57,45,47,58
8092477,9083467,241988,50,42,53,54,54,54,46,35,49,55,78,81,52,36,60,59,45,50,65,34,41,15,52,53,48,45,48,25,24,7,8,13,12,10
8092478,9083468,246082,51,27,47,31,27,51,28,30,25,55,77,79,59,55,68,22,55,66,55,27,50,47,49,31,35,39,42,53,51,12,11,14,15,14
8092479,9083469,243522,45,50,32,47,41,63,63,50,42,51,83,69,86,58,92,46,79,57,28,36,26,31,43,43,48,39,15,19,15,11,11,8,6,11
8092480,9083470,246846,39,32,53,59,41,53,42,35,59,52,68,73,61,56,60,57,62,56,52,45,60,52,52,49,41,39,39,49,52,13,10,11,13,7
8092481,9083471,245387,53,46,32,52,45,54,41,33,44,58,77,74,73,39,70,47,51,55,62,36,35,13,51,49,38,49,23,25,23,15,7,12,7,7
8092482,9083472,247177,32,55,56,45,47,50,38,30,31,49,63,62,56,48,42,58,65,62,80,51,61,16,50,48,58,50,14,10,15,7,14,11,11,9
8092483,9083473,242057,50,21,40,52,29,46,27,30,51,37,68,65,53,45,76,25,65,58,76,20,50,54,46,31,38,41,54,58,56,7,12,15,7,5
8092484,9083474,241033,14,14,19,23,13,12,18,11,22,20,38,42,41,46,33,24,39,35,71,16,31,15,12,32,24,37,19,17,18,56,52,55,55,57
8092485,9083475,247175,26,23,55,44,22,28,21,24,40,43,51,60,45,43,39,38,73,62,78,19,49,52,20,32,37,46,46,58,51,14,12,7,12,10
8092486,9083476,235143,55,28,51,46,33,51,42,34,53,53,73,75,63,46,52,30,66,65,56,29,47,45,43,37,33,44,54,52,52,15,6,6,6,6
8092487,9083477,242566,41,56,27,44,39,64,59,31,41,61,73,68,94,55,91,42,52,55,26,51,26,21,51,48,55,56,21,21,13,14,5,15,9,14
8092488,9083478,228998,12,16,20,24,18,12,12,21,20,18,43,47,30,53,56,24,54,42,62,17,17,24,13,25,24,43,7,20,21,62,49,50,46,60
8092489,9083479,245893,52,49,40,55,44,54,48,50,53,55,72,73,70,53,74,50,58,65,48,45,42,28,44,54,45,52,34,34,32,5,10,12,7,11
8092490,9083480,244093,46,48,38,58,44,57,37,36,55,53,69,66,58,48,65,56,42,55,62,52,44,28,50,46,42,42,37,30,31,5,9,12,7,6
8092491,9083481,244860,33,58,50,55,42,60,33,27,27,57,67,42,70,55,65,56,64,33,39,49,22,15,56,50,40,45,21,19,12,12,10,6,6,6
8092492,9083482,244091,41,31,42,59,26,44,34,36,57,53,61,56,57,48,64,48,72,53,55,25,62,49,34,47,36,38,54,53,56,8,14,13,14,8
8092493,9083483,243067,26,23,40,32,25,26,26,25,26,30,60,60,43,47,55,31,71,57,65,15,47,53,20,30,35,38,71,54,59,8,12,7,6,14
8092494,9083484,238715,29,58,52,44,40,47,34,31,32,54,58,65,57,50,64,52,71,58,71,53,34,16,50,46,60,48,17,12,16,12,5,9,8,6
8092495,9083485,236407,30,55,54,48,40,48,38,32,28,46,65,67,53,50,51,58,60,62,75,52,56,25,51,49,57,42,20,28,24,8,8,9,7,8
8092496,9083486,235383,11,6,13,17,9,10,11,13,21,12,17,17,36,45,51,25,66,25,55,7,25,11,9,28,18,30,13,13,15,51,52,49,61,57
8092497,9083487,241602,52,56,38,53,56,48,49,34,48,53,82,79,75,46,84,62,69,45,45,44,27,37,46,52,53,53,21,32,33,7,7,7,6,15
8092498,9083488,231617,50,27,42,48,26,53,38,28,42,49,81,75,66,49,57,26,66,67,56,22,47,55,49,40,35,47,44,52,49,12,13,12,7,9
8092499,9083489,230081,32,51,43,63,41,56,51,44,58,62,64,63,67,46,66,65,61,64,63,46,58,40,27,51,39,50,54,60,54,15,8,10,5,9
8092500,9083490,244928,30,58,61,41,41,47,33,31,28,45,65,62,51,55,55,54,68,45,70,51,26,13,52,54,64,44,14,13,19,10,12,12,12,6
