Play_Id,Name,Age,Height_Cm,Weight_Kgs,Positions,Nationality,Overall_Rating,Potential,Value_Euro,International_Reputation_1_5,Skill_Moves_1_5,Work_Rate
242075,J. Sargent,19,185.42,78.9,FW,United States,65,85,1100000,1,3,High/ Medium
232859,K. Hashimoto,25,154.94,73.9,MF,Japan,65,70,700000,1,3,Medium/ Medium
228763,G. Melkadze,21,182.88,83.9,MF,Russia,65,74,850000,1,3,Medium/ Medium
247450,A. Palavecino,22,154.94,73,MF,Argentina,65,73,800000,1,3,High/ Low
244378,N. Korzun,24,175.26,68,MF,Belarus,65,75,750000,1,2,Medium/ Medium
233114,J. Riley,22,182.88,71.2,DF,England,65,74,725000,1,3,Medium/ Medium
220314,O. Marciano,29,193.04,87.1,GK,Israel,65,67,450000,1,1,Medium/ Medium
140442,A. Butler,35,182.88,83,DF,England,65,65,160000,1,2,Medium/ High
203930,O. Cissé,27,195.58,84.8,MF,Mali,65,66,500000,1,2,Medium/ Medium
209561,B. Al Nakhli,30,152.4,68.9,DF,Saudi Arabia,65,65,400000,1,2,Medium/ High
200601,Yoon Bit Garam,28,152.4,74.8,MF,Korea Republic,65,65,525000,2,3,Medium/ Medium
199321,T. Holý,27,205.74,102.1,GK,Czech Republic,65,69,500000,1,1,Medium/ Medium
240024,J. Serrano,21,154.94,64.9,DF,France,65,78,925000,1,2,Medium/ Medium
234904,R. Seigers,21,187.96,83,DF,Belgium,65,74,725000,1,2,Medium/ High
233880,G. Fechner,21,187.96,78,MF,Germany,65,77,850000,1,2,Medium/ Medium
187818,A. Borysiuk,27,152.4,69.9,MF,Poland,65,67,550000,1,2,Medium/ Medium
183466,K. Sheppard,28,154.94,79.8,MF,Republic of Ireland,65,65,575000,1,3,High/ Medium
239018,Junio,22,182.88,74.8,DF,Brazil,65,75,750000,1,2,Medium/ Medium
234154,C. Martinez,22,170.18,78.9,MF,Panama,65,70,725000,1,2,Medium/ Medium
233386,P. Yrizar,21,182.88,78,FW,Mexico,65,70,750000,1,3,Medium/ Medium
228010,Hwang In Beom,22,152.4,69.9,MF,Korea Republic,65,71,725000,1,3,Medium/ Medium
238505,M. Johnston,19,175.26,66.2,MF,Scotland,65,80,1200000,1,4,High/ Medium
214185,S. Romero,30,172.72,69.9,FW,Colombia,65,65,550000,1,3,High/ Low
186536,B. Shea,29,190.5,86.2,MF,United States,65,65,550000,1,3,High/ Medium
243624,J. Thomassen,25,187.96,78,FW,Netherlands,65,68,700000,1,2,Medium/ Medium
232871,Gao Zhunyi,23,185.42,69.9,DF,China PR,65,74,725000,1,2,Low/ High
223143,U. Garcia,23,182.88,82.1,DF,Switzerland,65,72,650000,1,3,Medium/ Medium
138151,J. Welsh,35,170.18,73,MF,England,65,65,160000,1,2,Medium/ High
193958,L. Brown,28,182.88,78.9,DF,England,65,65,450000,1,2,High/ High
244390,M. Bülter,25,187.96,84.8,MF,Germany,65,68,675000,1,3,Medium/ Medium
228518,A. Hanche-Olsen,22,185.42,73.9,DF,Norway,65,73,700000,1,2,Medium/ High
247481,A. Diallo,23,182.88,77.1,FW,Senegal,65,72,775000,1,3,High/ Low
240057,C. Mandouki,27,154.94,73,MF,France,65,66,625000,1,3,Medium/ Medium
239545,J. Godínez,22,182.88,78.9,FW,Mexico,65,74,850000,1,2,High/ Low
231353,E. Iyoha,21,190.5,86.2,FW,Germany,65,77,975000,1,3,Medium/ Low
222393,J. Cano,36,175.26,73.9,DF,Colombia,65,65,120000,1,2,Medium/ Medium
188856,C. Klem,27,172.72,71.2,DF,Austria,65,66,500000,1,2,High/ High
240312,I. Paro,24,182.88,78.9,DF,Burkina Faso,65,70,625000,1,2,Low/ Medium
230584,Iury,23,185.42,71.2,FW,Brazil,65,73,800000,1,2,Medium/ Low
226232,J. Pohl,22,182.88,77.1,FW,Denmark,65,76,925000,1,2,High/ High
212664,A. Kolev,26,190.5,81.2,FW,Bulgaria,65,68,700000,1,3,High/ Medium
241591,Brugui,22,172.72,68,MF,Spain,65,73,800000,1,2,High/ Low
238263,F. Knudsen,22,190.5,83,DF,Norway,65,77,850000,1,2,Medium/ High
216503,C. Laprevotte,26,154.94,73,MF,France,65,68,575000,1,2,Medium/ Medium
206263,T. Hopper,25,185.42,76.2,FW,England,65,68,700000,1,2,High/ Medium
204727,H. Dahmani,31,152.4,78,MF,Germany,65,65,500000,1,3,High/ High
194998,J. Ness,28,152.4,69.9,MF,Scotland,65,66,600000,1,2,Medium/ Medium
237513,O. Eddahri,28,185.42,77.1,FW,Sweden,65,65,575000,1,3,Medium/ Medium
203721,A. Corsi,29,154.94,72.1,MF,Italy,65,65,525000,1,2,Medium/ Medium
191432,A. Falatah,35,175.26,69.9,DF,Saudi Arabia,65,65,150000,1,3,High/ Medium
190152,César Ortiz,30,182.88,72.1,DF,Spain,65,65,425000,1,2,Medium/ High
172232,J. Toivio,30,185.42,87.1,DF,Finland,65,65,400000,1,2,Medium/ High
225735,D. Baumann,23,152.4,81.2,FW,Germany,65,70,725000,1,3,High/ Low
186565,S. Wagstaff,28,152.4,78.9,MF,England,65,65,550000,1,2,High/ Medium
242629,João Moutinho,21,182.88,69.9,DF,Portugal,65,79,1100000,1,2,Medium/ Medium
238277,D. Gazdag,23,152.4,76.2,MF,Hungary,65,76,,1,3,Medium/ Medium
233157,N. Medvedev,24,193.04,79.8,GK,Russia,65,73,600000,1,1,Medium/ Medium
166853,D. Charles,31,185.42,84.8,DF,England,65,65,400000,1,2,Medium/ Medium
231109,A. Ndom,22,187.96,79.8,MF,France,65,74,725000,1,3,Medium/ Medium
224965,C. Doidge,26,185.42,77.1,FW,Wales,65,67,675000,1,2,High/ Medium
221381,L. Tipton,26,152.4,78,DF,Colombia,65,65,475000,1,2,Medium/ Medium
233156,S. Arai,30,185.42,82.1,GK,Japan,65,65,375000,1,1,Medium/ Medium
199620,S. Payne,27,152.4,73.9,FW,England,65,65,600000,1,3,Medium/ Low
235225,Pité,24,187.96,78,DF,Portugal,65,70,600000,1,3,High/ Medium
224217,R. van der Meer,24,195.58,86.2,DF,Netherlands,65,70,600000,1,2,High/ Medium
222937,B. Close,22,175.26,74.8,MF,England,65,76,925000,1,3,Medium/ Medium
181976,Yang Zhi,36,185.42,78.9,GK,China PR,65,65,130000,1,1,Medium/ Medium
237784,Y. Maruhashi,28,152.4,73,DF,Japan,65,65,450000,1,3,High/ Medium
221656,E. Miller,26,182.88,78.9,DF,United States,65,68,550000,1,2,Medium/ High
211928,D. Gape,24,175.26,69.9,MF,England,65,70,700000,1,2,Medium/ High
210392,R. McLaughlin,24,175.26,68.9,MF,Northern Ireland,65,71,750000,1,3,High/ Medium
235735,E. Ampadu,18,182.88,72.1,DF,Wales,65,86,1100000,1,2,Medium/ Medium
226775,J. Chapman,25,182.88,71.2,MF,Canada,65,67,650000,1,3,High/ Medium
235990,Markel Areitio,22,154.94,68.9,GK,Spain,65,76,725000,1,1,Medium/ Medium
234198,D. Dankerlui,22,172.72,71.2,DF,Netherlands,65,73,675000,1,2,Medium/ Medium
220886,B. Tuiloma,23,182.88,78,DF,New Zealand,65,70,625000,1,2,Low/ Medium
210646,A. Ibsen Rømer,25,185.42,73.9,MF,Denmark,65,69,700000,1,2,Medium/ Medium
204502,M. Ingram,25,190.5,82.1,GK,England,65,71,550000,1,1,Medium/ Medium
240341,Lucas Marques,23,152.4,72.1,MF,Brazil,65,73,675000,1,2,Medium/ High
235989,N. Briasco,23,152.4,82.1,FW,Armenia,65,75,875000,1,2,Medium/ Medium
229845,J. Sabbatini,30,175.26,71.2,MF,Uruguay,65,65,500000,1,3,High/ Medium
223445,B. Youssouf,25,175.26,73.9,DF,Comoros,65,70,600000,1,2,High/ Medium
214485,J. Rodríguez,26,154.94,69.9,MF,Colombia,65,68,675000,1,2,Medium/ Medium
202727,J. Mendes,27,185.42,79.8,FW,France,65,65,575000,1,2,High/ Medium
224230,A. Díaz,23,175.26,72.1,FW,Mexico,65,72,775000,1,3,High/ Low
201958,E. Ebanks-Landell,26,187.96,88,DF,England,65,66,525000,1,2,Medium/ Medium
229349,J. Thorniley,22,154.94,64,DF,England,65,77,850000,1,2,Medium/ High
208869,D. Poleon,25,175.26,82.1,FW,England,65,69,725000,1,2,Medium/ Low
193252,T. Schrammel,31,175.26,74.8,DF,Austria,65,65,400000,1,2,Medium/ Medium
245732,A. Kampetsis,19,185.42,81.2,FW,Greece,65,76,900000,1,2,Medium/ Low
238820,Q. Maceiras,23,154.94,74.8,DF,Switzerland,65,74,700000,1,3,Medium/ Medium
236772,D. Szoboszlai,18,185.42,69.9,MF,Hungary,65,82,1100000,1,3,Medium/ Low
236515,Álvaro,20,187.96,74.8,GK,Spain,65,77,775000,1,1,Medium/ Medium
222435,Zhao Yuhao,25,154.94,78.9,MF,China PR,65,71,625000,1,2,Medium/ High
213987,E. Córdoba,25,175.26,72.1,DF,Colombia,65,70,600000,1,2,Medium/ High
246242,B. Dia,22,154.94,74.8,FW,France,65,75,875000,1,2,Medium/ Medium
238562,P. Hoffmann,26,185.42,76.2,MF,Germany,65,66,625000,1,3,High/ Medium
237538,F. Rogic,25,154.94,77.1,MF,Sweden,65,68,675000,1,2,High/ Medium
236258,N. Loyola,24,175.26,64,DF,Peru,65,69,,1,2,Medium/ Medium
221686,C. Mosca,27,154.94,73.9,MF,Argentina,65,65,550000,1,3,Medium/ Medium
186869,G. Cummins,31,152.4,74.8,FW,Republic of Ireland,65,65,525000,1,2,High/ Low
239093,J. Clauss,26,185.42,72.1,DF,France,65,67,550000,1,3,High/ Medium
170229,L. Prosser,30,190.5,78.9,DF,England,65,65,400000,1,2,Medium/ High
169461,M. O'Connor,31,154.94,78.9,MF,Northern Ireland,65,65,500000,1,2,Medium/ High
208885,A. N'Diaye,27,152.4,67.1,MF,France,65,65,575000,1,3,High/ Medium
193268,A. Gerbo,29,152.4,69.9,MF,Italy,65,65,550000,1,2,Medium/ High
245748,S. Lawson,24,152.4,77.1,MF,Togo,65,70,625000,1,3,Medium/ Medium
241140,Fran Manzanara,22,182.88,72.1,MF,Spain,65,75,775000,1,2,Low/ Medium
238580,I. Voca,21,154.94,73.9,MF,Kosovo,65,77,850000,1,2,Medium/ High
215540,G. Rólantsson Sørensen,26,187.96,82.1,MF,Faroe Islands,65,66,650000,1,3,Medium/ Medium
194035,N. Miatke,29,152.4,76.2,MF,Germany,65,65,550000,1,3,Medium/ Medium
189171,A. Chicksen,27,172.72,73.9,DF,Zimbabwe,65,66,525000,1,2,Medium/ Medium
187379,F. Ponce,30,152.4,67.1,MF,Mexico,65,65,500000,1,2,Medium/ Medium
204787,C. McHugh,26,182.88,84.8,MF,Republic of Ireland,65,67,550000,1,2,Medium/ High
187634,R. Ruiz,33,175.26,72.1,DF,Mexico,65,65,300000,1,3,High/ Medium
243698,L. Meisl,20,182.88,79.8,DF,Austria,65,75,725000,1,2,Medium/ Medium
229379,L. de la Torre,20,152.4,68,MF,United States,64,76,800000,1,3,Medium/ Low
216322,J. Hiwula,24,152.4,76.2,MF,England,64,69,600000,1,2,Medium/ Medium
201986,R. Atassi,27,182.88,81.2,DF,Morocco,64,66,450000,1,2,Medium/ Medium
176897,Y. Opazo,34,175.26,73,DF,Chile,64,64,170000,1,2,Medium/ Medium
204033,N. Devlin,25,182.88,73,DF,Scotland,64,65,450000,1,2,High/ High
243968,A. De Bruyn,24,152.4,68.9,MF,Belgium,64,67,575000,1,3,High/ Low
233216,P. Tietz,21,190.5,81.2,FW,Germany,64,71,650000,1,2,Medium/ Medium
223744,S. Dooley,27,154.94,79.8,MF,Northern Ireland,64,64,475000,1,3,Medium/ Medium
219392,A. Rufer,22,182.88,74.8,MF,New Zealand,64,70,600000,1,3,High/ Medium
212736,B. Kwiecień,24,185.42,79.8,MF,Poland,64,70,525000,1,2,Medium/ Medium
176383,T. Danneberg,32,187.96,73,MF,Germany,65,65,400000,1,2,Medium/ Medium
232447,Y. Rokutan,31,187.96,79.8,GK,Japan,65,65,325000,1,1,Medium/ Medium
224255,C. Vergara,24,175.26,69.9,DF,Chile,65,70,625000,1,2,Medium/ Medium
246014,M. López,19,175.26,67.1,DF,Peru,65,77,775000,1,2,High/ Medium
242686,M. Breij,22,154.94,72.1,MF,Netherlands,65,73,800000,1,3,Medium/ Medium
230654,Júnior Tavares,22,152.4,68.9,DF,Brazil,65,74,725000,1,3,Medium/ Medium
238863,Marcel,26,187.96,76.2,MF,Brazil,64,69,500000,1,2,Medium/ High
239886,E. Pantelakis,24,187.96,81.2,DF,Greece,64,72,575000,1,2,Low/ Medium
224270,B. Gschweidl,23,152.4,73,FW,Austria,64,68,600000,1,2,Medium/ Medium
221710,J. Ockford,26,185.42,83,DF,United States,64,66,450000,1,2,Low/ High
211982,N. Neidhart,24,152.4,68,DF,Germany,64,70,525000,1,2,High/ Medium
237581,D. Orgill,29,182.88,81.2,FW,Jamaica,64,64,475000,1,2,High/ High
167437,D. Stroh-Engel,33,198.12,93.9,FW,Germany,64,64,350000,1,2,Medium/ Medium
214285,M. Bravo,26,172.72,72.1,DF,Chile,64,67,475000,1,2,High/ Medium
212237,D. Wein,25,185.42,81.2,MF,Germany,64,69,500000,1,2,Medium/ High
193804,M. Tootle,28,172.72,77.1,DF,England,64,64,375000,1,2,Low/ Medium
240908,F. Aksoy,21,187.96,78,DF,Turkey,64,75,675000,1,2,Low/ High
231436,G. Diangana,20,175.26,73,MF,England,64,79,1000000,1,4,High/ Medium
230412,Mateus Couteira,35,152.4,74.8,DF,Brazil,64,64,140000,1,2,Medium/ Medium
225036,R. Steer,36,182.88,78.9,FW,Colombia,64,64,160000,1,2,Medium/ Medium
184331,M. Albertazzi,28,185.42,73,DF,Italy,64,64,375000,1,2,Medium/ Medium
171019,D. Forde,39,187.96,89.8,GK,Republic of Ireland,64,64,30000,1,1,Medium/ Medium
238108,Jiang Tao,29,182.88,76.2,DF,China PR,64,64,350000,1,2,Medium/ Medium
230684,J. Marimón,20,182.88,76.2,MF,Colombia,64,75,650000,1,2,Medium/ Medium
207644,N. Tkalčić,29,175.26,69.9,DF,Croatia,64,64,350000,1,2,High/ High
181787,Mao Jianqing,32,185.42,74.8,MF,China PR,64,64,400000,1,2,High/ Medium
243995,E. Lomotey,21,190.5,78.9,MF,Ghana,64,72,575000,1,2,Low/ High
232731,R. Hayasaka,33,182.88,73,MF,Japan,64,64,350000,1,3,Medium/ Medium
212251,H. Hansen,24,195.58,88,DF,Germany,64,69,500000,1,2,Medium/ Medium
244762,L. Diaby Fadiga,18,187.96,82.1,FW,France,64,80,900000,1,3,Medium/ Medium
244250,P. Owusu,22,190.5,87.1,FW,Germany,64,72,675000,1,2,Medium/ Medium
242714,C. Mueller,22,175.26,73.9,MF,United States,64,75,775000,1,3,High/ Medium
176922,F. Assmann,32,190.5,82.1,GK,Argentina,64,64,260000,1,1,Medium/ Medium
238617,G. Ruggiero,19,152.4,78,MF,Italy,64,80,850000,1,2,Medium/ High
234521,S. Skytte,22,190.5,94.8,MF,Denmark,64,72,650000,1,3,Medium/ Medium
229401,N. Mason,22,154.94,78,DF,England,64,71,550000,1,2,Medium/ Medium
214809,S. Luna,31,152.4,78,DF,Argentina,64,64,325000,1,2,Medium/ Medium
214041,S. Londoño,24,182.88,69.9,GK,Colombia,64,74,550000,1,1,Medium/ Medium
231979,T. Endoh,25,170.18,63,MF,Japan,64,66,550000,1,3,High/ Medium
228651,G. Felicioli,21,154.94,77.1,DF,Italy,64,76,700000,1,3,Medium/ Medium
188970,J. Mårtensson,30,154.94,74.8,MF,Sweden,64,64,425000,1,2,Low/ Medium
215338,K. Rendón,26,182.88,73.9,MF,Colombia,64,67,550000,1,3,High/ Medium
238633,P. Breitkreuz,27,187.96,88.9,FW,Germany,64,65,550000,1,2,High/ Low
236841,J. Cortizo,22,172.72,69.9,MF,Mexico,64,72,675000,1,3,Medium/ Medium
209961,G. Wegkamp,25,193.04,83.9,FW,Germany,64,69,600000,1,2,Medium/ Medium
209193,P. Wiegers,28,185.42,86.2,GK,Germany,64,65,375000,1,1,Medium/ Medium
187176,Lee Yun Pyo,34,182.88,78.9,DF,Korea Republic,64,64,180000,1,2,Low/ Medium
240680,A. Absalem,21,175.26,69.9,DF,Netherlands,64,72,575000,1,2,Medium/ High
170280,J. McKeown,29,187.96,88.9,GK,Republic of Ireland,64,64,325000,1,1,Medium/ Medium
234024,Mairdel Sampaio,31,175.26,71.2,MF,Brazil,64,64,425000,1,3,Medium/ Medium
197928,J. Bond,25,193.04,83.9,GK,England,64,69,425000,1,1,Medium/ Medium
200487,P. Prosenik,26,187.96,79.8,FW,Austria,64,67,575000,1,2,High/ Medium
246822,G. Ortiz,29,187.96,83.9,GK,Paraguay,64,64,300000,1,1,Medium/ Medium
241190,T. Knöll,21,182.88,78.9,FW,Germany,64,73,700000,1,2,Medium/ Medium
136504,Cho Sung Hwan,36,182.88,78,DF,Korea Republic,64,64,60000,1,2,Low/ Medium
240439,R. Porteous,19,185.42,68,DF,Scotland,64,81,875000,1,2,Medium/ Medium
237623,S. Roa,23,152.4,72.1,DF,Colombia,64,73,600000,1,2,High/ Medium
225847,S. Mallan,22,152.4,68.9,MF,Scotland,64,75,750000,1,3,High/ Medium
222519,A. Stølås,29,182.88,74.8,DF,Norway,64,64,350000,1,3,High/ Medium
199479,B. Uaferro,27,190.5,88,DF,Germany,64,67,475000,1,2,Medium/ Medium
190518,F. Kastrati,27,154.94,77.1,FW,Kosovo,64,65,550000,1,3,High/ Medium
231222,F. Henríquez,23,185.42,73.9,MF,Argentina,64,71,625000,1,3,Medium/ High
229686,Henrique,24,154.94,81.2,DF,Brazil,64,70,525000,1,2,Medium/ Medium
229174,D. Niepsuj,23,182.88,76.2,DF,Poland,64,71,525000,1,2,High/ Medium
225590,I. Colman,23,175.26,66.2,MF,Argentina,64,72,650000,1,2,Medium/ Low
212790,J. Thiaré,25,154.94,64.9,FW,Senegal,64,67,575000,1,3,Medium/ Medium
178485,B. Olejnik,32,187.96,83,GK,Austria,64,64,270000,1,1,Medium/ Medium
234293,A. Tanaka,31,167.64,68,MF,Japan,64,64,425000,1,2,Medium/ Medium
195124,D. Amoo,27,152.4,77.1,MF,England,64,64,475000,1,3,High/ Medium
188724,M. Pietrowski,31,182.88,78.9,DF,Poland,64,64,325000,1,2,Medium/ Medium
239175,J. Eskesen,19,175.26,68,MF,Denmark,64,75,750000,1,3,Medium/ Medium
232519,G. Middleton,19,175.26,68,MF,Scotland,64,83,925000,1,3,High/ Low
230983,M. Firenze,25,154.94,69.9,MF,Italy,64,66,550000,1,3,High/ Medium
163143,A. McCormack,35,154.94,64,MF,Republic of Ireland,64,64,140000,1,2,Medium/ High
188230,G. Treand,33,152.4,73.9,MF,France,64,64,350000,1,2,Medium/ Medium
244806,P. Martínez,22,154.94,67.1,MF,Paraguay,64,75,775000,1,3,Medium/ Medium
216390,O. Álvarez,23,152.4,78,FW,Colombia,64,72,675000,1,3,Medium/ Low
216134,K. Pallesen,28,175.26,72.1,DF,Denmark,64,64,350000,1,3,Medium/ Medium
213318,J. Forster,25,187.96,76.2,DF,Scotland,64,69,500000,1,2,Medium/ High
210502,M. Kuttin,25,193.04,93.9,GK,Austria,64,66,400000,1,1,Medium/ Medium
184901,Shin Kwang Hoon,31,152.4,77.1,DF,Korea Republic,64,64,300000,1,2,High/ Medium
180293,Park Won Jae,34,175.26,68.9,DF,Korea Republic,64,64,130000,1,2,Medium/ High
245573,A. Lomovitskiy,21,182.88,73,MF,Russia,64,78,1000000,1,3,Medium/ Medium
170309,F. Piovaccari,34,154.94,77.1,FW,Italy,64,64,280000,1,2,Medium/ Medium
245572,N. Rasskazov,21,154.94,73,DF,Russia,64,75,675000,1,2,Medium/ Medium
244548,E. Zambataro,20,152.4,64.9,DF,Italy,64,74,600000,1,3,High/ Medium
242006,D. Hashioka,19,182.88,74.8,MF,Japan,64,73,675000,1,3,Medium/ High
241238,J. Deminguet,21,152.4,73.9,MF,France,64,76,800000,1,3,Medium/ Medium
213334,K. Coulibaly,25,182.88,79.8,MF,France,64,66,550000,1,3,Medium/ Medium
189013,M. Buchalik,30,190.5,83,GK,Poland,64,64,300000,1,1,Medium/ Medium
239189,D. Lovren,20,172.72,69.9,MF,Croatia,64,81,975000,1,3,Medium/ Medium
237397,B. Kallman,28,187.96,86.2,DF,United States,64,66,450000,1,2,Low/ High
19541,G. Morris,35,182.88,69.9,GK,England,64,64,180000,1,1,Medium/ Medium
209493,D. Daniels,25,185.42,91.2,DF,Montserrat,64,69,500000,1,2,Medium/ Medium
244308,G. Fuentes,22,154.94,73.9,DF,Colombia,64,73,600000,1,2,Medium/ Medium
148564,S. Peszko,34,172.72,69.9,MF,Poland,64,64,270000,2,3,Medium/ Low
245331,Jordi Escobar,17,185.42,73.9,FW,Spain,64,81,900000,1,3,Medium/ Medium
237139,T. Oakley-Boothe,19,182.88,68,MF,England,64,81,925000,1,3,Medium/ Medium
236883,M. Anderson,20,154.94,68.9,MF,Iceland,64,75,775000,1,3,High/ Medium
235347,T. Pearce,20,185.42,69.9,DF,England,64,78,900000,1,2,High/ Medium
230995,S. Sarr,22,195.58,86.2,MF,Senegal,64,71,625000,1,2,Medium/ Medium
207443,P. Charruau,25,187.96,87.1,GK,France,64,69,425000,1,1,Medium/ Medium
225125,H. Anderson,22,152.4,71.2,MF,England,64,75,775000,1,2,High/ High
220517,F. Di Mariano,22,152.4,68,MF,Italy,64,71,625000,1,3,High/ Medium
213349,G. Puel,27,152.4,67.1,DF,France,64,65,425000,1,2,Medium/ Medium
246884,M. Chudý,29,187.96,89.8,GK,Slovakia,64,64,300000,1,1,Medium/ Medium
243556,Andújar,27,187.96,78.9,DF,Spain,64,67,475000,1,2,Medium/ Medium
243300,Kaká,27,175.26,67.1,MF,Brazil,64,64,475000,1,3,Medium/ Low
171620,A. Wordsworth,30,185.42,76.2,MF,England,64,64,425000,1,2,High/ Medium
235876,N. Gil,21,182.88,77.1,DF,Colombia,64,76,700000,1,2,Medium/ Medium
222308,Hu Yanqiang,25,152.4,59.9,MF,China PR,64,67,550000,1,2,Medium/ Medium
218212,A. Noppert,24,203.2,93.9,GK,Netherlands,64,68,425000,1,1,Medium/ Medium
199780,M. Exslager,28,175.26,71.2,FW,Germany,64,64,475000,1,3,High/ Medium
237667,A. Al Joui,24,167.64,66.2,MF,Saudi Arabia,64,71,625000,1,3,Medium/ Medium
105827,P. Brożek,35,154.94,72.1,FW,Poland,64,64,210000,1,2,Medium/ Low
228707,Diego Alende,21,182.88,76.2,DF,Spain,64,74,650000,1,2,Medium/ Medium
236898,M. Aebischer,22,182.88,73.9,MF,Switzerland,64,75,775000,1,2,Medium/ Medium
221282,J. Stacey,22,152.4,62.1,DF,England,64,73,600000,1,2,High/ Medium
221026,W. Palacios,24,175.26,72.1,MF,Colombia,64,69,600000,1,3,Medium/ Medium
210805,A. Al Mutairi,32,175.26,60.8,MF,Saudi Arabia,64,64,350000,1,3,Medium/ Low
246388,N. Ferraresi,20,187.96,74.8,DF,Venezuela,64,74,,1,2,Low/ Medium
239476,S. Ingolitsch,21,152.4,72.1,DF,Austria,64,69,500000,1,2,High/ Medium
238964,J. Welzmüller,29,187.96,74.8,DF,Germany,64,64,375000,1,2,Medium/ Medium
235124,S. Jurado,21,185.42,79.8,GK,Mexico,64,78,825000,1,1,Medium/ Medium
231540,S. Wharton,21,193.04,81.2,DF,England,64,76,725000,1,2,Low/ Medium
165748,J. Tosik,31,154.94,81.2,MF,Poland,64,64,300000,1,2,Low/ High
209268,D. Rose,31,170.18,66.2,MF,England,64,64,425000,1,3,Medium/ High
238963,C. Greger,22,193.04,81.2,DF,Germany,64,70,525000,1,2,Medium/ Medium
238195,V. Jónsson,24,182.88,74.8,DF,Iceland,64,71,525000,1,2,High/ Medium
230515,Vagnão Junior,27,172.72,62.1,FW,Brazil,64,64,500000,1,3,Medium/ Medium
229491,A. Moreno,23,175.26,64.9,DF,Chile,64,72,575000,1,2,High/ Medium
226675,F. Lanzillotta,26,185.42,79.8,GK,Argentina,64,69,425000,1,1,Medium/ Medium
214131,R. Sánchez,35,185.42,79.8,GK,Colombia,64,64,180000,1,1,Medium/ Medium
243314,L. Quezada,23,170.18,66.2,DF,Dominican Republic,64,73,600000,1,2,Medium/ Medium
242034,J. Díaz Price,20,175.26,64.9,MF,Mexico,64,79,975000,1,3,Medium/ Medium
199812,R. Allsop,26,187.96,79.8,GK,England,64,67,400000,1,1,Medium/ Medium
193411,K. Fickentscher,30,154.94,78,GK,Switzerland,64,65,350000,1,1,Medium/ Medium
209027,A. Al Kassar,27,152.4,76.2,GK,Saudi Arabia,64,64,300000,1,1,Medium/ Medium
203139,A. Stewart,26,182.88,76.2,DF,England,64,66,450000,1,2,Medium/ Medium
241538,S. Pinas,20,182.88,67.1,DF,Netherlands,64,75,675000,1,2,High/ Medium
240258,O. Sangante,28,187.96,87.1,MF,Senegal,64,64,475000,1,2,Medium/ Medium
238210,B. Bye,28,185.42,83,MF,Norway,64,64,450000,1,3,Medium/ Medium
213378,I. Berezovskyi,28,193.04,87.1,GK,Ukraine,64,65,350000,1,1,Medium/ Medium
246145,I. Aliseda,18,170.18,68.9,MF,Argentina,64,80,925000,1,3,Medium/ Medium
161921,P. Leciejewski,33,193.04,88,GK,Poland,64,64,230000,1,1,Medium/ Medium
223105,N. Oroz,24,172.72,73,MF,Argentina,64,69,600000,1,3,Medium/ Medium
203649,A. Bruno,35,154.94,69.9,MF,Italy,64,64,220000,1,2,Medium/ High
242303,F. Torres,29,154.94,78,DF,Chile,64,65,400000,1,2,Medium/ High
232319,Rafael Dumas,23,182.88,82.1,DF,Brazil,64,72,575000,1,2,Low/ Medium
231807,M. Özyıldırım,24,154.94,74.8,DF,Turkey,64,72,575000,1,2,Medium/ High
199039,C. Freitag,29,182.88,79.8,MF,Austria,64,64,375000,1,2,Low/ Medium
232852,T. Yonemoto,28,152.4,69.9,MF,Japan,64,64,475000,1,2,Medium/ High
231828,F. Tingager,26,198.12,93.9,DF,Denmark,64,68,500000,1,2,High/ High
212628,M. Sarr,24,187.96,83,DF,Germany,64,70,525000,1,2,Medium/ Medium
242835,L. Balerdi,20,187.96,84.8,DF,Argentina,64,80,875000,1,2,Low/ Medium
224403,G. Alanís,24,185.42,73,MF,Argentina,64,70,625000,1,2,Medium/ Medium
241042,O. Skipp,18,175.26,69.9,MF,England,64,83,800000,1,2,Medium/ High
239506,S. Hughes,21,187.96,79.8,DF,England,64,75,675000,1,2,Medium/ High
232338,Han Hee Hoon,28,182.88,78,DF,Korea Republic,64,65,425000,1,2,Medium/ High
232082,A. Tarbell,25,190.5,88,GK,United States,64,68,425000,1,1,Medium/ Medium
230290,Dêniro Prestes,31,187.96,82.1,FW,Brazil,64,64,425000,1,2,Medium/ Medium
241809,T. Al Ammar,19,170.18,68,MF,Saudi Arabia,64,79,925000,1,3,High/ Medium
232593,M. Suzuki,25,185.42,73.9,FW,Japan,64,68,600000,1,3,Medium/ Medium
227217,K. Mazek,24,175.26,64,MF,Poland,64,67,575000,1,2,High/ Medium
657,D. Vaughan,36,167.64,69.9,MF,Wales,64,64,190000,1,2,Medium/ Medium
246159,E. Laird,17,152.4,74.8,DF,England,64,81,800000,1,3,High/ Medium
240783,T. Campbell,19,182.88,74.8,FW,England,64,82,950000,1,2,Medium/ Medium
155041,C. Mackail-Smith,35,152.4,78,FW,Scotland,64,64,240000,1,2,High/ Medium
182944,N. Bishop,37,185.42,81.2,MF,England,64,64,140000,1,2,Medium/ High
241568,C. Ferreira,19,175.26,68.9,MF,Argentina,64,83,925000,1,3,Medium/ Low
214432,J. Valencia,25,182.88,74.8,GK,Colombia,64,69,425000,1,1,Medium/ Medium
