Club_no,Play_Id,Club_Team
1812282,205048,SV Sandhausen
1812283,242935,South Africa
1812284,236279,Chamois Niortais Football Club
1812285,232695,Atlético Tucumán
1812286,205559,Hull City
1812287,202487,Newcastle Jets
1812288,183797,AS Nancy Lorraine
1812289,178421,CD Palestino
1812290,238069,Club Atlético Lanús
1812291,222197,Shanghai Greenland Shenhua FC
1812292,209409,Pescara
1812293,193030,Akhisar Belediyespor
1812294,230918,Ipswich Town
1812295,217606,LA Galaxy
1812296,207622,Molde FK
1812297,199686,Envigado FC
1812298,244229,Cittadella
1812299,176645,Heart of Midlothian
1812300,229637,Çaykur Rizespor
1812301,220421,Stade de Reims
1812302,212997,1. FC Union Berlin
1812303,208645,Milton Keynes Dons
1812304,188164,Oldham Athletic
1812305,243716,Heracles Almelo
1812306,238084,Jeonnam Dragons
1812307,229380,UD Almería
1812308,216068,Carpi
1812309,184084,Amiens SC
1812310,234004,Santos
1812311,230676,Palermo
1812312,222484,MSV Duisburg
1812313,203795,CD Antofagasta
1812314,202771,Rotherham United
1812315,201491,Peterborough United
1812316,240914,SK Sturm Graz
1812317,240658,Chievo Verona
1812318,239890,VfB Stuttgart
1812319,238354,Pohang Steelers
1812320,229650,CD Huachipato
1812321,214034,Deportes Tolima
1812322,200466,1. FC Heidenheim 1846
1812323,244753,Dijon FCO
1812324,172561,AC Horsens
1812325,228897,Dijon FCO
1812326,223265,Aberdeen
1812327,222497,Universidad de Chile
1812328,211745,FC Erzgebirge Aue
1812329,210209,Al Ahli
1812330,193312,SønderjyskE
1812331,245792,Rangers FC
1812332,234016,Internacional
1812333,222240,Jiangsu Suning FC
1812334,215584,Jagiellonia Białystok
1812335,236831,Holstein Kiel
1812336,129566,Reading
1812337,245790,Portimonense SC
1812338,146974,Córdoba CF
1812339,202526,Aberdeen
1812340,245277,Perugia
1812341,222256,Ipswich Town
1812342,203824,Bolton Wanderers
1812343,214319,Rionegro Águilas
1812344,224558,Changchun Yatai FC
1812345,223790,ADO Den Haag
1812346,158254,Sydney FC
1812347,215598,Grasshopper Club Zürich
1812348,197422,Sanfrecce Hiroshima
1812349,194349,ESTAC Troyes
1812350,238637,SC Paderborn 07
1812351,215085,Deportes Iquique
1812352,209709,FK Austria Wien
1812353,204333,SV Wehen Wiesbaden
1812354,198701,Crotone
1812355,243756,RCD Mallorca
1812356,238636,1. FC Magdeburg
1812357,195905,
1812358,238657,VfL Osnabrück
1812359,234817,FC Luzern
1812360,159040,Hellas Verona
1812361,192063,Wisła Płock
1812362,244287,Willem II
1812363,233279,FC Seoul
1812364,230975,Rosario Central
1812365,212287,FC Zürich
1812366,205119,Tiburones Rojos de Veracruz
1812367,172094,San Martín de San Juan
1812368,234814,FC Sochaux-Montbéliard
1812369,210494,Wolfsberger AC
1812370,186429,Bulgaria
1812371,105533,Pogoń Szczecin
1812372,214333,Club León
1812373,193358,Kalmar FF
1812374,184142,CD Feirense
1812375,182094,Dalian YiFang FC
1812376,178766,Bulgaria
1812377,231502,Östersunds FK
1812378,224846,Panathinaikos FC
1812379,223566,Fortuna Sittard
1812380,222798,Jeju United FC
1812381,214094,Alianza Petrolera
1812382,201038,Grasshopper Club Zürich
1812383,198733,KFC Uerdingen 05
1812384,230220,Grêmio
1812385,209484,MKE Ankaragücü
1812386,205388,Paris FC
1812387,243787,Vejle Boldklub
1812388,204619,KSV Cercle Brugge
1812389,53593,Bolton Wanderers
1812390,227161,Rionegro Águilas
1812391,202073,Toronto FC
1812392,200793,Rotherham United
1812393,190552,LA Galaxy
1812394,242776,Kashima Antlers
1812395,110680,RCD Mallorca
1812396,167512,Shrewsbury
1812397,231512,Bristol City
1812398,225368,SC Paderborn 07
1812399,211288,CD Everton de Viña del Mar
1812400,201816,VfR Aalen
1812401,199768,MSV Duisburg
1812402,179543,KV Oostende
1812403,237655,La Equidad
1812404,226390,Patronato
1812405,238692,SC Paderborn 07
1812406,231524,Club Atlético Talleres
1812407,225636,SC Paderborn 07
1812408,214884,Lechia Gdańsk
1812409,207716,Ettifaq FC
1812410,204644,Östersunds FK
1812411,204388,MSV Duisburg
1812412,204132,Beijing Renhe FC
1812413,193891,CD Numancia
1812414,182883,Milton Keynes Dons
1812415,237155,KAS Eupen
1812416,226659,Newell's Old Boys
1812417,224611,Shanghai SIPG FC
1812418,211299,Derby County
1812419,199267,SC Fortuna Köln
1812420,243554,CF Rayo Majadahonda
1812421,145014,Perth Glory
1812422,241781,Egypt
1812423,237429,Gamba Osaka
1812424,230261,Sport Club do Recife
1812425,201845,Sporting Lokeren
1812426,183924,US Cremonese
1812427,183412,KFC Uerdingen 05
1812428,227700,FC Thun
1812429,225908,FC Augsburg
1812430,131444,Aalborg BK
1812431,180339,KAS Eupen
1812432,241779,Racing Club de Lens
1812433,241011,Al Fateh
1812434,235379,Brescia
1812435,211827,DSC Arminia Bielefeld
1812436,238450,Rotherham United
1812437,224388,Junior FC
1812438,219780,ESTAC Troyes
1812439,212100,Aberdeen
1812440,204164,Odense Boldklub
1812441,192643,Atlanta United
1812442,238979,1. FC Magdeburg
1812443,230019,Clermont Foot 63
1812444,161667,Puebla FC
1812445,226179,SpVgg Greuther Fürth
1812446,214915,CD Huachipato
1812447,205443,Pogoń Szczecin
1812448,243586,Hebei China Fortune FC
1812449,242050,Columbus Crew SC
1812450,231554,Luton Town
1812451,215170,Vélez Sarsfield
1812452,206210,Ascoli
1812453,239249,FC Barcelona
1812454,225169,Valenciennes FC
1812455,201873,Columbus Crew SC
1812456,192912,Wisła Płock
1812457,247184,UD Las Palmas
1812458,235152,Fenerbahçe SK
1812459,234640,Hamburger SV
1812460,230800,Albacete BP
1812461,230288,Internacional
1812462,221328,Willem II
1812463,238479,Clube Sport Marítimo
1812464,232847,Shonan Bellmare
1812465,216463,FC Sochaux-Montbéliard
1812466,177294,South Africa
1812467,238222,SV Werder Bremen
1812468,235918,Newell's Old Boys
1812469,236194,Chapecoense
1812470,203426,SK Brann
1812471,243617,De Graafschap
1812472,235425,Philadelphia Union
1812473,167841,Sunderland
1812474,221601,Córdoba CF
1812475,215969,Valenciennes FC
1812476,236192,Atlético Paranaense
1812477,229280,KSV Cercle Brugge
1812478,228768,West Ham United
1812479,220832,Envigado FC
1812480,201888,SK Rapid Wien
1812481,198560,CD Tenerife
1812482,189343,Venezia FC
1812483,246687,Argentinos Juniors
1812484,224415,UD Almería
1812485,204211,Sivasspor
1812486,191154,Aarhus GF
1812487,202162,New England Revolution
1812488,230321,Sport Club do Recife
1812489,162993,Scunthorpe United
1812490,228017,ADO Den Haag
1812491,169648,Ipswich Town
1812492,229040,KV Oostende
1812493,221360,Curicó Unido
1812494,215216,Club Atlético Tigre
1812495,214192,Club Atlético Aldosivi
1812496,183471,Melbourne City FC
1812497,205999,VVV-Venlo
1812498,234670,CD Aves
1812499,232622,Vegalta Sendai
1812500,208302,Milton Keynes Dons
1812501,200898,Doncaster Rovers
1812502,235201,Cittadella
1812503,231873,Deportivo de La Coruña
1812504,230849,CD Numancia
1812505,198849,SV Werder Bremen
1812506,183488,Cádiz CF
1812507,240320,CD O'Higgins
1812508,234688,FC Basel 1893
1812509,223424,Kasimpaşa SK
1812510,157888,Toronto FC
1812511,221120,Sint-Truidense VV
1812512,176575,Vancouver Whitecaps FC
1812513,238015,VVV-Venlo
1812514,233151,Yokohama F. Marinos
1812515,229055,Kayserispor
1812516,213695,St. Johnstone FC
1812517,236752,SK Brann
1812518,169424,Bulgaria
1812519,222160,LOSC Lille
1812520,208592,Toronto FC
1812521,179663,Doncaster Rovers
1812522,180174,Randers FC
1812523,231886,New York Red Bulls
1812524,216270,Sunderland
1812525,215758,Wycombe Wanderers
1812526,203982,Independiente Santa Fe
1812527,244685,FC Porto
1812528,231885,FC Tokyo
1812529,208589,FC Admira Wacker Mödling
1812530,237004,FC Seoul
1812531,146636,Elche CF
1812532,178379,Los Angeles FC
1812533,244960,FC Porto
1812534,237024,VfL Wolfsburg
1812535,227040,Aberdeen
1812536,244447,Unión La Calera
1812537,241119,Real Sporting de Gijón
1812538,234463,San Martín de San Juan
1812539,220127,CD Feirense
1812540,214495,Once Caldas
1812541,220126,AS Nancy Lorraine
1812542,205535,Odense Boldklub
1812543,211166,Portsmouth
1812544,202974,Suwon Samsung Bluewings
1812545,198622,AC Horsens
1812546,238557,SC Preußen Münster
1812547,227549,Ettifaq FC
1812548,233436,Orlando Pirates
1812549,211691,1. FC Magdeburg
1812550,209643,FC St. Gallen
1812551,205291,Strømsgodset IF
1812552,190698,Lech Poznań
1812553,245226,Boavista FC
1812554,212714,US Salernitana 1919
1812555,204778,Miedź Legnica
1812556,199146,Rangers FC
1812557,243945,Elche CF
1812558,226793,Rangers FC
1812559,225769,Walsall
1812560,194792,Southend United
1812561,189160,Reading
1812562,53736,Birmingham City
1812563,243944,Elche CF
1812564,215528,NAC Breda
1812565,200954,1. FC Heidenheim 1846
1812566,200698,FC Utrecht
1812567,239097,Norwich City
1812568,173305,Pescara
1812569,232697,Patronato
1812570,229625,FC St. Gallen
1812571,222969,AC Ajaccio
1812572,216313,Miedź Legnica
1812573,214777,Atlético Tucumán
1812574,189432,Al Fayha
1812575,236024,Stade Brestois 29
1812576,239351,1. FC Nürnberg
1812577,173815,Lincoln City
1812578,238839,Middlesbrough
1812579,234231,Gimnàstic de Tarragona
1812580,233207,FC Tokyo
1812581,210698,Vendsyssel FF
1812582,209162,Alianza Petrolera
1812583,205321,Peterborough United
1812584,222216,BB Erzurumspor
1812585,183559,VfL Osnabrück
1812586,244231,Śląsk Wrocław
1812587,222215,SK Brann
1812588,196615,FC Zürich
1812589,240646,Brighton & Hove Albion
1812590,233222,Lech Poznań
1812591,228870,De Graafschap
1812592,224774,Göztepe SK
1812593,220934,Atlético Nacional
1812594,242181,KRC Genk
1812595,213509,FC Luzern
1812596,212485,ADO Den Haag
1812597,193304,Wisła Kraków
1812598,231704,Jaguares de Córdoba
1812599,229912,Ipswich Town
1812600,228632,Hallescher FC
1812601,228120,PEC Zwolle
1812602,212248,1. FC Magdeburg
1812603,180759,Sagan Tosu
1812604,243991,Extremadura UD
1812605,172823,Bury
1812606,223255,Djurgårdens IF
1812607,234518,Audax Italiano
1812608,234006,Chapecoense
1812609,187925,FC St. Gallen
1812610,243733,Willem II
1812611,242453,PEC Zwolle
1812612,211221,Hibernian
1812613,233510,Manchester United
1812614,225574,La Equidad
1812615,157734,Reading
1812616,202534,Sarpsborg 08 FF
1812617,231973,Orlando City SC
1812618,231205,MSV Duisburg
1812619,163621,Bolton Wanderers
1812620,210213,NAC Breda
1812621,185380,SK Brann
1812622,223268,Hamilton Academical FC
1812623,214308,Audax Italiano
1812624,204324,St. Johnstone FC
1812625,245283,Angers SCO
1812626,244259,Dinamo Zagreb
1812627,229923,SSV Jahn Regensburg
1812628,177442,IK Sirius
1812629,206134,Wigan Athletic
1812630,239669,IF Elfsborg
1812631,219957,Odense Boldklub
1812632,213557,CD Tondela
1812633,213301,FC Wacker Innsbruck
1812634,197941,Al Hazem
1812635,242740,Jeju United FC
1812636,205876,La Berrichonne de Châteauroux
1812637,243763,San Martin de Tucumán
1812638,242739,Columbus Crew SC
1812639,202803,FC Sion
1812640,137267,Columbus Crew SC
1812641,246066,Bolivia
1812642,163634,Lecce
1812643,226098,Pescara
1812644,223282,AC Ajaccio
1812645,232003,Independiente Santa Fe
1812646,228675,Lokomotiv Moscow
1812647,224067,Odense Boldklub
1812648,214339,Junior FC
1812649,207427,LA Galaxy
1812650,203331,Portsmouth
1812651,202819,St. Patrick's Athletic
1812652,245058,SK Sturm Graz
1812653,244546,Cittadella
1812654,235842,Frosinone
1812655,213314,Gangwon FC
1812656,205378,Nîmes Olympique
1812657,199746,Hobro IK
1812658,243521,Estudiantes de La Plata
1812659,198721,Padova
1812660,232768,Sanfrecce Hiroshima
1812661,224592,Empoli
1812662,151376,BK Häcken
1812663,214608,Atlético Bucaramanga
1812664,213328,Standard de Liège
1812665,184143,Odense Boldklub
1812666,245583,Elche CF
1812667,176207,Wisła Kraków
1812668,235855,Swansea City
1812669,226127,Nîmes Olympique
1812670,211791,Piast Gliwice
1812671,239438,Kaizer Chiefs
1812672,222286,OGC Nice
1812673,204622,Dundee FC
1812674,247117,FC Emmen
1812675,236877,FK Haugesund
1812676,231500,Hammarby IF
1812677,185438,Djurgårdens IF
1812678,183646,SCR Altach
1812679,178014,Padova
1812680,155998,Aberdeen
1812681,205406,Foggia
1812682,182365,Wigan Athletic
1812683,238941,Hellas Verona
1812684,238685,SV Darmstadt 98
1812685,210269,Shimizu S-Pulse
1812686,215132,Gimnasia y Esgrima La Plata
1812687,183643,SpVgg Unterhaching
1812688,236635,Real Sporting de Gijón
1812689,116314,Millwall
1812690,247130,CD Feirense
1812691,239450,Vitória de Setúbal
1812692,236378,Milan
1812693,189551,Patronato
1812694,244591,Derby County
1812695,242287,Vélez Sarsfield
1812696,236399,AZ Alkmaar
1812697,230511,Vitória
1812698,210543,US Salernitana 1919
1812699,179822,Orlando Pirates
1812700,229742,Antalyaspor
1812701,150894,Esbjerg fB
1812702,192365,Spezia
1812703,173165,US Cremonese
1812704,234093,SK Rapid Wien
1812705,230509,Paraná
1812706,211565,CD Numancia
1812707,210029,Preston North End
1812708,204397,FC Emmen
1812709,219518,Rosario Central
1812710,215422,FC Energie Cottbus
1812711,210046,Doncaster Rovers
1812712,243581,KV Oostende
1812713,207741,SønderjyskE
1812714,243580,Club Brugge KV
1812715,236668,San Lorenzo de Almagro
1812716,233084,Rosario Central
1812717,220028,Vålerenga Fotball
1812718,216444,SV Sandhausen
1812719,209532,Kilmarnock
1812720,208764,Lechia Gdańsk
1812721,239483,CD Tondela
1812722,235899,FC Groningen
1812723,215419,Dundee FC
1812724,235642,Nottingham Forest
1812725,202123,Milton Keynes Dons
1812726,232586,Kashiwa Reysol
1812727,213642,Aberdeen
1812728,208778,Spezia
1812729,207754,Stade Brestois 29
1812730,226697,Lobos BUAP
1812731,223369,SV Meppen
1812732,208521,DC United
1812733,241032,Racing Club de Lens
1812734,236168,Grêmio
1812735,224648,Beijing Sinobo Guoan FC
1812736,188807,Randers FC
1812737,203399,PEC Zwolle
1812738,199815,Southend United
1812739,187014,Lobos BUAP
1812740,186502,NAC Breda
1812741,156313,Wycombe Wanderers
1812742,220569,Hobro IK
1812743,136601,Ulsan Hyundai FC
1812744,194200,UD Almería
1812745,222104,West Bromwich Albion
1812746,212120,SV Zulte-Waregem
1812747,207768,Deportes Tolima
1812748,202904,Korona Kielce
1812749,53655,Hokkaido Consadole Sapporo
1812750,229527,Vejle Boldklub
1812751,205463,Karlsruher SC
1812752,182422,Tianjin Quanjian FC
1812753,235670,NAC Breda
1812754,230038,FC Sion
1812755,200086,Arka Gdynia
1812756,188821,CD Tenerife
1812757,193701,Tranmere Rovers
1812758,241829,SC Braga
1812759,212645,SPAL
1812760,188580,Adelaide United
1812761,232612,Gamba Osaka
1812762,162980,Bolton Wanderers
1812763,216484,Motherwell
1812764,177315,Wigan Athletic
1812765,239523,Heracles Almelo
1812766,226723,Alianza Petrolera
1812767,184482,Central Coast Mariners
1812768,247458,Real Sociedad
1812769,241570,Club Atlas
1812770,228770,Club Atlas
1812771,214178,Boyacá Chicó FC
1812772,211874,SC Preußen Münster
1812773,227509,Excelsior
1812774,223925,1. FC Magdeburg
1812775,214709,San Luis de Quillota
1812776,203445,Eintracht Braunschweig
1812777,190644,Shonan Bellmare
1812778,206004,BK Häcken
1812779,236467,FC Augsburg
1812780,235955,Stade Rennais FC
1812781,233139,FC St. Gallen
1812782,230835,Antalyaspor
1812783,205491,Puebla FC
1812784,244402,Toulouse Football Club
1812785,241586,Athletic Club de Bilbao
1812786,234418,FC Würzburger Kickers
1812787,224690,Jiangsu Suning FC
1812788,187313,Al Qadisiyah
1812789,179903,Heart of Midlothian
1812790,239807,Ascoli
1812791,166847,DC United
1812792,225983,Orlando Pirates
1812793,214719,CD Antofagasta
1812794,245694,US Orléans Loiret Football
1812795,179646,Aarhus GF
1812796,177598,VfR Aalen
1812797,234174,Orlando Pirates
1812798,232382,Cerezo Osaka
1812799,199614,Alanyaspor
1812800,177597,Plymouth Argyle
1812801,213693,Blackburn Rovers
1812802,211901,SpVgg Unterhaching
1812803,210365,Os Belenenses
1812804,236988,Arsenal
1812805,240846,RC Celta
1812806,223438,US Orléans Loiret Football
1812807,199118,Örebro SK
1812808,224973,Levante UD
1812809,216269,SV Darmstadt 98
1812810,210381,Cagliari
1812811,139213,Club Tijuana
1812812,246732,Querétaro
1812813,177612,BB Erzurumspor
1812814,177100,VfB Stuttgart
1812815,215756,Middlesbrough
1812816,233163,Shonan Bellmare
1812817,199627,Colchester United
1812818,238282,Carpi
1812819,235466,Córdoba CF
1812820,226506,NAC Breda
1812821,225482,Lech Poznań
1812822,202716,RCD Mallorca
1812823,243675,FC Emmen
1812824,201179,Milan
1812825,228058,SpVgg Greuther Fürth
1812826,202970,Gangwon FC
1812827,192473,Scunthorpe United
1812828,190425,Strømsgodset IF
1812829,162265,Legia Warszawa
1812830,226265,Universidad Católica
1812831,158937,SKN St. Pölten
1812832,221657,Orlando City SC
1812833,214489,Once Caldas
1812834,208857,Valenciennes FC
1812835,228568,VVV-Venlo
1812836,202968,Jeju United FC
1812837,202200,FC Emmen
1812838,230125,Puebla FC
1812839,225261,CD Lugo
1812840,215533,Excelsior
1812841,204269,St. Johnstone FC
1812842,202989,Ulsan Hyundai FC
1812843,221932,VfL Sportfreunde Lotte
1812844,203500,Mansfield Town
1812845,202988,Pohang Steelers
1812846,223979,NAC Breda
1812847,210667,Waasland-Beveren
1812848,169449,Vejle Boldklub
1812849,229865,Atlético Madrid
1812850,213993,Waasland-Beveren
1812851,211433,Estudiantes de La Plata
1812852,198377,Sheffield Wednesday
1812853,245480,Paris FC
1812854,225273,FC Midtjylland
1812855,224761,Górnik Zabrze
1812856,209401,US Salernitana 1919
1812857,200697,Peterborough United
1812858,183544,Gillingham
1812859,247288,Moreirense FC
1812860,177912,Vålerenga Fotball
1812861,227832,FC Lugano
1812862,200952,FSV Zwickau
1812863,233463,Sarpsborg 08 FF
1812864,232951,Shonan Bellmare
1812865,232439,Spezia
1812866,198135,PEC Zwolle
1812867,189942,Spezia
1812868,241910,SK Brann
1812869,239350,Peterborough United
1812870,225798,Karlsruher SC
1812871,225542,Östersunds FK
1812872,206086,Lincoln City
1812873,239365,Esbjerg fB
1812874,236037,PEC Zwolle
1812875,180740,Newcastle Jets
1812876,244228,Cittadella
1812877,230404,Chapecoense
1812878,221700,Suwon Samsung Bluewings
1812879,191235,Eintracht Braunschweig
1812880,246787,Málaga CF
1812881,246275,CD Leganés
1812882,232963,Kashima Antlers
1812883,232195,Alianza Petrolera
1812884,229891,1. FC Union Berlin
1812885,228867,San Martin de Tucumán
1812886,220433,Aarhus GF
1812887,212753,Brisbane Roar
1812888,207633,Stoke City
1812889,204817,Fortuna Sittard
1812890,192528,Lechia Gdańsk
1812891,242448,Rio Ave FC
1812892,228624,Al Qadisiyah
1812893,224528,Kayserispor
1812894,199440,Wolfsberger AC
1812895,243983,Al Fateh
1812896,231951,Exeter City
1812897,165903,Jeonnam Dragons
1812898,221711,Houston Dynamo
1812899,184334,FC Seoul
1812900,244750,Pogoń Szczecin
1812901,244238,PFC CSKA Moscow
1812902,211227,Wellington Phoenix
1812903,206107,Akhisar Belediyespor
1812904,190490,Molde FK
1812905,243994,Extremadura UD
1812906,235546,Carpi
1812907,229402,CD Universidad de Concepción
1812908,215066,San Martín de San Juan
1812909,210970,Colorado Rapids
1812910,191257,DSC Arminia Bielefeld
1812911,189721,Lillestrøm SK
1812912,241689,DSC Arminia Bielefeld
1812913,209177,Al Fayha
1812914,200217,Deportivo Toluca
1812915,245528,UD Las Palmas
1812916,239128,Sporting Lokeren
1812917,172568,Sarpsborg 08 FF
1812918,239918,Vitória de Setúbal
1812919,170286,Shrewsbury
1812920,224046,Miedź Legnica
1812921,219950,Östersunds FK
1812922,183597,TSG 1899 Hoffenheim
1812923,178221,Lobos BUAP
1812924,224301,PAOK
1812925,152621,Vålerenga Fotball
1812926,224300,Pogoń Szczecin
1812927,205868,Bulgaria
1812928,197932,AFC Wimbledon
1812929,239403,Córdoba CF
1812930,236843,Los Angeles FC
1812931,170027,Scunthorpe United
1812932,207659,SK Sturm Graz
1812933,236586,Incheon United FC
1812934,204349,BB Erzurumspor
1812935,186172,Forest Green Rovers
1812936,237116,Colorado Rapids
1812937,231484,CD Universidad de Concepción
1812938,214588,Club Deportes Temuco
1812939,208188,Walsall
1812940,204860,Notts County
1812941,192315,Brisbane Roar
1812942,181307,IK Sirius
1812943,241467,Real Madrid
1812944,214587,Curicó Unido
1812945,206139,La Berrichonne de Châteauroux
1812946,204091,Miedź Legnica
1812947,242490,Atlético Nacional
1812948,236858,Jaguares de Córdoba
1812949,232250,Tottenham Hotspur
1812950,107084,FC Schalke 04
1812951,209740,MSV Duisburg
1812952,200780,Hibernian
1812953,239179,Jagiellonia Białystok
1812954,238923,SC Fortuna Köln
1812955,226123,San Martín de San Juan
1812956,223819,Miedź Legnica
1812957,200779,Bristol Rovers
1812958,247370,Beşiktaş JK
1812959,231498,Östersunds FK
1812960,226122,FC Emmen
1812961,199754,Heart of Midlothian
1812962,245577,Granada CF
1812963,240969,Club Atlético Banfield
1812964,239945,Guadalajara
1812965,203849,New England Revolution
1812966,238686,Hallescher FC
1812967,242013,Real Sporting de Gijón
1812968,233053,Atiker Konyaspor
1812969,222045,Livingston FC
1812970,214877,SV Zulte-Waregem
1812971,204637,SSV Jahn Regensburg
1812972,181852,Beijing Renhe FC
1812973,181339,IK Sirius
1812974,244827,Lobos BUAP
1812975,175963,SG Sonnenhof Großaspach
1812976,234843,VfL Bochum 1848
1812977,234587,Unión La Calera
1812978,225883,Paraguay
1812979,237914,CD Aves
1812980,231514,IF Elfsborg
1812981,214362,La Equidad
1812982,189808,Fleetwood Town
1812983,208752,Plymouth Argyle
1812984,179055,Arka Gdynia
1812985,240751,FC Girondins de Bordeaux
1812986,234350,Real Oviedo
1812987,228974,RCD Espanyol
1812988,229741,CD Nacional
1812989,225389,Club Atlético Lanús
1812990,223085,Luton Town
1812991,217709,Boavista FC
1812992,242284,Vitesse
1812993,226924,FC Wacker Innsbruck
1812994,245099,KV Kortrijk
1812995,224875,Malmö FF
1812996,222315,Club Atlético Colón
1812997,213355,Jaguares de Córdoba
1812998,213376,Oxford United
1812999,210304,1. FC Kaiserslautern
1813000,194431,Piast Gliwice
1813001,244607,AEK Athens
1813002,239999,CD Tondela
1813003,232831,V-Varen Nagasaki
1813004,237438,UD Las Palmas
1813005,223870,Arka Gdynia
1813006,220030,Nîmes Olympique
1813007,211070,Pogoń Szczecin
1813008,239997,Benevento
1813009,238717,Barnsley
1813010,211581,Orlando City SC
1813011,198269,AFC Wimbledon
1813012,190588,Sporting Kansas City
1813013,229500,CD Tondela
1813014,193422,Odds BK
1813015,237198,Chamois Niortais Football Club
1813016,234382,Hallescher FC
1813017,225678,Ecuador
1813018,246669,Arsenal
1813019,223629,Al Wehda
1813020,208781,FC Emmen
1813021,189836,Forest Green Rovers
1813022,186508,Rosenborg BK
1813023,177036,SV Sandhausen
1813024,232332,New York City FC
1813025,229516,AD Alcorcón
1813026,239499,Hallescher FC
1813027,238475,FC Sochaux-Montbéliard
1813028,236427,IF Elfsborg
1813029,223115,FC Groningen
1813030,233884,Neuchâtel Xamax
1813031,242075,SV Werder Bremen
1813032,232859,FC Tokyo
1813033,228763,Spartak Moscow
1813034,247450,Deportivo Cali
1813035,244378,Al Fateh
1813036,233114,Bradford City
1813037,220314,Hibernian
1813038,140442,Doncaster Rovers
1813039,203930,Milton Keynes Dons
1813040,209561,Al Batin
1813041,200601,Sangju Sangmu FC
1813042,199321,Gillingham
1813043,240024,AS Monaco
1813044,234904,KRC Genk
1813045,233880,1. FC Kaiserslautern
1813046,187818,Wisła Płock
1813047,183466,Cork City
1813048,239018,Rio Ave FC
1813049,234154,Chicago Fire
1813050,233386,Querétaro
1813051,228010,Vancouver Whitecaps FC
1813052,238505,Celtic
1813053,214185,Atlético Bucaramanga
1813054,186536,Atlanta United
1813055,243624,Adelaide United
1813056,232871,Guangzhou Evergrande Taobao FC
1813057,223143,BSC Young Boys
1813058,138151,Grimsby Town
1813059,193958,Portsmouth
1813060,244390,1. FC Magdeburg
1813061,228518,Stabæk Fotball
1813062,247481,CD Aves
1813063,240057,Paris FC
1813064,239545,Guadalajara
1813065,231353,FC Erzgebirge Aue
1813066,222393,La Equidad
1813067,188856,FC Wacker Innsbruck
1813068,240312,Chamois Niortais Football Club
1813069,230584,Al Fayha
1813070,226232,FC Groningen
1813071,212664,Arka Gdynia
1813072,241591,Gimnàstic de Tarragona
1813073,238263,FK Haugesund
1813074,216503,1. FC Magdeburg
1813075,206263,Southend United
1813076,204727,SC Fortuna Köln
1813077,194998,Plymouth Argyle
1813078,237513,GIF Sundsvall
1813079,203721,Cosenza
1813080,191432,Al Qadisiyah
1813081,190152,SV Mattersburg
1813082,172232,BK Häcken
1813083,225735,FC Würzburger Kickers
1813084,186565,AFC Wimbledon
1813085,242629,Orlando City SC
1813086,238277,Hungary
1813087,233157,Lokomotiv Moscow
1813088,166853,Wycombe Wanderers
1813089,231109,Stade Malherbe Caen
1813090,224965,Forest Green Rovers
1813091,221381,Independiente Medellín
1813092,233156,Kawasaki Frontale
1813093,199620,Shrewsbury
1813094,235225,CD Tondela
1813095,224217,Excelsior
1813096,222937,Portsmouth
1813097,181976,Beijing Sinobo Guoan FC
1813098,237784,Cerezo Osaka
1813099,221656,Minnesota United FC
1813100,211928,Wycombe Wanderers
1813101,210392,Rochdale
1813102,235735,Chelsea
1813103,226775,Toronto FC
1813104,235990,SD Eibar
1813105,234198,Willem II
1813106,220886,Portland Timbers
1813107,210646,Randers FC
1813108,204502,Queens Park Rangers
1813109,240341,Santa Clara
1813110,235989,Club Atlético Huracán
1813111,229845,FC Lugano
1813112,223445,AJ Auxerre
1813113,214485,Once Caldas
1813114,202727,AC Ajaccio
1813115,224230,Club Atlas
1813116,201958,Rochdale
1813117,229349,Sheffield Wednesday
1813118,208869,Crawley Town
1813119,193252,SK Sturm Graz
1813120,245732,Panathinaikos FC
1813121,238820,FC Sion
1813122,236772,FC Red Bull Salzburg
1813123,236515,Extremadura UD
1813124,222435,Hebei China Fortune FC
1813125,213987,Atlético Huila
1813126,246242,Stade de Reims
1813127,238562,SC Preußen Münster
1813128,237538,Örebro SK
1813129,236258,Peru
1813130,221686,San Martín de San Juan
1813131,186869,Cork City
1813132,239093,DSC Arminia Bielefeld
1813133,170229,Colchester United
1813134,169461,Lincoln City
1813135,208885,Clermont Foot 63
1813136,193268,Foggia
1813137,245748,Livingston FC
1813138,241140,Levante UD
1813139,238580,FC Luzern
1813140,215540,SK Brann
1813141,194035,FSV Zwickau
1813142,189171,Bradford City
1813143,187379,Boyacá Chicó FC
1813144,204787,Motherwell
1813145,187634,Deportivo Toluca
1813146,243698,SKN St. Pölten
1813147,229379,Fulham
1813148,216322,Coventry City
1813149,201986,AS Béziers
1813150,176897,Curicó Unido
1813151,204033,Walsall
1813152,243968,Sint-Truidense VV
1813153,233216,FC Carl Zeiss Jena
1813154,223744,Rochdale
1813155,219392,Wellington Phoenix
1813156,212736,Jagiellonia Białystok
1813157,176383,VfL Osnabrück
1813158,232447,Shimizu S-Pulse
1813159,224255,Club Deportes Temuco
1813160,246014,San Jose Earthquakes
1813161,242686,FC Groningen
1813162,230654,Sampdoria
1813163,238863,Portimonense SC
1813164,239886,Panathinaikos FC
1813165,224270,Wolfsberger AC
1813166,221710,San Jose Earthquakes
1813167,211982,FC Emmen
1813168,237581,MKE Ankaragücü
