Club_no,Ntn_no,Play_Id,National_Team
1812985,2783,240751,
1812986,2784,234350,
1812987,2785,228974,
1812988,2786,229741,
1812989,2787,225389,
1812990,2788,223085,
1812991,2789,217709,
1812992,2790,242284,
1812993,2791,226924,
1812994,2792,245099,
1812995,2793,224875,
1812996,2794,222315,
1812997,2795,213355,
1812998,2796,213376,
1812999,2797,210304,
1813000,2798,194431,
1813001,2799,244607,
1813002,2800,239999,
1813003,2801,232831,
1813004,2802,237438,
1813005,2803,223870,
1813006,2804,220030,
1813007,2805,211070,
1813008,2806,239997,
1813009,2807,238717,
1813010,2808,211581,
1813011,2809,198269,
1813012,2810,190588,
1813013,2811,229500,
1813014,2812,193422,
1813015,2813,237198,
1813016,2814,234382,
1813017,2815,225678,
1813018,2816,246669,
1813019,2817,223629,
1813020,2818,208781,
1813021,2819,189836,
1813022,2820,186508,
1813023,2821,177036,
1813024,2822,232332,
1813025,2823,229516,
1813026,2824,239499,
1813027,2825,238475,
1813028,2826,236427,
1813029,2827,223115,
1813030,2828,233884,
1813031,2829,242075,United States
1813032,2830,232859,
1813033,2831,228763,
1813034,2832,247450,
1813035,2833,244378,
1813036,2834,233114,
1813037,2835,220314,
1813038,2836,140442,
1813039,2837,203930,
1813040,2838,209561,
1813041,2839,200601,
1813042,2840,199321,
1813043,2841,240024,
1813044,2842,234904,
1813045,2843,233880,
1813046,2844,187818,
1813047,2845,183466,
1813048,2846,239018,
1813049,2847,234154,
1813050,2848,233386,
1813051,2849,228010,
1813052,2850,238505,
1813053,2851,214185,
1813054,2852,186536,
1813055,2853,243624,
1813056,2854,232871,
1813057,2855,223143,
1813058,2856,138151,
1813059,2857,193958,
1813060,2858,244390,
1813061,2859,228518,
1813062,2860,247481,
1813063,2861,240057,
1813064,2862,239545,
1813065,2863,231353,
1813066,2864,222393,
1813067,2865,188856,
1813068,2866,240312,
1813069,2867,230584,
1813070,2868,226232,
1813071,2869,212664,
1813072,2870,241591,
1813073,2871,238263,
1813074,2872,216503,
1813075,2873,206263,
1813076,2874,204727,
1813077,2875,194998,
1813078,2876,237513,
1813079,2877,203721,
1813080,2878,191432,
1813081,2879,190152,
1813082,2880,172232,Finland
1813083,2881,225735,
1813084,2882,186565,
1813085,2883,242629,
1813086,2884,238277,
1813087,2885,233157,
1813088,2886,166853,
1813089,2887,231109,
1813090,2888,224965,
1813091,2889,221381,
1813092,2890,233156,
1813093,2891,199620,
1813094,2892,235225,
1813095,2893,224217,
1813096,2894,222937,
1813097,2895,181976,
1813098,2896,237784,
1813099,2897,221656,
1813100,2898,211928,
1813101,2899,210392,
1813102,2900,235735,Wales
1813103,2901,226775,
1813104,2902,235990,
1813105,2903,234198,
1813106,2904,220886,
1813107,2905,210646,
1813108,2906,204502,
1813109,2907,240341,
1813110,2908,235989,
1813111,2909,229845,
1813112,2910,223445,
1813113,2911,214485,
1813114,2912,202727,
1813115,2913,224230,
1813116,2914,201958,
1813117,2915,229349,
1813118,2916,208869,
1813119,2917,193252,
1813120,2918,245732,
1813121,2919,238820,
1813122,2920,236772,
1813123,2921,236515,
1813124,2922,222435,
1813125,2923,213987,
1813126,2924,246242,
1813127,2925,238562,
1813128,2926,237538,
1813129,2927,236258,
1813130,2928,221686,
1813131,2929,186869,
1813132,2930,239093,
1813133,2931,170229,
1813134,2932,169461,
1813135,2933,208885,
1813136,2934,193268,
1813137,2935,245748,
1813138,2936,241140,
1813139,2937,238580,
1813140,2938,215540,
1813141,2939,194035,
1813142,2940,189171,
1813143,2941,187379,
1813144,2942,204787,
1813145,2943,187634,
1813146,2944,243698,
1813147,2945,229379,
1813148,2946,216322,
1813149,2947,201986,
1813150,2948,176897,
1813151,2949,204033,
1813152,2950,243968,
1813153,2951,233216,
1813154,2952,223744,
1813155,2953,219392,
1813156,2954,212736,
1813157,2955,176383,
1813158,2956,232447,
1813159,2957,224255,
1813160,2958,246014,
1813161,2959,242686,
1813162,2960,230654,
1813163,2961,238863,
1813164,2962,239886,
1813165,2963,224270,
1813166,2964,221710,
1813167,2965,211982,
1813168,2966,237581,
1813169,2967,167437,
1813170,2968,214285,
1813171,2969,212237,
1813172,2970,193804,
1813173,2971,240908,
1813174,2972,231436,
1813175,2973,230412,
1813176,2974,225036,
1813177,2975,184331,
1813178,2976,171019,
1813179,2977,238108,
1813180,2978,230684,
1813181,2979,207644,
1813182,2980,181787,
1813183,2981,243995,
1813184,2982,232731,
1813185,2983,212251,
1813186,2984,244762,
1813187,2985,244250,
1813188,2986,242714,
1813189,2987,176922,
1813190,2988,238617,
1813191,2989,234521,
1813192,2990,229401,
1813193,2991,214809,
1813194,2992,214041,
1813195,2993,231979,
1813196,2994,228651,
1813197,2995,188970,
1813198,2996,215338,
1813199,2997,238633,
1813200,2998,236841,
1813201,2999,209961,
1813202,3000,209193,
1813203,3001,187176,
1813204,3002,240680,
1813205,3003,170280,
1813206,3004,234024,
1813207,3005,197928,
1813208,3006,200487,
1813209,3007,246822,
1813210,3008,241190,
1813211,3009,136504,
1813212,3010,240439,
1813213,3011,237623,
1813214,3012,225847,
1813215,3013,222519,
1813216,3014,199479,
1813217,3015,190518,
1813218,3016,231222,
1813219,3017,229686,
1813220,3018,229174,
1813221,3019,225590,
1813222,3020,212790,
1813223,3021,178485,
1813224,3022,234293,
1813225,3023,195124,
1813226,3024,188724,
1813227,3025,239175,
1813228,3026,232519,
1813229,3027,230983,
1813230,3028,163143,
1813231,3029,188230,
1813232,3030,244806,
1813233,3031,216390,
1813234,3032,216134,
1813235,3033,213318,
1813236,3034,210502,
1813237,3035,184901,
1813238,3036,180293,
1813239,3037,245573,
1813240,3038,170309,
1813241,3039,245572,
1813242,3040,244548,
1813243,3041,242006,
1813244,3042,241238,
1813245,3043,213334,
1813246,3044,189013,
1813247,3045,239189,
1813248,3046,237397,
1813249,3047,19541,
1813250,3048,209493,
1813251,3049,244308,
1813252,3050,148564,
1813253,3051,245331,
1813254,3052,237139,
1813255,3053,236883,
1813256,3054,235347,
1813257,3055,230995,
1813258,3056,207443,
1813259,3057,225125,
1813260,3058,220517,
1813261,3059,213349,
1813262,3060,246884,
1813263,3061,243556,
1813264,3062,243300,
1813265,3063,171620,
1813266,3064,235876,
1813267,3065,222308,
1813268,3066,218212,
1813269,3067,199780,
1813270,3068,237667,
1813271,3069,105827,
1813272,3070,228707,
1813273,3071,236898,
1813274,3072,221282,
1813275,3073,221026,
1813276,3074,210805,
1813277,3075,246388,
1813278,3076,239476,
1813279,3077,238964,
1813280,3078,235124,
1813281,3079,231540,
1813282,3080,165748,
1813283,3081,209268,
1813284,3082,238963,
1813285,3083,238195,
1813286,3084,230515,
1813287,3085,229491,
1813288,3086,226675,
1813289,3087,214131,
1813290,3088,243314,
1813291,3089,242034,
1813292,3090,199812,
1813293,3091,193411,
1813294,3092,209027,
1813295,3093,203139,
1813296,3094,241538,
1813297,3095,240258,
1813298,3096,238210,
1813299,3097,213378,
1813300,3098,246145,
1813301,3099,161921,
1813302,3100,223105,
1813303,3101,203649,
1813304,3102,242303,
1813305,3103,232319,
1813306,3104,231807,
1813307,3105,199039,
1813308,3106,232852,
1813309,3107,231828,
1813310,3108,212628,
1813311,3109,242835,
1813312,3110,224403,
1813313,3111,241042,
1813314,3112,239506,
1813315,3113,232338,
1813316,3114,232082,
1813317,3115,230290,
1813318,3116,241809,
1813319,3117,232593,
1813320,3118,227217,
1813321,3119,657,
1813322,3120,246159,
1813323,3121,240783,
1813324,3122,155041,
1813325,3123,182944,
1813326,3124,241568,
1813327,3125,214432,
1813328,3126,243615,
1813329,3127,229535,
1813330,3128,220831,
1813331,3129,219551,
1813332,3130,217759,
1813333,3131,184222,
1813334,3132,234654,
1813335,3133,223902,
1813336,3134,222622,
1813337,3135,219550,
1813338,3136,216478,
1813339,3137,245405,
1813340,3138,242608,
1813341,3139,235952,
1813342,3140,242351,
1813343,3141,241071,
1813344,3142,234927,
1813345,3143,209071,
1813346,3144,246190,
1813347,3145,212910,
1813348,3146,212398,
1813349,3147,247469,
1813350,3148,176301,
1813351,3149,240045,
1813352,3150,237997,
1813353,3151,169645,
1813354,3152,216493,
1813355,3153,213933,
1813356,3154,245439,
1813357,3155,243647,
1813358,3156,241855,
1813359,3157,210367,
1813360,3158,208831,
1813361,3159,205759,
1813362,3160,182206,
1813363,3161,239038,
1813364,3162,231614,
1813365,3163,243645,
1813366,3164,233917,
1813367,3165,221373,
1813368,3166,229052,
1813369,3167,223676,
1813370,3168,211900,
1813371,3169,205755,
1813372,3170,217803,
1813373,3171,216779,
1813374,3172,244938,
1813375,3173,225738,
1813376,3174,212938,
1813377,3175,212682,
1813378,3176,212170,
1813379,3177,242121,
1813380,3178,239817,
1813381,3179,235465,
1813382,3180,188872,
1813383,3181,50632,
1813384,3182,235464,
1813385,3183,232136,
1813386,3184,242631,
1813387,3185,169415,
1813388,3186,190169,
1813389,3187,245209,
1813390,3188,207833,
1813391,3189,244952,
1813392,3190,244184,
1813393,3191,243928,
1813394,3192,206040,
1813395,3193,224470,
1813396,3194,216790,
1813397,3195,213206,
1813398,3196,238805,
1813399,3197,233173,
1813400,3198,221397,
1813401,3199,247508,
1813402,3200,175316,
1813403,3201,232916,
1813404,3202,229588,
1813405,3203,138729,
1813406,3204,239592,
1813407,3205,232680,
1813408,3206,224488,
1813409,3207,202728,
1813410,3208,222183,
1813411,3209,237286,
1813412,3210,232166,
1813413,3211,211174,
1813414,3212,228069,
1813415,3213,225253,
1813416,3214,216805,
1813417,3215,213221,
1813418,3216,211173,
1813419,3217,204773,
1813420,3218,203237,
1813421,3219,239096,
1813422,3220,233976,
1813423,3221,225016,
1813424,3222,241911,
1813425,3223,230391,
1813426,3224,229367,
1813427,3225,226295,
1813428,3226,242678,
1813429,3227,164854,
1813430,3228,214518,
1813431,3229,204790,
1813432,3230,177397,
1813433,3231,227573,
1813434,3232,219637,
1813435,3233,241652,
1813436,3234,231668,
1813437,3235,214279,
1813438,3236,220422,
1813439,3237,242437,
1813440,3238,241925,
1813441,3239,238341,
1813442,3240,232453,
1813443,3241,228357,
1813444,3242,211717,
1813445,3243,186884,
1813446,3244,246276,
1813447,3245,245764,
1813448,3246,239364,
1813449,3247,237060,
1813450,3248,236804,
1813451,3249,209668,
1813452,3250,207620,
1813453,3251,222233,
1813454,3252,162072,
1813455,3253,245783,
1813456,3254,243735,
1813457,3255,239127,
1813458,3256,223767,
1813459,3257,221206,
1813460,3258,214550,
1813461,3259,231445,
1813462,3260,230933,
1813463,3261,225813,
1813464,3262,241172,
1813465,3263,240660,
1813466,3264,239636,
1813467,3265,193555,
1813468,3266,184851,
1813469,3267,238375,
1813470,3268,237863,
1813471,3269,226855,
1813472,3270,182822,
1813473,3271,239142,
1813474,3272,230438,
1813475,3273,223014,
1813476,3274,200742,
1813477,3275,244005,
1813478,3276,239909,
1813479,3277,224805,
1813480,3278,213797,
1813481,3279,243748,
1813482,3280,242212,
1813483,3281,239908,
1813484,3282,234276,
1813485,3283,233508,
1813486,3284,224311,
1813487,3285,224055,
1813488,3286,202551,
1813489,3287,192566,
1813490,3288,238902,
1813491,3289,236342,
1813492,3290,233782,
1813493,3291,229942,
1813494,3292,224054,
1813495,3293,235573,
1813496,3294,214325,
1813497,3295,205877,
1813498,3296,224308,
1813499,3297,203316,
1813500,3298,221235,
1813501,3299,199475,
1813502,3300,241993,
1813503,3301,174665,
1813504,3302,233033,
1813505,3303,231753,
1813506,3304,228681,
1813507,3305,214345,
1813508,3306,210249,
1813509,3307,239432,
1813510,3308,215112,
1813511,3309,202312,
1813512,3310,165447,
1813513,3311,221767,
1813514,3312,237382,
1813515,3313,230214,
1813516,3314,236869,
1813517,3315,223557,
1813518,3316,244570,
1813519,3317,237658,
1813520,3318,236890,
1813521,3319,226650,
1813522,3320,199770,
1813523,3321,242265,
1813524,3322,232793,
1813525,3323,238680,
1813526,3324,235608,
1813527,3325,170072,
1813528,3326,27480,
1813529,3327,214104,
1813530,3328,221270,
1813531,3329,210006,
1813532,3330,209750,
1813533,3331,181845,
1813534,3332,165738,
1813535,3333,224874,
1813536,3334,247145,
1813537,3335,217193,
1813538,3336,215657,
1813539,3337,205161,
1813540,3338,191848,
1813541,3339,190056,
1813542,3340,244072,
1813543,3341,243560,
1813544,3342,235368,
1813545,3343,228456,
1813546,3344,245351,
1813547,3345,242535,
1813548,3346,234087,
1813549,3347,217191,
1813550,3348,182398,
1813551,3349,241534,
1813552,3350,174206,
1813553,3351,230270,
1813554,3352,170877,
1813555,3353,241020,
1813556,3354,223868,
1813557,3355,220540,
1813558,3356,236667,
1813559,3357,238203,
1813560,3358,244602,
1813561,3359,243322,
1813562,3360,225146,
1813563,3361,199801,
1813564,3362,200312,
1813565,3363,237943,
1813566,3364,229515,
1813567,3365,225419,
1813568,3366,199307,
1813569,3367,242314,
1813570,3368,238986,
1813571,3369,211594,
1813572,3370,209546,
1813573,3371,217225,
1813574,3372,208009,
1813575,3373,243080,
1813576,3374,222600,
1813577,3375,134792,
1813578,3376,246407,
1813579,3377,245639,
1813580,3378,240007,
1813581,3379,231303,
1813582,3380,244636,
1813583,3381,231836,
1813584,3382,225948,
1813585,3383,240027,
1813586,3384,238235,
1813587,3385,235931,
1813588,3386,227995,
1813589,3387,224667,
1813590,3388,192154,
1813591,3389,241050,
1813592,3390,148634,
1813593,3391,191897,
1813594,3392,228249,
1813595,3393,220057,
1813596,3394,244120,
1813597,3395,172952,
1813598,3396,198057,
1813599,3397,234152,
1813600,3398,232360,
1813601,3399,216744,
1813602,3400,180903,
1813603,3401,243111,
1813604,3402,240807,
1813605,3403,231847,
1813606,3404,221351,
1813607,3405,203175,
1813608,3406,240550,
1813609,3407,173734,
1813610,3408,222118,
1813611,3409,210854,
1813612,3410,194725,
1813613,3411,213413,
1813614,3412,189109,
1813615,3413,186549,
1813616,3414,237749,
1813617,3415,235957,
1813618,3416,225205,
1813619,3417,204725,
1813620,3418,232372,
1813621,3419,218292,
1813622,3420,120243,
1813623,3421,244915,
1813624,3422,237747,
1813625,3423,169907,
1813626,3424,224691,
1813627,3425,222387,
1813628,3426,205747,
1813629,3427,238514,
1813630,3428,234162,
1813631,3429,213959,
1813632,3430,209607,
1813633,3431,206535,
1813634,3432,182470,
1813635,3433,243142,
1813636,3434,232646,
1813637,3435,216518,
1813638,3436,207558,
1813639,3437,241349,
1813640,3438,241093,
1813641,3439,240837,
1813642,3440,101317,
1813643,3441,216773,
1813644,3442,213189,
1813645,3443,211141,
1813646,3444,242116,
1813647,3445,235222,
1813648,3446,235221,
1813649,3447,228309,
1813650,3448,221141,
1813651,3449,245716,
1813652,3450,209364,
1813653,3451,244947,
1813654,3452,241619,
1813655,3453,238803,
1813656,3454,224211,
1813657,3455,150995,
1813658,3456,214739,
1813659,3457,192466,
1813660,3458,244434,
1813661,3459,177618,
1813662,3460,239826,
1813663,3461,226791,
1813664,3462,218343,
1813665,3463,243430,
1813666,3464,239078,
1813667,3465,231910,
1813668,3466,242661,
1813669,3467,239077,
1813670,3468,233445,
1813671,3469,228325,
1813672,3470,198373,
1813673,3471,244708,
1813674,3472,243172,
1813675,3473,172516,
1813676,3474,200676,
1813677,3475,199908,
1813678,3476,246755,
1813679,3477,187363,
1813680,3478,245750,
1813681,3479,232950,
1813682,3480,244213,
1813683,3481,176373,
1813684,3482,193524,
1813685,3483,244724,
1813686,3484,243700,
1813687,3485,240372,
1813688,3486,208372,
1813689,3487,245235,
1813690,3488,229107,
1813691,3489,202995,
1813692,3490,244210,
1813693,3491,238578,
1813694,3492,169714,
1813695,3493,226546,
1813696,3494,192008,
1813697,3495,245256,
1813698,3496,239624,
1813699,3497,222472,
1813700,3498,246279,
1813701,3499,242183,
1813702,3500,225543,
1813703,3501,213767,
1813704,3502,246790,
1813705,3503,236038,
1813706,3504,229638,
1813707,3505,226822,
1813708,3506,223750,
1813709,3507,240901,
1813710,3508,237317,
1813711,3509,220677,
1813712,3510,246044,
1813713,3511,243996,
1813714,3512,208156,
1813715,3513,211739,
1813716,3514,242458,
1813717,3515,240410,
1813718,3516,246809,
1813719,3517,240921,
1813720,3518,238105,
1813721,3519,232985,
1813722,3520,228889,
1813723,3521,225561,
1813724,3522,203289,
1813725,3523,238616,
1813726,3524,236824,
1813727,3525,218392,
1813728,3526,234803,
1813729,3527,243762,
1813730,3528,225586,
1813731,3529,216114,
1813732,3530,153137,
1813733,3531,232752,
1813734,3532,211760,
1813735,3533,203312,
1813736,3534,189231,
1813737,3535,237359,
1813738,3536,215343,
1813739,3537,194094,
1813740,3538,183342,
1813741,3539,242734,
1813742,3540,237102,
1813743,3541,234286,
1813744,3542,216110,
1813745,3543,244034,
1813746,3544,243778,
1813747,3545,242242,
1813748,3546,208194,
1813749,3547,246081,
1813750,3548,235841,
1813751,3549,213569,
1813752,3550,246848,
1813753,3551,233280,
1813754,3552,231232,
1813755,3553,225600,
1813756,3554,212800,
1813757,3555,244543,
1813758,3556,246078,
1813759,3557,231486,
1813760,3558,215102,
1813761,3559,232023,Finland
1813762,3560,225623,
1813763,3561,224855,
1813764,3562,237654,
1813765,3563,222294,
1813766,3564,236629,
1813767,3565,184148,
1813768,3566,242260,
1813769,3567,225364,
1813770,3568,242003,
1813771,3569,236627,
1813772,3570,228691,
1813773,3571,246866,
1813774,3572,242002,
1813775,3573,220498,
1813776,3574,212818,
1813777,3575,208999,
1813778,3576,205159,
1813779,3577,182374,
1813780,3578,228454,
1813781,3579,211814,
1813782,3580,247397,
1813783,3581,240997,
1813784,3582,213093,
1813785,3583,200549,
1813786,3584,194148,
1813787,3585,244836,
1813788,3586,242019,
1813789,3587,241251,
1813790,3588,189282,
1813791,3589,242018,
1813792,3590,239458,Bulgaria
1813793,3591,228210,
1813794,3592,187511,
1813795,3593,196983,
1813796,3594,186230,
1813797,3595,176246,
1813798,3596,239990,
1813799,3597,152950,
1813800,3598,209526,
1813801,3599,186229,
1813802,3600,247157,
1813803,3601,236661,
1813804,3602,169333,
1813805,3603,230517,
1813806,3604,200821,
1813807,3605,237428,
1813808,3606,232820,
1813809,3607,231284,
1813810,3608,53363,
1813811,3609,192651,
1813812,3610,235147,
1813813,3611,216459,
1813814,3612,226186,
1813815,3613,246921,
1813816,3614,239496,
1813817,3615,235656,
1813818,3616,208776,
1813819,3617,243847,
1813820,3618,237959,
1813821,3619,235655,
1813822,3620,247174,
1813823,3621,239494,
1813824,3622,238214,
1813825,3623,213894,
1813826,3624,201094,
1813827,3625,201117,
1813828,3626,243868,
1813829,3627,235932,
1813830,3628,243100,
1813831,3629,244635,
1813832,3630,241562,
1813833,3631,240026,
1813834,3632,237978,
1813835,3633,235162,
1813836,3634,231834,
1813837,3635,225946,
1813838,3636,211610,
1813839,3637,182681,
1813840,3638,234649,
1813841,3639,213401,
1813842,3640,242328,
1813843,3641,234671,
1813844,3642,237742,
1813845,3643,235950,
1813846,3644,228526,
1813847,3645,223918,
1813848,3646,246189,
1813849,3647,238765,
1813850,3648,246188,
1813851,3649,244652,
1813852,3650,241068,
1813853,3651,226220,
1813854,3652,186539,
1813855,3653,210347,
1813856,3654,242602,
1813857,3655,223146,
1813858,3656,192937,
1813859,3657,235457,
1813860,3658,102593,
1813861,3659,222145,
1813862,3660,203969,
1813863,3661,183744,
1813864,3662,239552,
1813865,3663,231616,
1813866,3664,240575,
1813867,3665,240063,
1813868,3666,169919,
1813869,3667,224447,
1813870,3668,223167,
1813871,3669,222399,
1813872,3670,204222,
1813873,3671,183997,
1813874,3672,244669,
1813875,3673,221653,
1813876,3674,212693,
1813877,3675,238036,
1813878,3676,193235,
1813879,3677,245715,
1813880,3678,177363,
1813881,3679,245714,
1813882,3680,224466,
1813883,3681,187857,
1813884,3682,242641,
1813885,3683,238801,
1813886,3684,233169,
1813887,3685,209361,
1813888,3686,242128,
1813889,3687,241872,
1813890,3688,171984,
1813891,3689,242147,
1813892,3690,222947,
1813893,3691,204515,
1813894,3692,200931,
1813895,3693,242914,
1813896,3694,242402,
1813897,3695,205026,
1813898,3696,237793,
1813899,3697,242656,
1813900,3698,111328,
1813901,3699,223968,
1813902,3700,200928,
1813903,3701,242911,
1813904,3702,242399,
1813905,3703,234207,
1813906,3704,166879,
1813907,3705,245491,
1813908,3706,241651,
1813909,3707,198899,
1813910,3708,190962,
1813911,3709,247026,
1813912,3710,236530,
1813913,3711,183025,
1813914,3712,245745,
1813915,3713,244209,
1813916,3714,234993,
1813917,3715,233969,
1813918,3716,246768,
1813919,3717,238576,
1813920,3718,247023,
1813921,3719,243695,
1813922,3720,242159,
1813923,3721,239623,
1813924,3722,232455,
1813925,3723,221447,
1813926,3724,246277,
1813927,3725,234501,
1813928,3726,202244,
1813929,3727,238083,
1813930,3728,242434,
1813931,3729,232194,
1813932,3730,229378,
1813933,3731,228098,
1813934,3732,243969,
1813935,3733,243713,
1813936,3734,239617,
1813937,3735,232193,
1813938,3736,206081,
1813939,3737,226844,
1813940,3738,144156,
1813941,3739,243227,
1813942,3740,203547,
1813943,3741,241178,
1813944,3742,180760,
1813945,3743,245016,
1813946,3744,241688,
1813947,3745,237848,
1813948,3746,235288,
1813949,3747,246807,
1813950,3748,246039,
1813951,3749,245527,
1813952,3750,238103,
1813953,3751,235799,
1813954,3752,234519,
1813955,3753,228148,
1813956,3754,234290,
1813957,3755,228658,
1813958,3756,215090,
1813959,3757,189233,
1813960,3758,246833,
1813961,3759,244529,
1813962,3760,243505,
1813963,3761,228401,
1813964,3762,203569,
1813965,3763,186416,
1813966,3764,235824,
1813967,3765,234288,
1813968,3766,202544,
1813969,3767,242223,
1813970,3768,224303,
1813971,3769,245579,
1813972,3770,242507,
1813973,3771,241995,
1813974,3772,227146,
1813975,3773,241737,
1813976,3774,231241,
1813977,3775,155977,
1813978,3776,208457,
1813979,3777,206409,
1813980,3778,241736,
1813981,3779,222024,
1813982,3780,244295,
1813983,3781,243271,
1813984,3782,228935,
1813985,3783,239942,
1813986,3784,212038,
1813987,3785,207430,
1813988,3786,241250,
1813989,3787,240738,
1813990,3788,232290,
1813991,3789,231522,
1813992,3790,189281,
1813993,3791,224097,
1813994,3792,221281,
1813995,3793,242528,
1813996,3794,235872,
1813997,3795,213344,
1813998,3796,203615,
1813999,3797,239710,
1814000,3798,231262,
1814001,3799,246877,
1814002,3800,244573,
1814003,3801,243549,
1814004,3802,243832,
1814005,3803,238456,
1814006,3804,191863,
1814007,3805,244855,
1814008,3806,174199,
1814009,3807,204151,
1814010,3808,243318,
1814011,3809,242294,
1814012,3810,186228,
1814013,3811,242804,
1814014,3812,240500,
1814015,3813,228212,
1814016,3814,189811,
1814017,3815,244851,
1814018,3816,242803,
1814019,3817,241523,
1814020,3818,232846,
1814021,3819,232590,
1814022,3820,244109,
1814023,3821,235405,
1814024,3822,193164,
1814025,3823,242828,
1814026,3824,242060,
1814027,3825,236940,
1814028,3826,163212,
1814029,3827,200844,
1814030,3828,241035,
1814031,3829,229771,
1814032,3830,224651,
1814033,3831,242826,
1814034,3832,244105,
1814035,3833,235401,
1814036,3834,228769,
1814037,3835,213665,
1814038,3836,231840,
1814039,3837,227744,
1814040,3838,222624,
1814041,3839,215968,
1814042,3840,244639,
1814043,3841,241055,
1814044,3842,246430,
1814045,3843,242334,
1814046,3844,241822,
1814047,3845,149662,
1814048,3846,240285,
1814049,3847,208797,
1814050,3848,246940,
1814051,3849,240796,
1814052,3850,231580,
1814053,3851,228021,
1814054,3852,238516,
1814055,3853,230068,
1814056,3854,247219,
1814057,3855,242611,
1814058,3856,241075,
1814059,3857,188594,
1814060,3858,244658,
1814061,3859,243378,
1814062,3860,241841,
1814063,3861,241840,
1814064,3862,241584,
1814065,3863,230064,
1814066,3864,208816,
1814067,3865,246191,
1814068,3866,238511,
1814069,3867,225999,
1814070,3868,212175,
1814071,3869,210639,
1814072,3870,241102,
1814073,3871,238798,
1814074,3872,232654,
1814075,3873,228558,
1814076,3874,228046,
1814077,3875,214478,
1814078,3876,186572,
1814079,3877,184269,
1814080,3878,231116,
1814081,3879,243659,
1814082,3880,239307,
1814083,3881,239051,
1814084,3882,223947,
1814085,3883,233954,
1814086,3884,232930,
1814087,3885,231650,
1814088,3886,228834,
1814089,3887,224482,
1814090,3888,245217,
1814091,3889,244449,
1814092,3890,229345,
1814093,3891,225505,
1814094,3892,246752,
1814095,3893,244448,
1814096,3894,212960,
1814097,3895,242655,
1814098,3896,244190,
1814099,3897,238558,
1814100,3898,227806,
1814101,3899,237052,
1814102,3900,238075,
1814103,3901,237307,
1814104,3902,190200,
1814105,3903,243704,
1814106,3904,242424,
1814107,3905,241654,
1814108,3906,239606,
1814109,3907,231926,
1814110,3908,246773,
1814111,3909,244725,
1814112,3910,215285,
1814113,3911,200693,
1814114,3912,239348,
1814115,3913,246771,
1814116,3914,216563,
1814117,3915,242963,
1814118,3916,231187,
1814119,3917,226579,
1814120,3918,205075,
1814121,3919,237842,
1814122,3920,221202,
1814123,3921,245521,
1814124,3922,244496,
1814125,3923,202000,
1814126,3924,242703,
1814127,3925,240399,
1814128,3926,239631,
1814129,3927,235791,
1814130,3928,203023,
1814131,3929,247310,
1814132,3930,246798,
1814133,3931,241963,
1814134,3932,229419,
1814135,3933,229163,
1814136,3934,225067,
1814137,3935,233770,
1814138,3936,232746,
1814139,3937,243241,
1814140,3938,182312,
1814141,3939,245288,
1814142,3940,237352,
1814143,3941,239656,
1814144,3942,231464,
1814145,3943,245543,
1814146,3944,237095,
1814147,3945,220711,
1814148,3946,245798,
1814149,3947,231206,
1814150,3948,243779,
1814151,3949,238659,
1814152,3950,235329,
1814153,3951,212033,
1814154,3952,246592,
1814155,3953,242752,
1814156,3954,240704,
1814157,3955,240448,
1814158,3956,224576,
1814159,3957,223040,
1814160,3958,214080,
1814161,3959,199744,
1814162,3960,243519,
1814163,3961,210495,
1814164,3962,191806,
1814165,3963,241214,
1814166,3964,235101,
1814167,3965,232541,
1814168,3966,224349,
1814169,3967,243804,
1814170,3968,242012,
1814171,3969,241244,
1814172,3970,233052,
1814173,3971,229724,
1814174,3972,226140,
1814175,3973,223580,
1814176,3974,245339,
1814177,3975,219482,
1814178,3976,238937,
1814179,3977,245848,
1814180,3978,240472,
1814181,3979,182359,
1814182,3980,247413,
1814183,3981,243573,
1814184,3982,232053,
1814185,3983,240756,
1814186,3984,247411,
1814187,3985,220531,
1814188,3986,242802,
1814189,3987,241010,
1814190,3988,237426,
1814191,3989,247409,
1814192,3990,246385,
1814193,3991,242545,
1814194,3992,237937,
1814195,3993,236657,
1814196,3994,240496,
1814197,3995,235376,
1814198,3996,243600,
1814199,3997,246415,
1814200,3998,242319,
1814201,3999,229263,
1814202,4000,241038,
1814203,4001,231310,
1814204,4002,155534,
1814205,4003,239245,
1814206,4004,237965,
1814207,4005,244364,
1814208,4006,246667,
1814209,4007,246666,
1814210,4008,240778,
1814211,4009,240010,
1814212,4010,238474,
1814213,4011,225674,
1814214,4012,217994,
1814215,4013,244395,
1814216,4014,239275,
1814217,4015,247466,
1814218,4016,242346,
1814219,4017,240810,
1814220,4018,242857,
1814221,4019,246952,
1814222,4020,244904,
1814223,4021,242344,
1814224,4022,233128,
1814225,4023,243623,
1814226,4024,242599,
1814227,4025,247206,
1814228,4026,240038,
1814229,4027,246949,
1814230,4028,212133,
1814231,4029,187336,
1814232,4030,244680,
1814233,4031,244424,
1814234,4032,243144,
1814235,4033,195013,
1814236,4034,246725,
1814237,4035,243397,
1814238,4036,235205,
1814239,4037,202949,
1814240,4038,242628,
1814241,4039,104900,
1814242,4040,244419,
1814243,4041,229571,
1814244,4042,246722,
1814245,4043,241858,
1814246,4044,222402,Wellington Phoenix
1814247,4045,197597,
1814248,4046,238044,
1814249,4047,245979,
1814250,4048,242139,
1814251,4049,218587,
1814252,4050,241114,
