Id,Overall_Rating,Potential,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,Freekick_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing_Tackle,Sliding_Tackle,Gk_Diving,Gk_Handling,Gk_Kicking,Gk_Positioning,Gk_Reflexes,Log Value_Euro,Age,Log Predicted Value_Euro,Name,Value_Euro,Predicted Value_Euro
228650,76.0,82.0,68.0,55.0,47.0,73.0,65.0,84.0,73.0,72.0,69.0,82.0,78.0,75.0,86.0,76.0,76.0,64.0,57.0,72.0,44.0,57.0,57.0,29.0,73.0,78.0,60.0,77.0,52.0,43.0,42.0,10.0,14.0,9.0,7.0,14.0,16.166885815127753,23,11.684193215649646,Francisco Geraldes,"10,500,000","118,680"
155946,76.0,76.0,82.0,71.0,44.0,74.0,65.0,76.0,82.0,82.0,72.0,80.0,61.0,65.0,72.0,73.0,67.0,81.0,57.0,73.0,70.0,77.0,82.0,46.0,76.0,79.0,73.0,77.0,42.0,56.0,41.0,8.0,15.0,14.0,12.0,10.0,15.830413578506539,31,15.457173575888808,R. Snodgrass,"7,499,999","5,163,749"
226601,76.0,78.0,32.0,26.0,82.0,41.0,33.0,39.0,33.0,34.0,37.0,49.0,66.0,69.0,43.0,73.0,47.0,49.0,79.0,54.0,78.0,22.0,80.0,76.0,27.0,33.0,49.0,70.0,75.0,78.0,80.0,14.0,7.0,14.0,9.0,13.0,15.830413578506539,27,14.58860595356112,Vitor Hugo,"7,499,999","2,166,461"
223273,76.0,83.0,68.0,66.0,65.0,78.0,69.0,77.0,69.0,59.0,74.0,79.0,60.0,66.0,69.0,74.0,54.0,77.0,69.0,78.0,78.0,75.0,76.0,72.0,70.0,74.0,61.0,74.0,61.0,72.0,64.0,11.0,13.0,13.0,13.0,14.0,16.166885815127753,24,13.060032186853881,M. Pašalić,"10,500,000","469,785"
186200,76.0,76.0,74.0,72.0,74.0,76.0,75.0,78.0,72.0,61.0,62.0,79.0,77.0,75.0,78.0,77.0,67.0,76.0,71.0,77.0,68.0,72.0,72.0,30.0,78.0,72.0,78.0,76.0,68.0,30.0,26.0,11.0,6.0,8.0,12.0,6.0,15.89495209964411,27,13.608696988949724,F. Borini,"7,999,999","813,171"
221016,76.0,79.0,52.0,38.0,68.0,77.0,48.0,71.0,58.0,62.0,70.0,74.0,64.0,56.0,61.0,73.0,60.0,69.0,87.0,76.0,75.0,61.0,85.0,80.0,60.0,67.0,53.0,76.0,75.0,75.0,70.0,12.0,13.0,12.0,15.0,15.0,15.89495209964411,27,10.604135003743718,N. Vukčević,"7,999,999","40,301"
134744,76.0,76.0,69.0,61.0,75.0,82.0,63.0,73.0,67.0,64.0,74.0,72.0,68.0,69.0,63.0,76.0,62.0,73.0,62.0,78.0,79.0,59.0,69.0,75.0,64.0,65.0,75.0,82.0,74.0,77.0,68.0,8.0,12.0,9.0,6.0,16.0,14.403297222866392,36,11.855865258172066,A. Hutchinson,"1,799,999","140,908"
183895,76.0,76.0,74.0,72.0,56.0,74.0,70.0,77.0,76.0,70.0,72.0,76.0,84.0,67.0,83.0,74.0,77.0,69.0,32.0,73.0,33.0,70.0,65.0,45.0,74.0,77.0,74.0,76.0,48.0,58.0,51.0,6.0,5.0,14.0,14.0,9.0,15.761420707019587,32,12.832330240248227,M. Moralez,"6,999,999","374,119"
195671,76.0,76.0,56.0,79.0,82.0,62.0,72.0,66.0,59.0,43.0,46.0,73.0,58.0,58.0,62.0,78.0,55.0,83.0,81.0,55.0,78.0,71.0,67.0,47.0,80.0,61.0,83.0,78.0,20.0,37.0,22.0,9.0,11.0,7.0,9.0,13.0,15.89495209964411,29,10.643792757659508,C. Austin,"7,999,999","41,931"
215639,76.0,84.0,77.0,65.0,66.0,72.0,55.0,83.0,77.0,54.0,66.0,78.0,79.0,80.0,83.0,74.0,68.0,75.0,68.0,72.0,67.0,66.0,42.0,56.0,74.0,72.0,67.0,76.0,57.0,57.0,52.0,11.0,15.0,11.0,15.0,12.0,16.25785759333348,23,13.603046577668575,Kenedy,"11,500,000","808,589"
230230,76.0,76.0,61.0,41.0,73.0,67.0,52.0,45.0,54.0,48.0,75.0,55.0,52.0,63.0,38.0,77.0,37.0,71.0,81.0,68.0,83.0,45.0,80.0,72.0,42.0,44.0,77.0,75.0,79.0,75.0,77.0,7.0,15.0,13.0,7.0,11.0,15.687312734865866,27,13.37167573199042,Eltildo Correia,"6,500,000","641,571"
199254,76.0,77.0,69.0,75.0,61.0,77.0,72.0,75.0,70.0,57.0,69.0,75.0,75.0,76.0,73.0,76.0,61.0,75.0,73.0,75.0,64.0,73.0,76.0,42.0,79.0,75.0,72.0,72.0,30.0,44.0,28.0,14.0,16.0,7.0,11.0,12.0,16.012735135300492,26,13.908582784824196,João Pedro,"8,999,999","1,097,541"
163925,76.0,76.0,76.0,60.0,54.0,79.0,74.0,80.0,77.0,82.0,71.0,82.0,68.0,67.0,74.0,64.0,71.0,81.0,50.0,65.0,61.0,78.0,60.0,30.0,76.0,76.0,70.0,74.0,32.0,32.0,28.0,14.0,7.0,10.0,14.0,11.0,15.03928598958639,35,15.469739683045953,A. Diamanti,"3,399,999","5,229,047"
209236,76.0,78.0,62.0,55.0,63.0,78.0,59.0,64.0,64.0,68.0,74.0,74.0,69.0,66.0,74.0,76.0,69.0,82.0,74.0,73.0,76.0,62.0,79.0,76.0,64.0,73.0,55.0,72.0,69.0,76.0,74.0,9.0,7.0,12.0,12.0,10.0,15.830413578506539,27,12.499815293293375,Guilherme,"7,499,999","268,287"
139860,76.0,76.0,58.0,36.0,74.0,73.0,40.0,56.0,61.0,50.0,70.0,65.0,69.0,69.0,65.0,72.0,77.0,62.0,83.0,79.0,77.0,41.0,82.0,75.0,56.0,55.0,53.0,69.0,76.0,74.0,78.0,12.0,8.0,11.0,11.0,11.0,14.648419680899378,34,14.086004389020207,J. Morel,"2,300,000","1,310,611"
162131,76.0,76.0,44.0,79.0,90.0,73.0,81.0,67.0,57.0,40.0,49.0,80.0,29.0,32.0,33.0,80.0,30.0,79.0,55.0,34.0,86.0,64.0,71.0,25.0,84.0,70.0,70.0,82.0,34.0,25.0,15.0,2.0,2.0,3.0,4.0,2.0,15.38412647587812,34,15.024085301768649,Llorente,"4,800,000","3,348,708"
143699,76.0,76.0,77.0,58.0,60.0,74.0,57.0,78.0,65.0,48.0,68.0,75.0,76.0,78.0,78.0,79.0,80.0,70.0,78.0,77.0,65.0,65.0,74.0,75.0,76.0,72.0,67.0,78.0,74.0,78.0,73.0,8.0,13.0,10.0,13.0,10.0,14.914122846632385,34,11.891268777736258,G. Gönül,"3,000,000","145,986"
186961,76.0,76.0,52.0,80.0,76.0,68.0,75.0,69.0,70.0,47.0,42.0,76.0,77.0,69.0,78.0,74.0,70.0,74.0,90.0,69.0,76.0,41.0,83.0,21.0,81.0,59.0,80.0,80.0,31.0,16.0,16.0,15.0,15.0,10.0,13.0,5.0,15.89495209964411,29,14.322128660040798,A. Paloschi,"7,999,999","1,659,668"
230224,76.0,76.0,54.0,44.0,77.0,73.0,35.0,51.0,52.0,50.0,43.0,63.0,41.0,51.0,32.0,65.0,38.0,46.0,58.0,57.0,91.0,45.0,82.0,66.0,67.0,42.0,63.0,71.0,82.0,74.0,75.0,11.0,15.0,14.0,13.0,12.0,15.520258650202699,31,13.730842496174663,Juli Freitinho,"5,499,999","918,817"
155984,76.0,76.0,58.0,67.0,62.0,78.0,47.0,65.0,60.0,71.0,76.0,69.0,64.0,32.0,60.0,75.0,67.0,61.0,69.0,68.0,77.0,68.0,78.0,80.0,64.0,75.0,59.0,63.0,70.0,78.0,76.0,11.0,15.0,11.0,15.0,16.0,15.29711509888849,32,14.400536684257553,Markel Bergara,"4,400,000","1,795,037"
178284,76.0,76.0,67.0,70.0,42.0,78.0,68.0,78.0,75.0,72.0,72.0,74.0,74.0,68.0,78.0,75.0,74.0,73.0,45.0,72.0,60.0,71.0,63.0,43.0,71.0,76.0,76.0,78.0,55.0,44.0,34.0,6.0,13.0,9.0,11.0,13.0,15.761420707019587,32,11.557243816027428,L. Nguyen,"6,999,999","104,531"
203910,76.0,76.0,75.0,71.0,59.0,73.0,61.0,83.0,75.0,71.0,64.0,80.0,75.0,72.0,90.0,72.0,84.0,73.0,72.0,72.0,54.0,70.0,80.0,52.0,74.0,74.0,68.0,73.0,58.0,40.0,34.0,14.0,14.0,8.0,11.0,8.0,15.955576721460545,27,12.775358424603278,A. Knockaert,"8,500,000","353,400"
229764,76.0,83.0,73.0,70.0,51.0,75.0,45.0,81.0,66.0,38.0,65.0,77.0,86.0,82.0,86.0,65.0,78.0,70.0,68.0,81.0,65.0,73.0,71.0,35.0,70.0,72.0,71.0,76.0,67.0,65.0,60.0,13.0,8.0,12.0,13.0,8.0,16.213405830762646,21,14.35564197562304,Córdoba,"11,000,000","1,716,232"
208004,76.0,77.0,70.0,50.0,73.0,73.0,38.0,64.0,40.0,34.0,73.0,66.0,63.0,68.0,67.0,77.0,68.0,60.0,72.0,81.0,74.0,41.0,81.0,80.0,55.0,56.0,42.0,74.0,76.0,80.0,78.0,7.0,10.0,6.0,9.0,11.0,15.830413578506539,27,13.258731945729094,J. Veltman,"7,499,999","573,052"
201858,76.0,77.0,68.0,77.0,65.0,75.0,73.0,79.0,76.0,69.0,65.0,76.0,82.0,79.0,83.0,74.0,83.0,80.0,66.0,59.0,65.0,75.0,68.0,38.0,76.0,77.0,74.0,75.0,46.0,44.0,33.0,11.0,7.0,14.0,9.0,14.0,16.012735135300492,27,13.650074899658632,N. Sansone,"8,999,999","847,524"
143745,76.0,76.0,77.0,71.0,65.0,78.0,78.0,78.0,79.0,64.0,78.0,79.0,72.0,62.0,75.0,71.0,76.0,75.0,78.0,55.0,64.0,75.0,84.0,61.0,77.0,79.0,73.0,79.0,69.0,63.0,60.0,11.0,7.0,11.0,12.0,11.0,15.687312734865866,32,12.06663197766958,A. Turan,"6,500,000","173,968"
193408,76.0,77.0,67.0,77.0,73.0,68.0,74.0,70.0,68.0,64.0,59.0,73.0,65.0,73.0,63.0,76.0,59.0,78.0,75.0,72.0,87.0,69.0,81.0,35.0,82.0,68.0,68.0,72.0,25.0,42.0,40.0,9.0,13.0,9.0,9.0,16.0,16.012735135300492,27,13.747389464198035,H. Seferović,"8,999,999","934,147"
230528,76.0,76.0,56.0,30.0,73.0,66.0,49.0,58.0,62.0,49.0,76.0,62.0,49.0,60.0,51.0,67.0,53.0,60.0,51.0,61.0,83.0,42.0,84.0,75.0,40.0,36.0,42.0,70.0,82.0,77.0,73.0,12.0,12.0,12.0,13.0,11.0,15.520258650202699,31,13.849921195129504,Rafael Cachoira,"5,499,999","1,035,009"
238463,76.0,84.0,68.0,68.0,50.0,77.0,61.0,76.0,75.0,62.0,73.0,76.0,79.0,77.0,76.0,77.0,74.0,75.0,76.0,80.0,69.0,74.0,62.0,71.0,74.0,76.0,62.0,80.0,59.0,70.0,66.0,7.0,11.0,8.0,7.0,10.0,16.25785759333348,21,14.113609074087814,A. Haidara,"11,500,000","1,347,294"
189053,76.0,76.0,50.0,79.0,72.0,68.0,74.0,72.0,58.0,54.0,58.0,70.0,85.0,88.0,86.0,70.0,77.0,75.0,92.0,74.0,74.0,70.0,50.0,14.0,76.0,55.0,77.0,75.0,40.0,20.0,11.0,14.0,7.0,10.0,11.0,11.0,15.830413578506539,31,13.443838636481141,F. Caputo,"7,499,999","689,580"
222077,76.0,84.0,68.0,54.0,68.0,78.0,64.0,73.0,64.0,60.0,74.0,79.0,63.0,65.0,67.0,68.0,54.0,76.0,59.0,75.0,70.0,74.0,68.0,75.0,54.0,75.0,60.0,66.0,76.0,74.0,72.0,11.0,12.0,11.0,10.0,15.0,16.11809565095832,21,14.481752375989682,M. Locatelli,"10,000,000","1,946,906"
197756,76.0,76.0,70.0,75.0,76.0,73.0,71.0,77.0,75.0,69.0,60.0,76.0,76.0,77.0,78.0,76.0,75.0,76.0,70.0,79.0,70.0,72.0,68.0,40.0,74.0,69.0,74.0,69.0,36.0,52.0,35.0,6.0,8.0,7.0,16.0,8.0,15.955576721460545,27,11.656322717592149,J. Ayew,"8,500,000","115,418"
215930,76.0,83.0,67.0,51.0,74.0,68.0,43.0,60.0,45.0,30.0,60.0,66.0,71.0,68.0,67.0,69.0,66.0,65.0,82.0,69.0,75.0,39.0,83.0,75.0,49.0,39.0,44.0,66.0,74.0,76.0,77.0,15.0,13.0,10.0,10.0,12.0,16.06680235657077,23,13.515353288034241,T. Jedvaj,"9,499,999","740,701"
188536,76.0,76.0,74.0,74.0,57.0,74.0,70.0,77.0,71.0,70.0,69.0,75.0,76.0,74.0,77.0,74.0,75.0,76.0,34.0,79.0,65.0,75.0,53.0,51.0,75.0,77.0,67.0,74.0,60.0,54.0,45.0,6.0,16.0,8.0,7.0,6.0,15.89495209964411,28,13.184149956893398,S. Hanni,"7,999,999","531,867"
146296,76.0,76.0,17.0,13.0,12.0,35.0,13.0,14.0,24.0,12.0,40.0,18.0,58.0,55.0,57.0,75.0,65.0,22.0,77.0,43.0,74.0,12.0,40.0,26.0,14.0,41.0,21.0,56.0,22.0,14.0,15.0,80.0,71.0,68.0,72.0,79.0,15.363073066680286,32,12.955513997527463,Andrés Fernández,"4,699,999","423,163"
203128,76.0,77.0,58.0,49.0,68.0,76.0,39.0,70.0,65.0,58.0,74.0,71.0,62.0,69.0,65.0,73.0,61.0,65.0,69.0,85.0,75.0,57.0,75.0,75.0,64.0,68.0,52.0,72.0,75.0,75.0,75.0,12.0,9.0,14.0,13.0,13.0,15.830413578506539,28,14.494612931523092,T. Monconduit,"7,499,999","1,972,106"
226166,76.0,85.0,74.0,30.0,69.0,73.0,35.0,72.0,68.0,33.0,67.0,73.0,78.0,84.0,69.0,69.0,64.0,57.0,86.0,69.0,79.0,52.0,72.0,76.0,59.0,60.0,45.0,70.0,73.0,78.0,80.0,10.0,7.0,14.0,11.0,15.0,16.11809565095832,21,12.338989652971526,N. Mukiele,"10,000,000","228,431"
206198,76.0,78.0,47.0,23.0,76.0,71.0,26.0,58.0,55.0,32.0,70.0,63.0,53.0,64.0,51.0,75.0,49.0,49.0,65.0,68.0,86.0,56.0,72.0,73.0,26.0,58.0,41.0,67.0,74.0,80.0,77.0,14.0,15.0,7.0,9.0,15.0,15.89495209964411,25,12.359990565635892,D. Heintz,"7,999,999","233,279"
192427,76.0,76.0,74.0,43.0,55.0,79.0,51.0,76.0,70.0,70.0,74.0,75.0,84.0,77.0,77.0,74.0,88.0,71.0,69.0,81.0,52.0,62.0,74.0,70.0,72.0,69.0,75.0,67.0,72.0,77.0,75.0,16.0,12.0,15.0,14.0,16.0,15.60727002719233,29,13.03514250232393,Júnior Caiçara,"6,000,000","458,237"
152747,76.0,76.0,75.0,65.0,28.0,73.0,68.0,81.0,63.0,55.0,61.0,78.0,83.0,81.0,87.0,75.0,91.0,64.0,68.0,76.0,54.0,57.0,57.0,52.0,73.0,73.0,62.0,77.0,56.0,50.0,43.0,14.0,7.0,7.0,16.0,11.0,15.761420707019587,31,13.955308364014847,A. Lennon,"6,999,999","1,150,041"
205995,76.0,79.0,86.0,54.0,67.0,75.0,53.0,78.0,84.0,63.0,71.0,78.0,79.0,76.0,73.0,74.0,83.0,78.0,77.0,75.0,75.0,68.0,73.0,70.0,68.0,77.0,46.0,71.0,71.0,73.0,72.0,9.0,14.0,16.0,7.0,10.0,15.89495209964411,24,12.256625597354544,J. Willems,"7,999,999","210,370"
221354,76.0,83.0,39.0,23.0,76.0,72.0,30.0,52.0,31.0,24.0,73.0,67.0,61.0,71.0,55.0,75.0,64.0,45.0,83.0,67.0,76.0,31.0,67.0,77.0,37.0,47.0,37.0,73.0,74.0,76.0,74.0,15.0,7.0,15.0,11.0,11.0,16.06680235657077,23,14.406690614368468,M. Veljković,"9,499,999","1,806,118"
194728,76.0,77.0,65.0,74.0,75.0,72.0,68.0,80.0,74.0,68.0,62.0,78.0,68.0,72.0,59.0,70.0,41.0,77.0,71.0,75.0,86.0,67.0,82.0,29.0,75.0,72.0,66.0,73.0,30.0,39.0,15.0,6.0,12.0,7.0,13.0,14.0,16.012735135300492,27,11.903269023071525,I. Belfodil,"8,999,999","147,748"
188840,76.0,76.0,77.0,40.0,65.0,70.0,55.0,72.0,70.0,55.0,65.0,72.0,77.0,77.0,68.0,69.0,67.0,70.0,71.0,90.0,75.0,45.0,79.0,77.0,65.0,62.0,50.0,68.0,75.0,74.0,73.0,15.0,12.0,7.0,13.0,13.0,15.424948470398375,32,13.724053511028503,Miguel Lopes,"5,000,000","912,600"
182184,76.0,76.0,70.0,63.0,65.0,79.0,69.0,69.0,68.0,61.0,76.0,73.0,62.0,57.0,66.0,77.0,65.0,67.0,88.0,86.0,70.0,69.0,83.0,78.0,65.0,74.0,44.0,78.0,67.0,75.0,71.0,11.0,15.0,8.0,13.0,10.0,15.830413578506539,29,14.753310306760435,D. Stephens,"7,499,999","2,554,355"
235944,76.0,85.0,69.0,77.0,52.0,74.0,65.0,78.0,74.0,56.0,69.0,80.0,75.0,77.0,72.0,74.0,52.0,73.0,65.0,70.0,70.0,78.0,45.0,47.0,77.0,78.0,62.0,78.0,49.0,40.0,32.0,10.0,5.0,10.0,12.0,8.0,16.300417207752275,22,13.68599056856765,Brais Méndez,"12,000,000","878,517"
190885,76.0,77.0,74.0,43.0,64.0,74.0,43.0,76.0,64.0,66.0,63.0,74.0,77.0,80.0,72.0,74.0,69.0,72.0,49.0,76.0,65.0,68.0,66.0,74.0,68.0,69.0,48.0,72.0,74.0,78.0,76.0,8.0,9.0,15.0,9.0,6.0,15.761420707019587,27,15.94860590576347,A. Smith,"6,999,999","8,440,954"
201893,76.0,77.0,64.0,58.0,59.0,77.0,55.0,72.0,76.0,67.0,73.0,75.0,55.0,40.0,66.0,75.0,62.0,81.0,49.0,76.0,68.0,72.0,87.0,76.0,75.0,74.0,69.0,69.0,73.0,75.0,62.0,10.0,14.0,9.0,10.0,9.0,15.830413578506539,28,15.178249306520927,Recio,"7,499,999","3,906,878"
189860,76.0,76.0,78.0,55.0,52.0,77.0,54.0,81.0,65.0,55.0,54.0,78.0,77.0,79.0,82.0,70.0,85.0,56.0,69.0,77.0,65.0,65.0,70.0,74.0,69.0,69.0,60.0,68.0,72.0,78.0,77.0,16.0,15.0,7.0,15.0,11.0,15.687312734865866,28,15.725634392685388,Kiko Femenía,"6,500,000","6,753,925"
230564,76.0,82.0,69.0,72.0,47.0,78.0,61.0,83.0,60.0,51.0,73.0,79.0,78.0,78.0,90.0,75.0,79.0,67.0,64.0,78.0,53.0,68.0,65.0,57.0,69.0,76.0,62.0,65.0,61.0,64.0,65.0,8.0,11.0,13.0,8.0,14.0,16.166885815127753,24,10.470359640504569,M. Gaćinović,"10,500,000","35,254"
152996,76.0,76.0,65.0,43.0,52.0,75.0,40.0,75.0,67.0,61.0,70.0,79.0,66.0,55.0,76.0,77.0,77.0,56.0,74.0,86.0,66.0,42.0,79.0,80.0,55.0,72.0,55.0,77.0,68.0,74.0,72.0,7.0,13.0,11.0,6.0,7.0,15.424948470398375,31,16.011929928073855,P. Skjelbred,"5,000,000","8,992,756"
211108,76.0,79.0,70.0,67.0,44.0,75.0,58.0,78.0,67.0,60.0,70.0,77.0,80.0,80.0,72.0,77.0,79.0,75.0,87.0,70.0,66.0,71.0,63.0,50.0,75.0,73.0,63.0,74.0,56.0,50.0,49.0,6.0,11.0,11.0,10.0,8.0,16.06680235657077,25,15.608433363185126,Fernandinho,"9,499,999","6,006,984"
134820,76.0,76.0,53.0,44.0,50.0,79.0,42.0,70.0,55.0,44.0,70.0,72.0,64.0,66.0,74.0,72.0,73.0,70.0,77.0,85.0,77.0,48.0,88.0,76.0,47.0,56.0,74.0,86.0,76.0,75.0,71.0,7.0,7.0,14.0,15.0,14.0,14.946912669455374,33,12.36037951098067,S. Brown,"3,099,999","233,369"
232099,76.0,86.0,60.0,71.0,78.0,78.0,61.0,79.0,60.0,51.0,74.0,78.0,59.0,67.0,68.0,75.0,52.0,75.0,76.0,75.0,77.0,64.0,77.0,71.0,75.0,77.0,57.0,83.0,69.0,74.0,73.0,9.0,14.0,8.0,12.0,13.0,16.213405830762646,22,14.808784553233634,M. Grujić,"11,000,000","2,700,060"
200353,76.0,80.0,57.0,31.0,78.0,66.0,35.0,47.0,31.0,36.0,52.0,56.0,57.0,66.0,53.0,60.0,65.0,48.0,83.0,72.0,91.0,42.0,77.0,73.0,34.0,32.0,40.0,75.0,75.0,78.0,76.0,6.0,10.0,8.0,16.0,14.0,15.955576721460545,26,15.990028797176715,A. Soumaoro,"8,500,000","8,797,945"
198614,76.0,76.0,49.0,36.0,78.0,73.0,44.0,25.0,34.0,65.0,56.0,73.0,50.0,40.0,54.0,61.0,65.0,72.0,77.0,50.0,75.0,41.0,79.0,72.0,39.0,46.0,46.0,68.0,74.0,79.0,78.0,10.0,16.0,9.0,12.0,10.0,15.520258650202699,30,12.14594922897762,Raúl Navas,"5,499,999","188,329"
184789,76.0,76.0,49.0,80.0,84.0,72.0,68.0,69.0,58.0,42.0,48.0,75.0,45.0,46.0,63.0,76.0,59.0,82.0,64.0,65.0,87.0,64.0,74.0,41.0,78.0,65.0,76.0,75.0,31.0,41.0,13.0,14.0,12.0,6.0,16.0,9.0,15.830413578506539,31,13.511131130312311,A. Szalai,"7,499,999","737,580"
230613,76.0,84.0,64.0,48.0,59.0,80.0,46.0,76.0,62.0,37.0,76.0,80.0,68.0,70.0,78.0,73.0,69.0,66.0,58.0,78.0,70.0,56.0,80.0,74.0,54.0,78.0,52.0,75.0,73.0,74.0,72.0,11.0,14.0,5.0,11.0,11.0,16.25785759333348,21,13.303944465253853,A. Diawara,"11,500,000","599,555"
189908,76.0,79.0,19.0,11.0,10.0,29.0,17.0,18.0,12.0,19.0,26.0,23.0,51.0,51.0,48.0,68.0,38.0,23.0,58.0,31.0,58.0,15.0,33.0,17.0,13.0,32.0,22.0,58.0,18.0,12.0,12.0,80.0,75.0,54.0,75.0,81.0,15.687312734865866,27,15.942291870050193,L. Skorupski,"6,500,000","8,387,825"
192722,76.0,76.0,76.0,73.0,63.0,77.0,73.0,78.0,76.0,70.0,71.0,79.0,75.0,73.0,78.0,72.0,74.0,70.0,60.0,71.0,60.0,73.0,60.0,39.0,76.0,74.0,71.0,73.0,38.0,41.0,41.0,14.0,11.0,14.0,7.0,13.0,15.761420707019587,31,11.989255628521159,R. Hamouma,"6,999,999","161,015"
204497,76.0,79.0,74.0,67.0,45.0,78.0,63.0,77.0,68.0,63.0,78.0,76.0,74.0,67.0,77.0,75.0,77.0,69.0,58.0,79.0,60.0,71.0,50.0,35.0,68.0,79.0,48.0,72.0,38.0,29.0,35.0,15.0,12.0,13.0,10.0,12.0,16.11809565095832,25,12.82447195357263,K. Stöger,"10,000,000","371,190"
211408,76.0,83.0,60.0,64.0,56.0,78.0,38.0,74.0,62.0,36.0,74.0,76.0,76.0,69.0,76.0,74.0,79.0,70.0,79.0,79.0,66.0,64.0,79.0,76.0,68.0,76.0,50.0,70.0,72.0,74.0,70.0,13.0,8.0,11.0,14.0,6.0,16.166885815127753,24,12.622363355348682,K. Linetty,"10,500,000","303,265"
198352,76.0,77.0,43.0,34.0,81.0,66.0,37.0,49.0,33.0,40.0,66.0,54.0,51.0,55.0,49.0,76.0,40.0,65.0,64.0,62.0,85.0,30.0,68.0,81.0,33.0,47.0,43.0,75.0,74.0,81.0,70.0,7.0,16.0,8.0,13.0,14.0,15.830413578506539,27,12.681452115395224,S. Bell,"7,499,999","321,724"
188879,76.0,77.0,63.0,49.0,58.0,77.0,37.0,65.0,40.0,32.0,75.0,76.0,65.0,76.0,61.0,70.0,60.0,73.0,66.0,73.0,90.0,62.0,78.0,74.0,59.0,70.0,54.0,67.0,73.0,74.0,73.0,11.0,7.0,13.0,15.0,10.0,15.761420707019587,29,13.412236682029272,A. N'Diaye,"6,999,999","668,129"
231887,76.0,83.0,77.0,71.0,68.0,76.0,68.0,78.0,79.0,76.0,70.0,77.0,70.0,75.0,76.0,68.0,69.0,78.0,55.0,80.0,69.0,75.0,68.0,40.0,74.0,76.0,60.0,73.0,38.0,54.0,45.0,10.0,12.0,5.0,13.0,7.0,16.213405830762646,22,13.308348342075782,Y. Yazıcı,"11,000,000","602,202"
189390,76.0,76.0,81.0,50.0,68.0,75.0,47.0,72.0,61.0,70.0,74.0,74.0,65.0,76.0,65.0,75.0,62.0,75.0,73.0,77.0,75.0,64.0,75.0,72.0,66.0,60.0,70.0,73.0,75.0,78.0,77.0,12.0,14.0,7.0,6.0,10.0,15.60727002719233,30,12.365896165862557,B. Oczipka,"6,000,000","234,660"
239053,76.0,88.0,49.0,67.0,48.0,80.0,38.0,71.0,51.0,48.0,83.0,74.0,69.0,70.0,68.0,73.0,66.0,77.0,49.0,70.0,68.0,77.0,59.0,68.0,64.0,78.0,42.0,80.0,70.0,68.0,50.0,6.0,10.0,6.0,15.0,8.0,16.38045991542581,20,13.253231274645792,F. Valverde,"12,999,999","569,908"
214989,76.0,80.0,69.0,75.0,57.0,75.0,66.0,81.0,63.0,42.0,63.0,75.0,88.0,78.0,84.0,75.0,66.0,72.0,51.0,83.0,66.0,73.0,44.0,57.0,75.0,69.0,69.0,75.0,65.0,33.0,23.0,7.0,9.0,15.0,9.0,12.0,16.11809565095832,24,13.534125487966831,M. Benítez,"10,000,000","754,737"
137677,76.0,76.0,13.0,14.0,17.0,39.0,12.0,18.0,12.0,14.0,35.0,35.0,53.0,54.0,63.0,76.0,53.0,23.0,72.0,36.0,65.0,19.0,23.0,28.0,10.0,32.0,41.0,63.0,22.0,11.0,14.0,77.0,72.0,70.0,73.0,78.0,14.946912669455374,35,14.60351983040258,M. Vorm,"3,099,999","2,199,014"
198861,76.0,78.0,67.0,49.0,65.0,80.0,43.0,71.0,69.0,54.0,72.0,77.0,71.0,68.0,74.0,74.0,87.0,62.0,76.0,79.0,68.0,64.0,77.0,74.0,56.0,62.0,55.0,70.0,74.0,75.0,74.0,14.0,12.0,9.0,12.0,15.0,15.830413578506539,26,13.282956285080097,N. Mendy,"7,499,999","587,103"
209610,76.0,76.0,55.0,40.0,55.0,79.0,48.0,59.0,58.0,59.0,70.0,71.0,77.0,73.0,78.0,73.0,88.0,68.0,69.0,90.0,64.0,64.0,63.0,79.0,65.0,65.0,56.0,80.0,73.0,77.0,74.0,7.0,7.0,8.0,16.0,6.0,15.520258650202699,30,14.738181780430269,J. Vázquez,"5,499,999","2,516,002"
240900,75.0,83.0,29.0,16.0,76.0,74.0,21.0,35.0,27.0,22.0,33.0,71.0,66.0,68.0,44.0,65.0,60.0,39.0,72.0,67.0,78.0,17.0,74.0,79.0,23.0,30.0,31.0,56.0,62.0,77.0,76.0,9.0,9.0,15.0,6.0,11.0,15.955576721460545,22,13.153402741223399,Unai Núñez,"8,500,000","515,763"
225028,75.0,78.0,44.0,72.0,51.0,77.0,32.0,70.0,37.0,36.0,78.0,73.0,49.0,38.0,53.0,69.0,46.0,63.0,62.0,55.0,66.0,71.0,74.0,77.0,79.0,80.0,42.0,64.0,60.0,80.0,78.0,11.0,13.0,12.0,9.0,7.0,15.89495209964411,26,13.313700295938169,N. Radoja,"7,999,999","605,433"
186115,75.0,75.0,72.0,48.0,66.0,73.0,47.0,71.0,66.0,52.0,65.0,74.0,78.0,80.0,76.0,75.0,74.0,67.0,71.0,78.0,67.0,59.0,72.0,74.0,68.0,65.0,63.0,73.0,73.0,76.0,73.0,6.0,11.0,8.0,9.0,15.0,15.520258650202699,29,13.628165211191778,K. Gibbs,"5,499,999","829,157"
