Ntn_no,Play_Id,National_Team
3710,236530,
3711,183025,
3712,245745,
3713,244209,
3714,234993,
3715,233969,
3716,246768,
3717,238576,
3718,247023,
3719,243695,
3720,242159,
3721,239623,
3722,232455,
3723,221447,
3724,246277,
3725,234501,
3726,202244,
3727,238083,
3728,242434,
3729,232194,
3730,229378,
3731,228098,
3732,243969,
3733,243713,
3734,239617,
3735,232193,
3736,206081,
3737,226844,
3738,144156,
3739,243227,
3740,203547,
3741,241178,
3742,180760,
3743,245016,
3744,241688,
3745,237848,
3746,235288,
3747,246807,
3748,246039,
3749,245527,
3750,238103,
3751,235799,
3752,234519,
3753,228148,
3754,234290,
3755,228658,
3756,215090,
3757,189233,
3758,246833,
3759,244529,
3760,243505,
3761,228401,
3762,203569,
3763,186416,
3764,235824,
3765,234288,
3766,202544,
3767,242223,
3768,224303,
3769,245579,
3770,242507,
3771,241995,
3772,227146,
3773,241737,
3774,231241,
3775,155977,
3776,208457,
3777,206409,
3778,241736,
3779,222024,
3780,244295,
3781,243271,
3782,228935,
3783,239942,
3784,212038,
3785,207430,
3786,241250,
3787,240738,
3788,232290,
3789,231522,
3790,189281,
3791,224097,
3792,221281,
3793,242528,
3794,235872,
3795,213344,
3796,203615,
3797,239710,
3798,231262,
3799,246877,
3800,244573,
3801,243549,
3802,243832,
3803,238456,
3804,191863,
3805,244855,
3806,174199,
3807,204151,
3808,243318,
3809,242294,
3810,186228,
3811,242804,
3812,240500,
3813,228212,
3814,189811,
3815,244851,
3816,242803,
3817,241523,
3818,232846,
3819,232590,
3820,244109,
3821,235405,
3822,193164,
3823,242828,
3824,242060,
3825,236940,
3826,163212,
3827,200844,
3828,241035,
3829,229771,
3830,224651,
3831,242826,
3832,244105,
3833,235401,
3834,228769,
3835,213665,
3836,231840,
3837,227744,
3838,222624,
3839,215968,
3840,244639,
3841,241055,
3842,246430,
3843,242334,
3844,241822,
3845,149662,
3846,240285,
3847,208797,
3848,246940,
3849,240796,
3850,231580,
3851,228021,
3852,238516,
3853,230068,
3854,247219,
3855,242611,
3856,241075,
3857,188594,
3858,244658,
3859,243378,
3860,241841,
3861,241840,
3862,241584,
3863,230064,
3864,208816,
3865,246191,
3866,238511,
3867,225999,
3868,212175,
3869,210639,
3870,241102,
3871,238798,
3872,232654,
3873,228558,
3874,228046,
3875,214478,
3876,186572,
3877,184269,
3878,231116,
3879,243659,
3880,239307,
3881,239051,
3882,223947,
3883,233954,
3884,232930,
3885,231650,
3886,228834,
3887,224482,
3888,245217,
3889,244449,
3890,229345,
3891,225505,
3892,246752,
3893,244448,
3894,212960,
3895,242655,
3896,244190,
3897,238558,
3898,227806,
3899,237052,
3900,238075,
3901,237307,
3902,190200,
3903,243704,
3904,242424,
3905,241654,
3906,239606,
3907,231926,
3908,246773,
3909,244725,
3910,215285,
3911,200693,
3912,239348,
3913,246771,
3914,216563,
3915,242963,
3916,231187,
3917,226579,
3918,205075,
3919,237842,
3920,221202,
3921,245521,
3922,244496,
3923,202000,
3924,242703,
3925,240399,
3926,239631,
3927,235791,
3928,203023,
3929,247310,
3930,246798,
3931,241963,
3932,229419,
3933,229163,
3934,225067,
3935,233770,
3936,232746,
3937,243241,
3938,182312,
3939,245288,
3940,237352,
3941,239656,
3942,231464,
3943,245543,
3944,237095,
3945,220711,
3946,245798,
3947,231206,
3948,243779,
3949,238659,
3950,235329,
3951,212033,
3952,246592,
3953,242752,
3954,240704,
3955,240448,
3956,224576,
3957,223040,
3958,214080,
3959,199744,
3960,243519,
3961,210495,
3962,191806,
3963,241214,
3964,235101,
3965,232541,
3966,224349,
3967,243804,
3968,242012,
3969,241244,
3970,233052,
3971,229724,
3972,226140,
3973,223580,
3974,245339,
3975,219482,
3976,238937,
3977,245848,
3978,240472,
3979,182359,
3980,247413,
3981,243573,
3982,232053,
3983,240756,
3984,247411,
3985,220531,
3986,242802,
3987,241010,
3988,237426,
3989,247409,
3990,246385,
3991,242545,
3992,237937,
3993,236657,
3994,240496,
3995,235376,
3996,243600,
3997,246415,
3998,242319,
3999,229263,
4000,241038,
4001,231310,
4002,155534,
4003,239245,
4004,237965,
4005,244364,
4006,246667,
4007,246666,
4008,240778,
4009,240010,
4010,238474,
4011,225674,
4012,217994,
4013,244395,
4014,239275,
4015,247466,
4016,242346,
4017,240810,
4018,242857,
4019,246952,
4020,244904,
4021,242344,
4022,233128,
4023,243623,
4024,242599,
4025,247206,
4026,240038,
4027,246949,
4028,212133,
4029,187336,
4030,244680,
4031,244424,
4032,243144,
4033,195013,
4034,246725,
4035,243397,
4036,235205,
4037,202949,
4038,242628,
4039,104900,
4040,244419,
4041,229571,
4042,246722,
4043,241858,
4044,222402,Wellington Phoenix
4045,197597,
4046,238044,
4047,245979,
4048,242139,
4049,218587,
4050,241114,
4051,225498,
4052,139482,
4053,244953,
4054,240857,
4055,173785,
4056,226521,
4057,242136,
4058,233176,
4059,232920,
4060,222168,
4061,247511,
4062,207603,
4063,241394,
4064,243185,
4065,232944,
4066,230640,
4067,245999,
4068,241647,
4069,235247,
4070,232687,
4071,231663,
4072,244718,
4073,242158,
4074,240109,
4075,210925,
4076,246764,
4077,241388,
4078,235500,
4079,243470,
4080,241422,
4081,224526,
4082,245773,
4083,243981,
4084,236557,
4085,232973,
4086,232205,
4087,218381,
4088,246284,
4089,238347,
4090,244490,
4091,244233,
4092,235785,
4093,245000,
4094,241160,
4095,244012,
4096,243500,
4097,235820,
4098,165932,
4099,224554,
4100,237097,
4101,230697,
4102,226089,
4103,245800,
4104,235815,
4105,228134,
4106,223270,
4107,241445,
4108,247332,
4109,243235,
4110,236579,
4111,239952,
4112,243279,
4113,240207,
4114,238927,
4115,238670,
4116,244558,
4117,237133,
4118,236365,
4119,235596,
4120,191563,
4121,182347,
4122,240970,
4123,243528,
4124,229706,
4125,238920,
4126,233800,
4127,247410,
4128,222322,
4129,238449,
4130,227185,
4131,225136,
4132,214896,
4133,247407,
4134,241263,
4135,222574,
4136,247149,
4137,224620,
4138,242539,
4139,244585,
4140,235881,
4141,198761,
4142,231526,
4143,220564,
4144,182419,
4145,245649,
4146,244113,
4147,226193,
4148,200593,
4149,202128,
4150,198543,
4151,237966,
4152,227726,
4153,224397,
4154,240524,
4155,222348,
4156,245685,
4157,245429,
4158,244405,
4159,243637,
4160,244660,
4161,242100,
4162,225716,
4163,241587,
4164,245170,
4165,240562,
4166,247217,
4167,242353,
4168,244656,
4169,244400,
4170,242095,
4171,238767,
4172,222422,
4173,233941,
4174,244435,
4175,242131,
4176,222931,
4177,182738,
4178,244690,
4179,212178,
4180,243665,
4181,233425,
4182,228304,
4183,239311,
4184,236495,
4185,233679,
4186,227791,
4187,247502,
4188,242162,
4189,241650,
4190,239858,
4191,222449,
4192,213489,
4193,201457,
4194,246255,
4195,245742,
4196,222191,
4197,243950,
4198,246253,
4199,242413,
4200,236525,
4201,228845,
4202,228077,
4203,240364,
4204,238060,
4205,245001,
4206,237321,
4207,242184,
4208,237832,
4209,241159,
4210,237575,
4211,182790,
4212,229126,
4213,243973,
4214,230661,
4215,229893,
4216,215301,
4217,245252,
4218,236292,
4219,230660,
4220,226820,
4221,237867,
4222,244522,
4223,243242,
4224,240682,
4225,240170,
4226,210986,
4227,245801,
4228,240681,
4229,237609,
4230,231463,
4231,242470,
4232,242214,
4233,246820,
4234,245796,
4235,238628,
4236,238372,
4237,246602,
4238,245321,
4239,239689,
4240,242504,
4241,231752,
4242,228424,
4243,226120,
4244,233030,
4245,224582,
4246,192580,
4247,247364,
4248,230980,
4249,237379,
4250,241474,
4251,235074,
4252,236353,
4253,244589,
4254,236653,
4255,244076,
4256,204396,
4257,244073,
4258,247400,
4259,238952,
4260,224616,
4261,245863,
4262,245095,
4263,231527,
4264,237926,
4265,237158,
4266,245092,
4267,244068,
4268,239460,
4269,226450,
4270,241552,
4271,243345,
4272,235664,
4273,232591,
4274,244878,
4275,243854,
4276,242318,
4277,2702,
4278,236941,
4279,246924,
4280,239500,
4281,137356,
4282,244107,
4283,242315,
4284,240779,
4285,244662,
4286,243126,
4287,245428,
4288,241332,
4289,228019,
4290,246450,
4291,245426,
4292,243121,
4293,232369,
4294,240048,
4295,242094,
4296,245165,
4297,232621,
4298,244140,
4299,242092,
4300,234412,
4301,242904,
4302,242391,
4303,243669,
4304,228052,
4305,232403,
4306,243922,
4307,229586,
4308,242385,
4309,228047,
4310,213967,
4311,246734,
4312,245454,
4313,242638,
4314,239566,
4315,219854,
4316,247245,
4317,242124,
4318,242169,
4319,244728,
4320,235768,
4321,232696,
4322,183031,
4323,246263,
4324,243959,
4325,234743,
4326,247542,
4327,247286,
4328,246261,
4329,243701,
4330,244212,
4331,236788,
4332,231924,
4333,228596,
4334,247539,
4335,245019,
4336,246042,
4337,243482,
4338,241434,
4339,241944,
4340,244247,
4341,247574,
4342,245782,
4343,244758,
4344,226838,
4345,245781,
4346,239125,
4347,234261,
4348,243476,
4349,245523,
4350,246290,
4351,246849,
4352,242497,
4353,240192,
4354,235072,
4355,246335,
4356,244286,
4357,228926,
4358,236861,
4359,243260,
4360,237372,
4361,236860,
4362,243259,
4363,243258,
4364,245816,
4365,242488,
4366,240696,
4367,243041,
4368,222049,
4369,246112,
4370,245088,
4371,244320,
4372,244831,
4373,162911,
4374,244830,
4375,246875,
4376,243035,
4377,238171,
4378,232538,
4379,242009,
4380,231513,
4381,227929,
4382,233048,
4383,238167,
4384,234631,
4385,240262,
4386,231046,
4387,236677,
4388,232325,
4389,224645,
4390,213893,
4391,246660,
4392,244612,
4393,242564,
4394,246915,
4395,245379,
4396,247169,
4397,240769,
4398,245632,
4399,245376,
4400,242862,
4401,239534,
4402,244141,
4403,242090,
4404,232362,
4405,228009,
4406,222121,
4407,245416,
4408,237479,
4409,233383,
4410,245413,
4411,242596,
4412,240804,
4413,235939,
4414,213667,
4415,208291,
4416,242393,
4417,236249,
4418,227545,
4419,246743,
4420,239319,
4421,235479,
4422,246742,
4423,241878,
4424,240086,
4425,246996,
4426,246228,
4427,244180,
4428,243668,
4429,236244,
4430,242642,
4431,232402,
4432,247037,
4433,206077,
4434,246012,
4435,245499,
4436,238840,
4437,239607,
4438,243702,
4439,243445,
4440,225780,
4441,245747,
4442,238066,
4443,247537,
4444,241905,
4445,236785,
4446,243951,
4447,242415,
4448,245799,
4449,244775,
4450,244519,
4451,222503,
4452,230950,
4453,247333,
4454,237860,
4455,241955,
4456,242978,
4457,247329,
4458,240673,
4459,241440,
4460,235808,
4461,244510,
4462,238620,
4463,221980,
4464,242526,
4465,243037,
4466,233307,
4467,232539,
4468,203099,
4469,224858,
4470,243801,
4471,245336,
4472,243286,
4473,242774,
4474,236371,
4475,244818,
4476,234066,
4477,225873,
4478,246350,
4479,243278,
4480,245580,
4481,243860,
4482,241300,
4483,226196,
4484,245651,
4485,240275,
4486,238995,
4487,245650,
4488,237714,
4489,245135,
4490,244623,
4491,228239,
4492,242062,
4493,245131,
4494,229770,
4495,237705,
4496,234121,
4497,240310,
4498,231606,
4499,243893,
4500,231861,
4501,228533,
4502,247220,
4503,242612,
4504,237236,
4505,244659,
4506,232370,
4507,231602,
4508,245169,
4509,244657,
4510,241328,
4511,244654,
4512,241582,
4513,236774,
4514,222182,
4515,246756,
4516,245988,
4517,239076,
4518,231396,
4519,245475,
4520,232418,
4521,244192,
4522,219872,
4523,246749,
4524,235741,
4525,231131,
4526,244442,
4527,238298,
4528,244439,
4529,245524,
4530,242452,
4531,234260,
4532,235283,
4533,201490,
4534,246801,
4535,214033,
4536,243728,
4537,245518,
4538,247309,
4539,233741,
4540,246796,
4541,242700,
4542,235532,
4543,229644,
4544,242443,
4545,245069,
4546,242509,
4547,246091,
4548,245067,
4549,242251,
4550,235851,
4551,240967,
4552,232518,
4553,244293,
4554,243269,
4555,246852,
4556,243012,
4557,241988,
4558,246082,
4559,243522,
4560,246846,
4561,245387,
4562,247177,
4563,242057,
4564,241033,
4565,247175,
4566,235143,
4567,242566,
4568,228998,
4569,245893,
4570,244093,
4571,244860,
4572,244091,
4573,243067,
4574,238715,
4575,236407,
4576,235383,
4577,241602,
4578,231617,
4579,230081,
4580,244928,
4581,243136,
4582,245951,
4583,211135,
4584,232638,
4585,242877,
4586,242109,
4587,245435,
4588,243131,
4589,138427,
4590,246714,
4591,226490,
4592,246713,
4593,239801,
4594,236794,
4595,235770,
4596,246775,
4597,242167,
4598,241655,
4599,247029,
4600,246260,
4601,246004,
4602,243188,
4603,223988,
4604,247027,
4605,244211,
4606,245489,
4607,233456,
4608,246767,
4609,244207,
4610,244781,
4611,247082,
4612,237866,
4613,231722,
4614,245545,
4615,237865,
4616,236328,
4617,242983,
4618,241959,
4619,243750,
4620,237606,
4621,243493,
4622,242469,
4623,208932,
4624,245027,
4625,242723,
4626,227949,
4627,243050,
4628,240236,
4629,244328,
4630,233832,
4631,237927,
4632,244070,
4633,246117,
4634,218468,
4635,247391,
4636,245343,
4637,237919,
4638,244828,
4639,245083,
4640,244824,
4641,245847,
4642,245075,
4643,242347,
4644,246698,
4645,240297,
4646,247208,
4647,240808,
4648,237736,
4649,243366,
4650,242854,
4651,236453,
4652,238500,
4653,236452,
4654,242851,
4655,247202,
4656,240544,
4657,236448,
4658,243103,
4659,239006,
4660,247271,
4661,240871,
4662,225766,
4663,243684,
4664,237795,
4665,231651,
4666,240608,
4667,222432,
4668,245983,
4669,245727,
4670,222431,
4671,242910,
4672,245469,
4673,240348,
4674,243162,
4675,233689,
4676,242742,
4677,233525,
4678,243252,
4679,243507,
4680,241203,
4681,234801,
4682,244015,
4683,239407,
4684,244014,
4685,217645,
4686,247083,
4687,224555,
4688,241962,
4689,225831,
4690,238374,
4691,245797,
4692,247416,
4693,238455,
4694,236919,
4695,244598,
4696,241268,
4697,237168,
4698,230000,
4699,237167,
4700,243566,
4701,210797,
4702,224619,
4703,245866,
4704,240490,
4705,237930,
4706,240489,
4707,231273,
4708,244583,
4709,243116,
4710,245931,
4711,243625,
4712,224681,
4713,241832,
4714,212392,
4715,243367,
4716,240295,
4717,11430,
4718,243109,
4719,242853,
4720,246180,
4721,244132,
4722,238756,
4723,247457,
4724,244895,
4725,236702,
4726,236528,
4727,206319,
4728,247022,
4729,241134,
4730,243690,
4731,244201,
4732,241641,
4733,245224,
4734,240358,
4735,247266,
4736,242657,
4737,242144,
4738,240096,
4739,245726,
4740,245470,
4741,244701,
4742,240603,
4743,245584,
4744,243790,
4745,241998,
4746,245320,
4747,241223,
4748,239428,
4749,242243,
4750,243520,
4751,245567,
4752,240703,
4753,247358,
4754,245563,
4755,238907,
4756,241208,
4757,245040,
4758,244783,
4759,227770,
4760,242873,
4761,246712,
4762,233912,
4763,232888,
4764,245175,
4765,246962,
4766,242610,
4767,245422,
4768,238766,
4769,239019,
4770,238251,
4771,241576,
4772,246946,
4773,242848,
4774,245407,
4775,243979,
4776,243465,
4777,245512,
4778,240648,
4779,240392,
4780,247551,
4781,245502,
4782,243198,
4783,246777,
4784,244217,
4785,241656,
4786,242165,
4787,246003,
4788,246766,
4789,239086,
4790,245741,
4791,213914,
4792,243092,
4793,244626,
4794,247183,
4795,246158,
4796,243085,
4797,243340,
4798,246665,
4799,245129,
4800,245126,
4801,235910,
4802,243072,
4803,244862,
4804,247165,
4805,243068,
4806,227954,
4807,245018,
4808,243213,
4809,243722,
4810,242698,
4811,245509,
4812,233215,
4813,247038,
4814,243708,
4815,235769,
4816,247544,
4817,241144,
4818,238583,
4819,242421,
4820,241908,
4821,239860,
4822,234996,
4823,243638,
4824,245684,
4825,243892,
4826,246194,
4827,245424,
4828,239783,
4829,243110,
4830,242086,
4831,246692,
4832,243108,
4833,236705,
4834,240286,
4835,238492,
4836,243866,
4837,246424,
4838,241303,
4839,243099,
4840,243097,
4841,245143,
4842,243351,
4843,243596,
4844,244874,
4845,243070,
4846,245629,
4847,241276,
4848,240234,
4849,245587,
4850,244043,
4851,238664,
4852,245050,
4853,245808,
4854,227629,
4855,244823,
4856,245571,
4857,245570,
4858,245569,
4859,240160,
4860,240927,
4861,240158,
4862,240917,
4863,245010,
4864,246268,
4865,243961,
4866,53748,
4867,246001,
4868,245734,
4869,221669,
4870,244964,
4871,246269,
4872,246758,
4873,243165,
4874,243413,
4875,229046,
4876,241828,
4877,244638,
4878,247447,
4879,246412,
4880,243582,
4881,245862,
4882,245344,
4883,246243,
4884,243158,
4885,246227,
4886,246733,
4887,244677,
4888,243649,
4889,243636,
4890,243112,
4891,245412,
4892,243876,
4893,242852,
4894,247201,
4895,242844,
4896,245590,
4897,244817,
4898,244810,
4899,245575,
4900,246086,
4901,234042,
4902,245024,
4903,237599,
4904,245533,
4905,243725,
4906,243723,
4907,242696,
4908,243204,
4909,245755,
4910,236012,
4911,225510,
4912,246757,
4913,247268,
4914,244958,
4915,233940,
4916,244172,
4917,246468,
4918,228292,
4919,233398,
4920,247476,
4921,233395,
4922,246695,
4923,243107,
4924,242849,
4925,242591,
4926,243101,
4927,245291,
4928,235819,
4929,246825,
4930,246313,
4931,242215,
4932,245542,
4933,244773,
4934,236324,
4935,246051,
4936,241443,
4937,236814,
4938,243711,
4939,244733,
4940,243709,
4941,246779,
4942,245493,
4943,237045,
4944,245234,
4945,243434,
4946,242152,
4947,245735,
4948,239079,
4949,245222,
4950,246753,
4951,244961,
4952,243681,
4953,246240,
4954,244959,
4955,243934,
4956,245468,
4957,247259,
4958,245720,
4959,232149,
4960,240339,
4961,245456,
4962,244943,
4963,243406,
4964,243658,
4965,244425,
4966,242111,
4967,238527,
4968,232637,
4969,244924,
4970,243127,
4971,241558,
4972,243093,
4973,237204,
4974,243091,
4975,242063,
4976,243597,
4977,244108,
4978,243084,
4979,238219,
4980,238468,
4981,243073,
4982,246656,
4983,246399,
4984,246654,
4985,245370,
4986,241018,
4987,246648,
4988,247152,
4989,243822,
4990,233835,
4991,245346,
4992,245345,
4993,246111,
4994,235611,
4995,238169,
4996,247127,
4997,246088,
4998,246850,
4999,244794,
5000,236343,
5001,245044,
5002,247339,
5003,241194,
5004,245031,
5005,246310,
5006,242213,
5007,205861,
5008,211490,
5009,245025,
5010,246047,
5011,242975,
5012,243230,
5013,247581,
5014,219163,
5015,244978,
5016,238834,
5017,239857,
5018,247024,
5019,244463,
5020,241899,
5021,242150,
5022,246245,
5023,243428,
5024,240356,
5025,245473,
5026,247520,
5027,245467,
5028,242907,
5029,245464,
5030,240597,
5031,233685,
5032,234705,
5033,182478,
5034,241099,
5035,243143,
5036,245700,
5037,246467,
5038,244674,
5039,244926,
5040,232126,
5041,241341,
5042,246201,
5043,238520,
5044,241076,
5045,243891,
5046,247474,
5047,244913,
5048,246447,
5049,243119,
5050,244397,
5051,243629,
5052,243369,
5053,242601,
5054,243621,
5055,243104,
5056,243359,
5057,242847,
5058,237727,
5059,246129,
5060,234096,
5061,246122,
5062,246119,
5063,245607,
5064,245094,
5065,245861,
5066,245859,
5067,246110,
5068,241246,
5069,233822,
5070,240220,
5071,242011,
5072,244056,
5073,237909,
5074,244559,
5075,243535,
5076,246094,
5077,246092,
5078,247115,
5079,246856,
5080,241221,
5081,242241,
5082,244795,
5083,246325,
5084,241714,
5085,245039,
5086,238894,
5087,245036,
5088,244777,
5089,246311,
5090,242718,
5091,242206,
5092,241691,
5093,241690,
5094,236826,
5095,246291,
5096,242706,
5097,243216,
5098,243215,
5099,244494,
5100,244493,
5101,244748,
5102,243724,
5103,243949,
5104,247532,
5105,247020,
5106,221420,
5107,239594,
5108,247272,
5109,245479,
5110,240102,
5111,242149,
5112,232676,
5113,242659,
5114,244450,
5115,241888,
5116,247519,
5117,245471,
5118,245723,
5119,241883,
5120,245465,
5121,243161,
5122,233945,
5123,243160,
5124,238292,
5125,208084,
5126,243411,
5127,233681,
5128,245455,
5129,242126,
5130,245452,
5131,238533,
5132,247491,
5133,232131,
5134,231107,
5135,246978,
5136,242882,
5137,236737,
5138,243648,
5139,242368,
5140,241088,
5141,242623,
5142,182461,
5143,244925,
5144,242621,
5145,246715,
5146,245434,
5147,241309,
5148,241561,
5149,247448,
5150,243096,
5151,246935,
5152,241559,
5153,239767,
5154,237205,
5155,243348,
5156,240531,
5157,243090,
5158,206477,
5159,243338,
5160,238985,
5161,224905,
5162,246151,
5163,241541,
5164,245123,
5165,244355,
5166,246913,
5167,242044,
5168,237435,
5169,246138,
5170,245624,
5171,234357,
5172,245611,
5173,240998,
5174,244324,
5175,243811,
5176,243299,
5177,245090,
5178,242786,
5179,234848,
5180,247390,
5181,241245,
5182,239196,
5183,232284,
5184,240218,
5185,234073,
5186,246100,
5187,245332,
5188,243539,
5189,242258,
5190,240978,
5191,243758,
5192,245548,
5193,245292,
5194,246315,
5195,242987,
5196,246314,
5197,242473,
5198,247591,
5199,244774,
5200,247331,
5201,245539,
5202,100899,
5203,246301,
5204,246043,
5205,245787,
5206,235032,
5207,241687,
5208,245777,
5209,243726,
5210,246795,
5211,242699,
5212,245002,
5213,243720,
5214,166920,
5215,245767,
5216,240391,
5217,244741,
5218,246020,
5219,244484,
5220,242690,
5221,240386,
5222,222978,
5223,236289,
5224,246016,
5225,245245,
5226,242941,
5227,51963,
5228,245496,
5229,246262,
5230,245494,
5231,238582,
5232,237300,
5233,234483,
5234,240113,
5235,245722,
5236,243930,
5237,244440,
5238,245463,
5239,241623,
5240,239831,
5241,247509,
5242,207829,
5243,241620,
5244,228048,
5245,245450,
5246,242633,
5247,240585,
5248,244168,
5249,237511,
5250,247238,
5251,244678,
5252,239813,
5253,221637,
5254,243139,
5255,240066,
5256,247489,
5257,247232,
5258,246463,
5259,246717,
5260,243386,
5261,240313,
5262,232633,
5263,245176,
5264,242615,
5265,231607,
5266,229047,
5267,246454,
5268,228022,
5269,246709,
5270,245427,
5271,241329,
5272,247216,
5273,245423,
5274,242863,
5275,241327,
5276,241326,
5277,240813,
5278,246938,
5279,245401,
5280,241305,
5281,234393,
5282,245400,
5283,243352,
5284,238230,
5285,242068,
5286,243603,
5287,243347,
5288,225427,
5289,242065,
5290,243599,
5291,236431,
5292,241294,
5293,240270,
5294,241293,
5295,240525,
5296,244620,
5297,245899,
5298,246154,
5299,224650,
5300,245384,
5301,240008,
5302,235912,
5303,247431,
5304,244871,
5305,232839,
5306,227975,
5307,245638,
5308,226950,
5309,234114,
5310,237952,
5311,244094,
5312,242814,
5313,242302,
5314,230014,
5315,243069,
5316,234365,
5317,244604,
5318,247419,
5319,239739,
5320,238458,
5321,244071,
5322,244326,
5323,244069,
5324,246116,
5325,247139,
5326,244323,
5327,236387,
5328,247136,
5329,239967,
5330,246620,
5331,233820,
5332,236634,
5333,244825,
5334,239961,
5335,239192,
5336,240726,
5337,245843,
5338,237392,
5339,244815,
5340,244813,
5341,244557,
5342,240205,
5343,244811,
5344,241483,
5345,244554,
5346,244809,
5347,244553,
5348,232009,
5349,241480,
5350,247367,
5351,246087,
5352,244551,
5353,237889,
5354,241472,
5355,241216,
5356,246079,
5357,242750,
5358,247101,
5359,247356,
5360,230971,
5361,247354,
5362,240952,
5363,244534,
5364,238373,
5365,243492,
5366,224548,
5367,242977,
5368,245280,
5369,242463,
5370,247321,
5371,247319,
5372,241943,
5373,239895,
5374,241429,
5375,239893,
5376,241426,
5377,228369,
5378,11793,
5379,245264,
5380,244495,
5381,234508,
5382,245515,
5383,244232,
5384,245765,
5385,240383,
5386,244478,
5387,238334,
5388,242682,
5389,245753,
5390,241401,
5391,246264,
5392,244984,
5393,245239,
5394,246006,
5395,241398,
5396,244981,
5397,243699,
5398,222195,
5399,230129,
5400,236783,
5401,247534,
5402,246765,
5403,222189,
5404,241642,
5405,242409,
5406,236009,
5407,243176,
5408,247510,
5409,245462,
5410,241622,
5411,244179,
5412,247506,
5413,241870,
5414,244939,
5415,243915,
5416,247497,
5417,244169,
5418,234953,
5419,239816,
5420,247237,
5421,244165,
5422,240069,
5423,233668,
5424,243651,
5425,241091,
5426,241601,
5427,242624,
5428,241599,
5429,235710,
5430,29118,
5431,244413,
5432,247228,
5433,244668,
5434,246459,
5435,239803,
5436,242106,
5437,242617,
5438,238009,
5439,242103,
5440,239799,
5441,236468,
5442,247475,
5443,246707,
5444,224947,
5445,245425,
5446,234672,
5447,242607,
5448,242606,
5449,243117,
5450,235949,
5451,232108,
5452,238237,
5453,244123,
5454,241563,
5455,246170,
5456,240538,
5457,228250,
5458,241304,
5459,235669,
5460,246163,
5461,237969,
5462,245392,
5463,242064,
5464,246155,
5465,243337,
5466,240009,
5467,241543,
5468,246150,
5469,247173,
5470,247428,
5471,244356,
5472,231298,
5473,244864,
5474,238976,
5475,236416,
5476,243071,
5477,240767,
5478,246653,
5479,242301,
5480,246396,
5481,244092,
5482,237434,
5483,245625,
5484,242297,
5485,241529,
5486,239477,
5487,241267,
5488,245618,
5489,238705,
5490,242031,
5491,241519,
5492,225390,
5493,242541,
5494,237677,
5495,233810,
5496,245585,
5497,230737,
5498,241487,
5499,246604,
5500,246348,
5501,244812,
5502,240460,
5503,244299,
5504,237387,
5505,225867,
5506,246090,
5507,247368,
5508,246854,
5509,245574,
5510,237126,
5511,246085,
5512,247363,
5513,242240,
5514,241983,
5515,241471,
5516,246590,
5517,241982,
5518,241980,
5519,240955,
5520,235064,
5521,220216,
5522,241207,
5523,244279,
5524,245558,
5525,241206,
5526,233526,
5527,245045,
5528,243253,
5529,247092,
5530,237619,
5531,224819,
5532,245041,
5533,247599,
5534,246063,
5535,246318,
5536,241454,
5537,226094,
5538,245537,
5539,244513,
5540,231199,
5541,243485,
5542,246041,
5543,244761,
5544,241433,
5545,247320,
5546,246040,
5547,244760,
5548,241432,
5549,240918,
5550,229398,
5551,242197,
5552,233237,
5553,246035,
5554,244755,
5555,243219,
5556,230160,
5557,247567,
5558,247055,
5559,240143,
5560,235535,
5561,242701,
5562,228109,
5563,247308,
5564,243212,
5565,228108,
5566,220939,
5567,243466,
5568,243721,
5569,247304,
5570,236551,
5571,242179,
5572,234499,
5573,244225,
5574,238335,
5575,229375,
5576,242173,
5577,230653,
5578,241916,
5579,240124,
5580,235771,
5581,241402,
5582,240111,
5583,241646,
5584,247533,
5585,237037,
5586,245740,
5587,245484,
5588,205036,
5589,233451,
5590,247018,
5591,237802,
5592,245993,
5593,241896,
5594,232679,
5595,233189,
5596,243171,
5597,242913,
5598,243936,
5599,228062,
5600,217822,
5601,243163,
5602,245207,
5603,230615,
5604,233683,
5605,243154,
5606,243921,
5607,238545,
5608,228049,
5609,235728,
5610,237519,
5611,244430,
5612,243917,
5613,225740,
5614,245706,
5615,240330,
5616,232648,
5617,228040,
5618,244679,
5619,240838,
5620,244933,
5621,223940,
5622,213700,
5623,242115,
5624,240323,
5625,220611,
5626,242872,
5627,181685,
5628,230069,
5629,222901,
5630,239540,
5631,238260,
5632,246195,
5633,245171,
5634,244914,
5635,245164,
5636,244651,
5637,247209,
5638,242345,
5639,242089,
5640,232615,
5641,230055,
5642,245414,
5643,244386,
5644,243106,
5645,236706,
5646,246943,
5647,240543,
5648,239007,
5649,235421,
5650,243356,
5651,241052,
5652,222108,
5653,242074,
5654,239002,
5655,233882,
5656,243353,
5657,242585,
5658,227225,
5659,242582,
5660,245141,
5661,225940,
5662,246931,
5663,238482,
5664,238993,
5665,243088,
5666,243087,
5667,243342,
5668,243341,
5669,226423,
5670,239222,
5671,232822,
5672,232821,
5673,232565,
5674,243827,
5675,230771,
5676,246130,
5677,245874,
5678,239473,
5679,245360,
5680,233328,
5681,238447,
5682,235375,
5683,246381,
5684,244074,
5685,242537,
5686,237928,
5687,235624,
5688,247398,
5689,228198,
5690,245604,
5691,234084,
5692,138083,
5693,233824,
5694,199008,
5695,182366,
5696,240990,
5697,245597,
5698,245341,
5699,246876,
5700,209244,
5701,244314,
5702,234842,
5703,222297,
5704,245849,
5705,247128,
