S/N,Id,Club_Team
2728,236843,Los Angeles FC
2729,170027,Scunthorpe United
2730,207659,SK Sturm Graz
2731,236586,Incheon United FC
2732,204349,BB Erzurumspor
2733,186172,Forest Green Rovers
2734,237116,Colorado Rapids
2735,231484,CD Universidad de Concepción
2736,214588,Club Deportes Temuco
2737,208188,Walsall
2738,204860,Notts County
2739,192315,Brisbane Roar
2740,181307,IK Sirius
2741,241467,Real Madrid
2742,214587,Curicó Unido
2743,206139,La Berrichonne de Châteauroux
2744,204091,Miedź Legnica
2745,242490,Atlético Nacional
2746,236858,Jaguares de Córdoba
2747,232250,Tottenham Hotspur
2748,107084,FC Schalke 04
2749,209740,MSV Duisburg
2750,200780,Hibernian
2751,239179,Jagiellonia Białystok
2752,238923,SC Fortuna Köln
2753,226123,San Martín de San Juan
2754,223819,Miedź Legnica
2755,200779,Bristol Rovers
2756,247370,Beşiktaş JK
2757,231498,Östersunds FK
2758,226122,FC Emmen
2759,199754,Heart of Midlothian
2760,245577,Granada CF
2761,240969,Club Atlético Banfield
2762,239945,Guadalajara
2763,203849,New England Revolution
2764,238686,Hallescher FC
2765,242013,Real Sporting de Gijón
2766,233053,Atiker Konyaspor
2767,222045,Livingston FC
2768,214877,SV Zulte-Waregem
2769,204637,SSV Jahn Regensburg
2770,181852,Beijing Renhe FC
2771,181339,IK Sirius
2772,244827,Lobos BUAP
2773,175963,SG Sonnenhof Großaspach
2774,234843,VfL Bochum 1848
2775,234587,Unión La Calera
2776,225883,Paraguay
2777,237914,CD Aves
2778,231514,IF Elfsborg
2779,214362,La Equidad
2780,189808,Fleetwood Town
2781,208752,Plymouth Argyle
2782,179055,Arka Gdynia
2783,240751,FC Girondins de Bordeaux
2784,234350,Real Oviedo
2785,228974,RCD Espanyol
2786,229741,CD Nacional
2787,225389,Club Atlético Lanús
2788,223085,Luton Town
2789,217709,Boavista FC
2790,242284,Vitesse
2791,226924,FC Wacker Innsbruck
2792,245099,KV Kortrijk
2793,224875,Malmö FF
2794,222315,Club Atlético Colón
2795,213355,Jaguares de Córdoba
2796,213376,Oxford United
2797,210304,1. FC Kaiserslautern
2798,194431,Piast Gliwice
2799,244607,AEK Athens
2800,239999,CD Tondela
2801,232831,V-Varen Nagasaki
2802,237438,UD Las Palmas
2803,223870,Arka Gdynia
2804,220030,Nîmes Olympique
2805,211070,Pogoń Szczecin
2806,239997,Benevento
2807,238717,Barnsley
2808,211581,Orlando City SC
2809,198269,AFC Wimbledon
2810,190588,Sporting Kansas City
2811,229500,CD Tondela
2812,193422,Odds BK
2813,237198,Chamois Niortais Football Club
2814,234382,Hallescher FC
2815,225678,Ecuador
2816,246669,Arsenal
2817,223629,Al Wehda
2818,208781,FC Emmen
2819,189836,Forest Green Rovers
2820,186508,Rosenborg BK
2821,177036,SV Sandhausen
2822,232332,New York City FC
2823,229516,AD Alcorcón
2824,239499,Hallescher FC
2825,238475,FC Sochaux-Montbéliard
2826,236427,IF Elfsborg
2827,223115,FC Groningen
2828,233884,Neuchâtel Xamax
2829,242075,SV Werder Bremen
2830,232859,FC Tokyo
2831,228763,Spartak Moscow
2832,247450,Deportivo Cali
2833,244378,Al Fateh
2834,233114,Bradford City
2835,220314,Hibernian
2836,140442,Doncaster Rovers
2837,203930,Milton Keynes Dons
2838,209561,Al Batin
2839,200601,Sangju Sangmu FC
2840,199321,Gillingham
2841,240024,AS Monaco
2842,234904,KRC Genk
2843,233880,1. FC Kaiserslautern
2844,187818,Wisła Płock
2845,183466,Cork City
2846,239018,Rio Ave FC
2847,234154,Chicago Fire
2848,233386,Querétaro
2849,228010,Vancouver Whitecaps FC
2850,238505,Celtic
2851,214185,Atlético Bucaramanga
2852,186536,Atlanta United
2853,243624,Adelaide United
2854,232871,Guangzhou Evergrande Taobao FC
2855,223143,BSC Young Boys
2856,138151,Grimsby Town
2857,193958,Portsmouth
2858,244390,1. FC Magdeburg
2859,228518,Stabæk Fotball
2860,247481,CD Aves
2861,240057,Paris FC
2862,239545,Guadalajara
2863,231353,FC Erzgebirge Aue
2864,222393,La Equidad
2865,188856,FC Wacker Innsbruck
2866,240312,Chamois Niortais Football Club
2867,230584,Al Fayha
2868,226232,FC Groningen
2869,212664,Arka Gdynia
2870,241591,Gimnàstic de Tarragona
2871,238263,FK Haugesund
2872,216503,1. FC Magdeburg
2873,206263,Southend United
2874,204727,SC Fortuna Köln
2875,194998,Plymouth Argyle
2876,237513,GIF Sundsvall
2877,203721,Cosenza
2878,191432,Al Qadisiyah
2879,190152,SV Mattersburg
2880,172232,BK Häcken
2881,225735,FC Würzburger Kickers
2882,186565,AFC Wimbledon
2883,242629,Orlando City SC
2884,238277,Hungary
2885,233157,Lokomotiv Moscow
2886,166853,Wycombe Wanderers
2887,231109,Stade Malherbe Caen
2888,224965,Forest Green Rovers
2889,221381,Independiente Medellín
2890,233156,Kawasaki Frontale
2891,199620,Shrewsbury
2892,235225,CD Tondela
2893,224217,Excelsior
2894,222937,Portsmouth
2895,181976,Beijing Sinobo Guoan FC
2896,237784,Cerezo Osaka
2897,221656,Minnesota United FC
2898,211928,Wycombe Wanderers
2899,210392,Rochdale
2900,235735,Chelsea
2901,226775,Toronto FC
2902,235990,SD Eibar
2903,234198,Willem II
2904,220886,Portland Timbers
2905,210646,Randers FC
2906,204502,Queens Park Rangers
2907,240341,Santa Clara
2908,235989,Club Atlético Huracán
2909,229845,FC Lugano
2910,223445,AJ Auxerre
2911,214485,Once Caldas
2912,202727,AC Ajaccio
2913,224230,Club Atlas
2914,201958,Rochdale
2915,229349,Sheffield Wednesday
2916,208869,Crawley Town
2917,193252,SK Sturm Graz
2918,245732,Panathinaikos FC
2919,238820,FC Sion
2920,236772,FC Red Bull Salzburg
2921,236515,Extremadura UD
2922,222435,Hebei China Fortune FC
2923,213987,Atlético Huila
2924,246242,Stade de Reims
2925,238562,SC Preußen Münster
2926,237538,Örebro SK
2927,236258,Peru
2928,221686,San Martín de San Juan
2929,186869,Cork City
2930,239093,DSC Arminia Bielefeld
2931,170229,Colchester United
2932,169461,Lincoln City
2933,208885,Clermont Foot 63
2934,193268,Foggia
2935,245748,Livingston FC
2936,241140,Levante UD
2937,238580,FC Luzern
2938,215540,SK Brann
2939,194035,FSV Zwickau
2940,189171,Bradford City
2941,187379,Boyacá Chicó FC
2942,204787,Motherwell
2943,187634,Deportivo Toluca
2944,243698,SKN St. Pölten
2945,229379,Fulham
2946,216322,Coventry City
2947,201986,AS Béziers
2948,176897,Curicó Unido
2949,204033,Walsall
2950,243968,Sint-Truidense VV
2951,233216,FC Carl Zeiss Jena
2952,223744,Rochdale
2953,219392,Wellington Phoenix
2954,212736,Jagiellonia Białystok
2955,176383,VfL Osnabrück
2956,232447,Shimizu S-Pulse
2957,224255,Club Deportes Temuco
2958,246014,San Jose Earthquakes
2959,242686,FC Groningen
2960,230654,Sampdoria
2961,238863,Portimonense SC
2962,239886,Panathinaikos FC
2963,224270,Wolfsberger AC
2964,221710,San Jose Earthquakes
2965,211982,FC Emmen
2966,237581,MKE Ankaragücü
2967,167437,Karlsruher SC
2968,214285,San Luis de Quillota
2969,212237,TSV 1860 München
2970,193804,Notts County
2971,240908,Sivasspor
2972,231436,West Ham United
2973,230412,Paraná
2974,225036,Once Caldas
2975,184331,Livorno
2976,171019,Cambridge United
2977,238108,Beijing Sinobo Guoan FC
2978,230684,Royal Excel Mouscron
2979,207644,Sarpsborg 08 FF
2980,181787,Shanghai Greenland Shenhua FC
2981,243995,Villarreal CF
2982,232731,Hokkaido Consadole Sapporo
2983,212251,FC Würzburger Kickers
2984,244762,OGC Nice
2985,244250,TSV 1860 München
2986,242714,Orlando City SC
2987,176922,Club Atlético Aldosivi
2988,238617,Palermo
2989,234521,AC Horsens
2990,229401,Doncaster Rovers
2991,214809,Belgrano de Córdoba
2992,214041,Envigado FC
2993,231979,Toronto FC
2994,228651,Perugia
2995,188970,Örebro SK
2996,215338,Deportivo Pasto
2997,238633,FC Würzburger Kickers
2998,236841,Querétaro
2999,209961,VfL Sportfreunde Lotte
3000,209193,SG Dynamo Dresden
3001,187176,Incheon United FC
3002,240680,FC Groningen
3003,170280,Grimsby Town
3004,234024,América FC (Minas Gerais)
3005,197928,West Bromwich Albion
3006,200487,SV Mattersburg
3007,246822,Once Caldas
3008,241190,1. FC Nürnberg
3009,136504,Jeonbuk Hyundai Motors
3010,240439,Hibernian
3011,237623,Patriotas Boyacá FC
3012,225847,Hibernian
3013,222519,FK Haugesund
3014,199479,SC Fortuna Köln
3015,190518,Kristiansund BK
3016,231222,Godoy Cruz
3017,229686,Portimonense SC
3018,229174,Pogoń Szczecin
3019,225590,Club Atlético Aldosivi
3020,212790,Le Havre AC
3021,178485,Mansfield Town
3022,234293,Cerezo Osaka
3023,195124,Cambridge United
3024,188724,Piast Gliwice
3025,239175,Odense Boldklub
3026,232519,Rangers FC
3027,230983,Crotone
3028,163143,Luton Town
3029,188230,Neuchâtel Xamax
3030,244806,Club Atlético Lanús
3031,216390,Patriotas Boyacá FC
3032,216134,Aalborg BK
3033,213318,Cheltenham Town
3034,210502,FC Admira Wacker Mödling
3035,184901,Gangwon FC
3036,180293,Jeonbuk Hyundai Motors
3037,245573,Spartak Moscow
3038,170309,Córdoba CF
3039,245572,Spartak Moscow
3040,244548,Padova
3041,242006,Urawa Red Diamonds
3042,241238,Stade Malherbe Caen
3043,213334,Willem II
3044,189013,Wisła Kraków
3045,239189,Fortuna Düsseldorf
3046,237397,Minnesota United FC
3047,19541,Crawley Town
3048,209493,Blackpool
3049,244308,Junior FC
3050,148564,Wisła Kraków
3051,245331,Valencia CF
3052,237139,Tottenham Hotspur
3053,236883,Excelsior
3054,235347,Scunthorpe United
3055,230995,FC Lorient
3056,207443,Red Star FC
3057,225125,Lincoln City
3058,220517,Venezia FC
3059,213349,GFC Ajaccio
3060,246884,Górnik Zabrze
3061,243556,CF Rayo Majadahonda
3062,243300,CD Nacional
3063,171620,AFC Wimbledon
3064,235876,Independiente Santa Fe
3065,222308,Beijing Sinobo Guoan FC
3066,218212,Foggia
3067,199780,SC Fortuna Köln
3068,237667,Al Taawoun
3069,105827,Wisła Kraków
3070,228707,RC Celta
3071,236898,BSC Young Boys
3072,221282,Luton Town
3073,221026,Independiente Medellín
3074,210805,Al Fayha
3075,246388,Venezuela
3076,239476,SKN St. Pölten
3077,238964,SpVgg Unterhaching
3078,235124,Tiburones Rojos de Veracruz
3079,231540,Bury
3080,165748,Zagłębie Lubin
3081,209268,Swindon Town
3082,238963,SpVgg Unterhaching
3083,238195,Sandefjord Fotball
3084,230515,Ceará Sporting Club
3085,229491,Deportes Iquique
3086,226675,Argentinos Juniors
3087,214131,Millonarios FC
3088,243314,Córdoba CF
3089,242034,Club León
3090,199812,Wycombe Wanderers
3091,193411,FC Sion
3092,209027,Al Faisaly
3093,203139,Wycombe Wanderers
3094,241538,ADO Den Haag
3095,240258,La Berrichonne de Châteauroux
3096,238210,Kristiansund BK
3097,213378,SV Darmstadt 98
3098,246145,Defensa y Justicia
3099,161921,Zagłębie Lubin
3100,223105,Universidad de Chile
3101,203649,Pescara
3102,242303,Audax Italiano
3103,232319,Shonan Bellmare
3104,231807,Kayserispor
3105,199039,FC Wacker Innsbruck
3106,232852,Nagoya Grampus
3107,231828,Aarhus GF
3108,212628,VfR Aalen
3109,242835,Borussia Dortmund
3110,224403,Belgrano de Córdoba
3111,241042,Tottenham Hotspur
3112,239506,Leicester City
3113,232338,Daegu FC
3114,232082,San Jose Earthquakes
3115,230290,Ceará Sporting Club
3116,241809,Al Shabab
3117,232593,Hokkaido Consadole Sapporo
3118,227217,Zagłębie Lubin
3119,657,Notts County
3120,246159,Manchester United
3121,240783,Shrewsbury
3122,155041,Notts County
3123,182944,Mansfield Town
3124,241568,River Plate
3125,214432,Rionegro Águilas
3126,243615,De Graafschap
3127,229535,Audax Italiano
3128,220831,Albacete BP
3129,219551,Heart of Midlothian
3130,217759,Extremadura UD
3131,184222,Hobro IK
3132,234654,SK Rapid Wien
3133,223902,Lincoln City
3134,222622,Tianjin TEDA FC
3135,219550,Crawley Town
3136,216478,Shrewsbury
3137,245405,Heart of Midlothian
3138,242608,V-Varen Nagasaki
3139,235952,San Martín de San Juan
3140,242351,Yokohama F. Marinos
3141,241071,Stade de Reims
3142,234927,Chicago Fire
3143,209071,Al Fateh
3144,246190,Spartak Moscow
3145,212910,Blackpool
3146,212398,Wisła Płock
3147,247469,Trabzonspor
3148,176301,FC Seoul
3149,240045,SK Sturm Graz
3150,237997,LA Galaxy
3151,169645,AFC Wimbledon
3152,216493,SC Preußen Münster
3153,213933,SG Dynamo Dresden
3154,245439,San Lorenzo de Almagro
3155,243647,MKE Ankaragücü
3156,241855,Levante UD
3157,210367,Cheltenham Town
3158,208831,Tranmere Rovers
3159,205759,FC St. Gallen
3160,182206,Bradford City
3161,239038,Le Havre AC
3162,231614,SpVgg Greuther Fürth
3163,243645,Port Vale
3164,233917,FC St. Gallen
3165,221373,Al Hazem
3166,229052,Antalyaspor
3167,223676,SV Mattersburg
3168,211900,SpVgg Unterhaching
3169,205755,Al Hazem
3170,217803,Club Deportes Temuco
3171,216779,FC Thun
3172,244938,Atlético Madrid
3173,225738,Real Valladolid CF
3174,212938,FK Bodø/Glimt
3175,212682,Portsmouth
3176,212170,Odense Boldklub
3177,242121,V-Varen Nagasaki
3178,239817,LOSC Lille
3179,235465,MSV Duisburg
3180,188872,KFC Uerdingen 05
3181,50632,Oldham Athletic
3182,235464,Preston North End
3183,232136,Le Havre AC
3184,242631,LA Galaxy
3185,169415,Club Atlas
3186,190169,FC Emmen
3187,245209,PSV
3188,207833,Portimonense SC
3189,244952,Puebla FC
3190,244184,CD Aves
3191,243928,AS Béziers
3192,206040,SV Zulte-Waregem
3193,224470,Guangzhou Evergrande Taobao FC
3194,216790,Plymouth Argyle
3195,213206,New York City FC
3196,238805,SV Wehen Wiesbaden
3197,233173,Kawasaki Frontale
3198,221397,RC Celta
3199,247508,Paris Saint-Germain
3200,175316,Hibernian
3201,232916,Vissel Kobe
3202,229588,Portland Timbers
3203,138729,Aalborg BK
3204,239592,Club León
3205,232680,Al Fayha
3206,224488,Bursaspor
3207,202728,Brisbane Roar
3208,222183,Shanghai Greenland Shenhua FC
3209,237286,Luton Town
3210,232166,Chicago Fire
3211,211174,NAC Breda
3212,228069,Club Necaxa
3213,225253,Trabzonspor
3214,216805,Pachuca
3215,213221,KAS Eupen
3216,211173,Al Raed
3217,204773,Clermont Foot 63
3218,203237,FC Seoul
3219,239096,Holstein Kiel
3220,233976,Ceará Sporting Club
3221,225016,Carpi
3222,241911,Ranheim Fotball
3223,230391,América FC (Minas Gerais)
3224,229367,Southend United
3225,226295,Montpellier HSC
3226,242678,San Lorenzo de Almagro
3227,164854,Cheltenham Town
3228,214518,Once Caldas
3229,204790,SK Rapid Wien
3230,177397,SV Mattersburg
3231,227573,St. Mirren
3232,219637,CF Rayo Majadahonda
3233,241652,IK Start
3234,231668,Boyacá Chicó FC
3235,214279,Colo-Colo
3236,220422,Al Fateh
3237,242437,Millonarios FC
3238,241925,1. FC Köln
3239,238341,Le Havre AC
3240,232453,Hokkaido Consadole Sapporo
3241,228357,Girona FC
3242,211717,Wellington Phoenix
3243,186884,Newcastle Jets
3244,246276,Atlético Madrid
3245,245764,Valencia CF
3246,239364,FC Red Bull Salzburg
3247,237060,Atlético Huila
3248,236804,Club Atlético Talleres
3249,209668,Lecce
3250,207620,Tranmere Rovers
3251,222233,Jiangsu Suning FC
3252,162072,Gillingham
3253,245783,Rio Ave FC
3254,243735,FC Energie Cottbus
3255,239127,Guadalajara
3256,223767,1. FC Kaiserslautern
3257,221206,Örebro SK
3258,214550,Atlético Bucaramanga
3259,231445,Brentford
3260,230933,NAC Breda
3261,225813,Patriotas Boyacá FC
3262,241172,Albacete BP
3263,240660,Chievo Verona
3264,239636,FC Midtjylland
3265,193555,Korona Kielce
3266,184851,San Jose Earthquakes
3267,238375,Bolivia
3268,237863,Heart of Midlothian
3269,226855,Curicó Unido
3270,182822,La Berrichonne de Châteauroux
3271,239142,Albacete BP
3272,230438,Atlético Paranaense
3273,223014,Vejle Boldklub
3274,200742,Blackpool
3275,244005,CA Osasuna
3276,239909,SG Sonnenhof Großaspach
3277,224805,Livorno
3278,213797,Rochdale
3279,243748,FC Energie Cottbus
3280,242212,Port Vale
3281,239908,SG Sonnenhof Großaspach
3282,234276,Jeonnam Dragons
3283,233508,Bolivia
3284,224311,Aalborg BK
3285,224055,Shanghai Greenland Shenhua FC
3286,202551,Kristiansund BK
3287,192566,Eintracht Braunschweig
3288,238902,Al Fayha
3289,236342,Adelaide United
3290,233782,Everton
3291,229942,Stade de Reims
3292,224054,Guangzhou R&F FC
3293,235573,Heart of Midlothian
3294,214325,Boyacá Chicó FC
3295,205877,Milton Keynes Dons
3296,224308,Beşiktaş JK
3297,203316,Bristol Rovers
3298,221235,Independiente Medellín
3299,199475,FC Hansa Rostock
3300,241993,1. FC Heidenheim 1846
3301,174665,Zagłębie Sosnowiec
3302,233033,Patronato
3303,231753,La Berrichonne de Châteauroux
3304,228681,Parma
3305,214345,Alianza Petrolera
3306,210249,Hobro IK
3307,239432,SCR Altach
3308,215112,Club Necaxa
3309,202312,Lincoln City
3310,165447,IK Start
3311,221767,Karlsruher SC
3312,237382,Pescara
3313,230214,Santos
3314,236869,Yeni Malatyaspor
3315,223557,Racing Club de Lens
3316,244570,Club América
3317,237658,Girona FC
3318,236890,PEC Zwolle
3319,226650,FC Seoul
3320,199770,FC Wacker Innsbruck
3321,242265,Southampton
3322,232793,Nagoya Grampus
3323,238680,SG Sonnenhof Großaspach
3324,235608,Al Batin
3325,170072,Swindon Town
3326,27480,NAC Breda
3327,214104,Atlético Bucaramanga
3328,221270,Red Star FC
3329,210006,Wisła Płock
3330,209750,Doncaster Rovers
3331,181845,Shandong Luneng TaiShan FC
3332,165738,Carlisle United
3333,224874,Strømsgodset IF
3334,247145,Panathinaikos FC
3335,217193,Chicago Fire
3336,215657,Vejle Boldklub
3337,205161,Southend United
3338,191848,Al Nassr
3339,190056,Tiburones Rojos de Veracruz
3340,244072,Eintracht Braunschweig
3341,243560,CF Rayo Majadahonda
3342,235368,Lobos BUAP
3343,228456,CA Osasuna
3344,245351,Club Atlético Huracán
3345,242535,Wolfsberger AC
3346,234087,Barnsley
3347,217191,Plymouth Argyle
3348,182398,Chongqing Dangdai Lifan FC SWM Team
3349,241534,Cork City
3350,174206,Newcastle Jets
3351,230270,Paraná
3352,170877,Plymouth Argyle
3353,241020,Envigado FC
3354,223868,SK Sturm Graz
3355,220540,Bolivia
3356,236667,Club Atlético Aldosivi
3357,238203,Tromsø IL
3358,244602,FC Utrecht
3359,243322,Daegu FC
3360,225146,Yeovil Town
3361,199801,Eintracht Braunschweig
3362,200312,Cheltenham Town
3363,237943,Walsall
3364,229515,Wisła Płock
3365,225419,La Equidad
3366,199307,SV Mattersburg
3367,242314,Trelleborgs FF
3368,238986,SCR Altach
3369,211594,NAC Breda
3370,209546,Jaguares de Córdoba
3371,217225,India
3372,208009,GFC Ajaccio
3373,243080,Atlético Madrid
3374,222600,Incheon United FC
3375,134792,Northampton Town
3376,246407,Bolivia
3377,245639,US Salernitana 1919
3378,240007,VfR Aalen
3379,231303,Shamrock Rovers
3380,244636,Junior FC
3381,231836,IF Elfsborg
3382,225948,IFK Norrköping
3383,240027,SSV Jahn Regensburg
3384,238235,Stabæk Fotball
3385,235931,Bursaspor
3386,227995,Bristol City
3387,224667,Henan Jianye FC
3388,192154,Crawley Town
3389,241050,VfB Stuttgart
3390,148634,KSV Cercle Brugge
3391,191897,Gangwon FC
3392,228249,Al Fateh
3393,220057,Southend United
3394,244120,Red Star FC
3395,172952,Swindon Town
3396,198057,Motherwell
3397,234152,Valencia CF
3398,232360,US Orléans Loiret Football
3399,216744,Scunthorpe United
3400,180903,Bury
3401,243111,Chicago Fire
3402,240807,Hibernian
3403,231847,Antalyaspor
3404,221351,SG Sonnenhof Großaspach
3405,203175,Coventry City
3406,240550,Fenerbahçe SK
3407,173734,Lincoln City
3408,222118,Tianjin Quanjian FC
3409,210854,Al Qadisiyah
3410,194725,VfL Sportfreunde Lotte
3411,213413,Swindon Town
3412,189109,Sydney FC
3413,186549,Patriotas Boyacá FC
3414,237749,Hokkaido Consadole Sapporo
3415,235957,AS Monaco
3416,225205,Cerezo Osaka
3417,204725,Gyeongnam FC
3418,232372,Shonan Bellmare
3419,218292,Chamois Niortais Football Club
3420,120243,Benevento
3421,244915,Real Valladolid CF
3422,237747,Hokkaido Consadole Sapporo
3423,169907,Crewe Alexandra
3424,224691,Tianjin Quanjian FC
3425,222387,Hibernian
3426,205747,Nîmes Olympique
3427,238514,Godoy Cruz
3428,234162,SpVgg Greuther Fürth
3429,213959,IK Sirius
3430,209607,Venezia FC
3431,206535,Forest Green Rovers
3432,182470,Dalian YiFang FC
3433,243142,AIK
3434,232646,Club Atlético Banfield
3435,216518,TSV 1860 München
3436,207558,Örebro SK
3437,241349,Jiangsu Suning FC
3438,241093,SCR Altach
3439,240837,Sivasspor
3440,101317,SC Paderborn 07
3441,216773,Stabæk Fotball
3442,213189,Ulsan Hyundai FC
3443,211141,Al Fayha
3444,242116,FC Lorient
3445,235222,Excelsior
3446,235221,Guangzhou Evergrande Taobao FC
3447,228309,UD Almería
3448,221141,Coventry City
3449,245716,KAS Eupen
3450,209364,Melbourne Victory
3451,244947,San Martin de Tucumán
3452,241619,Jiangsu Suning FC
3453,238803,FC Erzgebirge Aue
3454,224211,Sint-Truidense VV
3455,150995,Lokomotiv Moscow
3456,214739,CD Everton de Viña del Mar
3457,192466,Adelaide United
3458,244434,TSV Hartberg
3459,177618,Bradford City
3460,239826,FSV Zwickau
3461,226791,Southend United
3462,218343,Barnsley
3463,243430,Getafe CF
3464,239078,SpVgg Unterhaching
3465,231910,Sangju Sangmu FC
3466,242661,Al Qadisiyah
3467,239077,SpVgg Unterhaching
3468,233445,Stabæk Fotball
3469,228325,GIF Sundsvall
3470,198373,Livingston FC
3471,244708,1. FC Nürnberg
3472,243172,Hellas Verona
3473,172516,Aarhus GF
3474,200676,Beijing Renhe FC
3475,199908,Korona Kielce
3476,246755,Santos Laguna
3477,187363,Tiburones Rojos de Veracruz
3478,245750,FC St. Pauli
3479,232950,Shonan Bellmare
3480,244213,Piast Gliwice
3481,176373,Gyeongnam FC
3482,193524,Foggia
3483,244724,SC Heerenveen
3484,243700,Vendsyssel FF
3485,240372,San Martin de Tucumán
3486,208372,Kalmar FF
3487,245235,SønderjyskE
3488,229107,Royal Excel Mouscron
3489,202995,Pohang Steelers
3490,244210,Real Oviedo
3491,238578,Pohang Steelers
3492,169714,Perth Glory
3493,226546,Godoy Cruz
3494,192008,Shandong Luneng TaiShan FC
3495,245256,Deportes Tolima
3496,239624,Deportivo Toluca
3497,222472,AIK
3498,246279,UD Almería
3499,242183,TSG 1899 Hoffenheim
3500,225543,Burton Albion
3501,213767,Accrington Stanley
3502,246790,FC Nantes
3503,236038,New York Red Bulls
3504,229638,Çaykur Rizespor
3505,226822,Colchester United
3506,223750,SpVgg Greuther Fürth
3507,240901,Royal Excel Mouscron
3508,237317,FC Lugano
3509,220677,Bristol City
3510,246044,Córdoba CF
3511,243996,Extremadura UD
3512,208156,Carpi
3513,211739,Sivasspor
3514,242458,FC Midtjylland
3515,240410,San Martin de Tucumán
3516,246809,Real Zaragoza
3517,240921,Stabæk Fotball
3518,238105,Shanghai Greenland Shenhua FC
3519,232985,Gyeongnam FC
3520,228889,Central Coast Mariners
3521,225561,KFC Uerdingen 05
3522,203289,Blackpool
3523,238616,Lazio
3524,236824,Feyenoord
3525,218392,Club Deportes Temuco
3526,234803,Yeovil Town
3527,243762,San Martin de Tucumán
3528,225586,Newport County
3529,216114,Vålerenga Fotball
3530,153137,Miedź Legnica
3531,232752,Vegalta Sendai
3532,211760,FC Energie Cottbus
3533,203312,Portsmouth
3534,189231,IF Brommapojkarna
3535,237359,IK Sirius
3536,215343,Godoy Cruz
3537,194094,FC Carl Zeiss Jena
3538,183342,SC Preußen Münster
3539,242734,Minnesota United FC
3540,237102,Pohang Steelers
3541,234286,La Equidad
3542,216110,Zagłębie Sosnowiec
3543,244034,VfB Stuttgart
3544,243778,TSV 1860 München
3545,242242,Paris Saint-Germain
3546,208194,Sangju Sangmu FC
3547,246081,Independiente Medellín
3548,235841,FC St. Gallen
3549,213569,Crewe Alexandra
3550,246848,GFC Ajaccio
3551,233280,Sangju Sangmu FC
3552,231232,Tiburones Rojos de Veracruz
3553,225600,Al Ittihad
3554,212800,Gyeongnam FC
3555,244543,Montpellier HSC
3556,246078,FC Utrecht
3557,231486,Al Hazem
3558,215102,Deportes Iquique
3559,232023,HJK Helsinki
3560,225623,Stevenage
3561,224855,Swansea City
3562,237654,Envigado FC
3563,222294,Shanghai Greenland Shenhua FC
3564,236629,La Berrichonne de Châteauroux
3565,184148,FC Carl Zeiss Jena
3566,242260,Rosenborg BK
3567,225364,Burton Albion
3568,242003,Waasland-Beveren
3569,236627,Hertha BSC
3570,228691,Al Qadisiyah
3571,246866,Clube Sport Marítimo
3572,242002,Vélez Sarsfield
3573,220498,Padova
3574,212818,Pohang Steelers
3575,208999,St. Johnstone FC
3576,205159,Cheltenham Town
3577,182374,Changchun Yatai FC
3578,228454,Sandefjord Fotball
3579,211814,FC Carl Zeiss Jena
3580,247397,Envigado FC
3581,240997,Rayo Vallecano
3582,213093,Central Coast Mariners
3583,200549,Gyeongnam FC
3584,194148,Newport County
3585,244836,Venezia FC
3586,242019,Unión de Santa Fe
3587,241251,Guizhou Hengfeng FC
3588,189282,Morecambe
3589,242018,Forest Green Rovers
3590,239458,FC Midtjylland
3591,228210,Newcastle Jets
3592,187511,Atlético Huila
3593,196983,Sarpsborg 08 FF
3594,186230,Henan Jianye FC
3595,176246,FC Lugano
3596,239990,Swindon Town
3597,152950,Lechia Gdańsk
3598,209526,Shamrock Rovers
3599,186229,Tianjin TEDA FC
3600,247157,CF Reus Deportiu
3601,236661,Hertha BSC
3602,169333,TSV Hartberg
3603,230517,Sport Club do Recife
3604,200821,Milton Keynes Dons
3605,237428,Hokkaido Consadole Sapporo
3606,232820,Júbilo Iwata
3607,231284,Rochdale
3608,53363,Carlisle United
3609,192651,Al Batin
3610,235147,ADO Den Haag
3611,216459,Rotherham United
3612,226186,Beijing Renhe FC
3613,246921,CD Lugo
3614,239496,Olympique Lyonnais
3615,235656,Al Shabab
3616,208776,SV Darmstadt 98
3617,243847,Olympique Lyonnais
3618,237959,Seattle Sounders FC
3619,235655,Al Batin
3620,247174,Sporting de Charleroi
3621,239494,SSV Jahn Regensburg
3622,238214,Hammarby IF
3623,213894,Mansfield Town
3624,201094,Crewe Alexandra
3625,201117,Górnik Zabrze
3626,243868,Vejle Boldklub
3627,235932,Bursaspor
3628,243100,Dalian YiFang FC
3629,244635,Hallescher FC
3630,241562,CD Palestino
3631,240026,Philadelphia Union
3632,237978,Tigres U.A.N.L.
3633,235162,Ettifaq FC
3634,231834,FC Ingolstadt 04
3635,225946,Stoke City
3636,211610,Bradford City
3637,182681,Burton Albion
3638,234649,SKN St. Pölten
3639,213401,FC Energie Cottbus
3640,242328,RB Leipzig
3641,234671,Sassuolo
3642,237742,Hokkaido Consadole Sapporo
3643,235950,Club Atlas
3644,228526,Jeonbuk Hyundai Motors
3645,223918,Colchester United
3646,246189,Bolivia
3647,238765,Heart of Midlothian
3648,246188,Guadalajara
3649,244652,Kawasaki Frontale
3650,241068,Real Sociedad
3651,226220,Houston Dynamo
3652,186539,FC Sion
3653,210347,FK Austria Wien
3654,242602,Hamburger SV
3655,223146,FC Luzern
3656,192937,Sandefjord Fotball
