,Id,Name,Age,Height_Cm,Weight_Kgs,Positions,Nationality,Overall_Rating,Potential,Value_Euro,International_Reputation_1_5,Skill_Moves_1_5,Work_Rate
2067,237542,G. Páez,28,152.4,69.9,FW,Venezuela,68,68,925000,1,3,High/ Low
2068,231142,Nuno Tomás,23,182.88,83.9,DF,Portugal,68,71,950000,1,2,Low/ High
2069,221926,M. Araz,25,172.72,68.9,MF,Switzerland,68,72,1200000,1,3,High/ Medium
2070,206310,L. Azouni,24,175.26,73,DF,Tunisia,68,72,975000,1,3,Medium/ Medium
2071,241381,M. Madisha,24,154.94,74.8,DF,South Africa,68,76,,1,3,Medium/ High
2072,239589,W. Kanga,21,182.88,76.2,FW,France,68,77,1400000,1,3,Medium/ Medium
2073,193272,S. Şahin-Radlinger,26,195.58,83,GK,Austria,68,72,825000,1,1,Medium/ Medium
2074,189944,L. Gassama,29,154.94,73.9,DF,Senegal,68,68,700000,1,2,Medium/ Medium
2075,223736,R. Rotman,29,187.96,79.8,MF,Slovenia,68,68,700000,1,2,Medium/ Medium
2076,220152,Y. Baraye,26,152.4,68.9,MF,Senegal,68,69,1100000,1,3,Medium/ High
2077,216568,Mario Barco,26,182.88,78,FW,Spain,68,71,1100000,1,2,Medium/ Medium
2078,208120,K. Przybyłko,25,193.04,86.2,FW,Poland,68,73,1200000,1,2,Medium/ Medium
2079,205048,K. Vollmann,25,175.26,69.9,MF,Germany,68,70,1100000,1,3,High/ Medium
2080,242935,A. Modiba,23,170.18,69.9,MF,South Africa,68,76,,1,3,High/ Medium
2081,236279,I. Conté,22,190.5,82.1,DF,Guinea,68,76,1100000,1,2,Medium/ Medium
2082,232695,F. Sbuttoni,29,190.5,87.1,DF,Argentina,68,68,700000,1,2,Low/ High
2083,205559,N. Dicko,26,172.72,73.9,FW,Mali,68,71,1100000,1,3,Medium/ High
2084,202487,Jair,30,152.4,82.1,MF,Brazil,68,68,875000,1,3,High/ Low
2085,183797,V. Muratori,31,152.4,71.2,DF,France,68,68,650000,1,2,Low/ Medium
2086,178421,C. Cortés,35,152.4,68.9,MF,Chile,68,68,450000,1,3,Medium/ Medium
2087,238069,G. Carrasco,22,175.26,69.9,DF,Argentina,68,78,1300000,1,2,Medium/ Medium
2088,222197,Bai Jiajun,27,165.1,64.9,DF,China PR,68,69,825000,1,2,High/ High
2089,209409,M. Marras,25,167.64,63,MF,Italy,67,69,950000,1,3,Medium/ Medium
2090,193030,M. Lukač,33,198.12,89.8,GK,Serbia,67,67,450000,1,1,Medium/ Medium
2091,230918,T. Chalobah,19,190.5,74.8,MF,England,67,81,1400000,1,3,Medium/ Medium
2092,217606,E. Boateng,25,167.64,69.9,MF,Ghana,67,70,975000,1,3,High/ High
2093,207622,M. Bjørnbak,26,193.04,89.8,DF,Norway,67,71,825000,1,2,Medium/ Medium
2094,199686,G. Saunders,29,175.26,73.9,MF,England,67,67,600000,1,2,Low/ High
2095,244229,D. Frare,22,187.96,77.1,DF,Italy,67,75,975000,1,2,Medium/ Medium
2096,176645,Z. Zlámal,33,193.04,92.1,GK,Czech Republic,67,67,450000,1,1,Medium/ Medium
2097,229637,G. Akkan,24,185.42,79.8,GK,Turkey,67,71,700000,1,1,Medium/ Medium
2098,220421,H. Kamara,25,167.64,67.1,DF,France,67,73,875000,1,3,Medium/ Medium
2099,212997,E. Zejnullahu,24,152.4,73,MF,Kosovo,67,72,1000000,1,3,Medium/ Medium
2100,208645,J. Moore-Taylor,25,152.4,83,DF,England,67,74,925000,1,2,Medium/ High
2101,188164,J. Baxter,27,175.26,73.9,MF,England,67,68,900000,1,3,High/ Medium
2102,243716,S. van der Water,22,154.94,69.9,DF,Netherlands,67,76,1200000,1,3,High/ Medium
2103,238084,Choi Jae Hyeon,24,182.88,77.1,DF,Korea Republic,67,71,1000000,1,3,High/ Medium
2104,229380,David Rocha,34,152.4,77.1,MF,Spain,67,67,450000,1,3,Medium/ Medium
2105,216068,F. Poli,29,185.42,74.8,DF,Italy,67,67,600000,1,2,Medium/ High
2106,184084,M. Dreyer,29,187.96,81.2,GK,France,67,68,600000,1,1,Medium/ Medium
2107,234004,Tomás Nuninho,35,187.96,83,MF,Brazil,67,67,230000,1,2,Medium/ Medium
2108,230676,R. Pirrello,22,190.5,76.2,DF,Italy,67,77,1100000,1,2,Medium/ Medium
2109,222484,D. Mesenhöler,23,187.96,83,GK,Germany,67,75,850000,1,1,Medium/ Medium
2110,203795,B. Romo,29,185.42,86.2,DF,Chile,67,67,600000,1,2,Low/ High
2111,202771,J. Newell,25,185.42,78.9,MF,England,67,68,900000,1,3,Medium/ Medium
2112,201491,D. Lafferty,29,154.94,76.2,MF,Northern Ireland,67,67,575000,1,2,Medium/ Medium
2113,240914,E. Eze,22,185.42,79.8,FW,Nigeria,67,78,1300000,1,3,High/ Medium
2114,240658,S. Kiyine,21,182.88,74.8,MF,Morocco,67,80,1500000,1,3,Medium/ Medium
2115,239890,O. Kabak,18,185.42,86.2,DF,Turkey,67,79,1100000,1,2,Low/ High
2116,238354,Ha Chang Rae,24,187.96,83,DF,Korea Republic,67,73,900000,1,2,Medium/ Medium
2117,229650,C. Gutiérrez,22,154.94,69.9,DF,Canada,67,78,1100000,1,2,High/ Medium
2118,214034,V. Soto,29,190.5,81.2,GK,Colombia,67,69,650000,1,1,Medium/ Medium
2119,200466,V. Eicher,28,190.5,84.8,GK,Germany,67,68,600000,1,1,Medium/ Medium
2120,244753,J. Keita,20,167.64,55.8,MF,Guinea,67,78,1300000,1,3,High/ Medium
2121,172561,M. Lumb,31,152.4,78.9,DF,Denmark,67,67,550000,1,2,High/ Medium
2122,228897,M. Alphonse,29,182.88,74.8,DF,France,67,67,600000,1,2,High/ High
2123,223265,M. Devlin,25,187.96,78.9,DF,Scotland,67,74,925000,1,2,Low/ Medium
2124,222497,Y. Leiva,20,165.1,63,MF,Chile,67,77,1200000,1,3,Medium/ Medium
2125,211745,P. Riese,29,175.26,68,MF,Germany,67,67,625000,1,2,High/ High
2126,210209,M. Asiri,32,185.42,77.1,FW,Saudi Arabia,67,67,675000,1,2,Medium/ Low
2127,193312,S. Mielitz,29,187.96,83,GK,Germany,67,68,625000,1,1,Medium/ Medium
2128,245792,E. Grezda,23,182.88,77.1,MF,Albania,67,74,1100000,1,3,High/ Medium
2129,234016,Welliton Helmes,31,172.72,68.9,MF,Brazil,67,67,725000,1,3,Medium/ Medium
2130,222240,Ji Xiang,29,185.42,78,DF,China PR,67,67,600000,1,2,High/ Medium
2131,215584,J. Wójcicki,30,190.5,79.8,DF,Poland,67,67,575000,1,3,High/ Medium
2132,236831,A. Seydel,23,198.12,89.8,FW,Germany,67,76,1200000,1,3,Medium/ Low
2133,129566,P. McShane,33,182.88,81.2,DF,Republic of Ireland,67,67,450000,1,2,Medium/ High
2134,245790,Paulo Henrique,20,170.18,62.1,MF,Brazil,67,74,1100000,1,3,Medium/ Medium
2135,146974,Miguel Flaño,34,152.4,69.9,DF,Spain,67,67,300000,1,2,Low/ Medium
2136,202526,S. May,26,152.4,67.1,FW,Scotland,67,70,975000,1,3,High/ Medium
2137,245277,K. Michael,19,175.26,69.9,MF,Nigeria,67,83,1600000,1,3,High/ Medium
2138,222256,T. Bishop,22,152.4,67.1,MF,England,67,77,1200000,1,3,Medium/ Medium
2139,203824,R. Matthews,25,182.88,78,GK,England,67,72,725000,1,1,Medium/ Medium
2140,214319,F. Rodríguez,31,185.42,78,MF,Colombia,67,67,525000,1,2,Low/ Medium
2141,224558,Yu Rui,26,185.42,76.2,DF,China PR,67,71,825000,1,2,Medium/ Medium
2142,223790,S. Becker,24,154.94,74.8,MF,Netherlands,67,73,1000000,1,3,High/ Medium
2143,158254,A. Brosque,35,182.88,72.1,MF,Australia,67,67,375000,1,3,Medium/ Low
2144,215598,S. Tarashaj,24,175.26,82.1,MF,Switzerland,67,73,1000000,1,3,High/ Low
2145,197422,H. Mizumoto,33,182.88,73.9,DF,Japan,67,67,450000,1,2,Low/ Medium
2146,194349,J. Tinhan,29,152.4,71.2,FW,France,67,67,750000,1,3,Medium/ Medium
2147,238637,S. Vasiliadis,21,175.26,74.8,MF,Germany,67,78,1300000,1,3,Medium/ Medium
2148,215085,R. Naranjo,39,193.04,86.2,GK,Chile,67,67,50000,1,1,Medium/ Medium
2149,209709,B. Edomwonyi,24,182.88,77.1,FW,Nigeria,67,74,1100000,1,3,Medium/ Medium
2150,204333,N. Dams,28,182.88,77.1,DF,Germany,67,68,700000,1,2,Medium/ Medium
2151,198701,S. Pettinari,27,185.42,78.9,FW,Italy,67,68,900000,1,3,High/ Medium
2152,243756,Fran Gámez,27,175.26,71.2,DF,Spain,67,68,725000,1,2,High/ Medium
2153,238636,R. Preißinger,22,185.42,81.2,MF,Germany,67,75,975000,1,2,High/ High
2154,195905,L. Gutiérrez,34,154.94,86.2,DF,Bolivia,67,67,,1,2,Medium/ Medium
2155,238657,M. Heider,32,187.96,82.1,FW,Germany,67,67,600000,1,3,Medium/ High
2156,234817,S. Knežević,22,187.96,81.2,DF,Switzerland,67,80,1300000,1,2,Medium/ High
2157,159040,G. Munari,35,190.5,83.9,MF,Italy,67,67,325000,1,2,High/ Medium
2158,192063,Ricardinho,29,175.26,68.9,FW,Brazil,67,67,800000,1,3,Medium/ Low
2159,244287,M. Vrousai,20,152.4,76.2,MF,Greece,67,80,1400000,1,3,High/ Medium
2160,233279,Park Dong Jin,24,182.88,72.1,DF,Korea Republic,67,73,900000,1,2,Low/ High
2161,230975,D. Vergara,22,172.72,72.1,MF,Colombia,67,78,1300000,1,3,High/ Medium
2162,212287,A. Maxsø,24,193.04,88.9,DF,Denmark,67,73,900000,1,2,Medium/ High
2163,205119,S. Rodríguez,26,154.94,78,MF,Uruguay,67,70,950000,1,2,Medium/ High
2164,172094,M. Bravo,32,167.64,72.1,FW,Argentina,67,67,675000,1,3,High/ Low
2165,234814,J. Ruiz,20,187.96,79.8,DF,France,67,79,1200000,1,2,Medium/ Medium
2166,210494,M. Schmerböck,24,154.94,73,FW,Austria,67,72,1000000,1,3,Medium/ Medium
2167,186429,R. Vasilev,28,185.42,73.9,FW,Bulgaria,67,67,,1,2,Medium/ Medium
2168,105533,L. Załuska,36,190.5,88,GK,Poland,67,67,100000,1,1,Medium/ Medium
2169,214333,D. Zúñiga,22,170.18,73,DF,Chile,67,77,1100000,1,2,High/ Medium
2170,193358,Romário,33,172.72,72.1,MF,Brazil,67,67,575000,1,3,Medium/ Medium
2171,184142,Marco Soares,34,182.88,79.8,MF,Cape Verde,67,67,230000,2,2,Medium/ Medium
2172,182094,Qin Sheng,32,182.88,76.2,MF,China PR,67,67,525000,1,2,Low/ High
2173,178766,B. Mitrev,32,182.88,73.9,GK,Bulgaria,67,67,,1,1,Medium/ Medium
2174,231502,J. Hopcutt,26,154.94,73.9,FW,England,67,70,975000,1,3,High/ Medium
2175,224846,K. Kotsaris,22,185.42,74.8,GK,Greece,67,77,950000,1,1,Medium/ Medium
2176,223566,W. Dammers,24,185.42,81.2,DF,Netherlands,67,70,825000,1,2,High/ Medium
2177,222798,Jeong Woo Jae,26,152.4,69.9,MF,Korea Republic,67,68,900000,1,4,Medium/ Medium
2178,214094,C. Arias,30,175.26,77.1,FW,Colombia,67,67,725000,1,3,High/ Low
2179,201038,M. Djuricin,26,182.88,79.8,FW,Austria,67,70,975000,1,3,High/ Medium
2180,198733,O. Kefkir,27,172.72,72.1,MF,Germany,67,67,825000,1,3,High/ Medium
2181,230220,Chris Farminhão,35,187.96,77.1,DF,Brazil,67,67,230000,1,2,Medium/ Medium
2182,209484,H. Sacko,24,182.88,82.1,MF,Mali,67,71,1000000,1,3,Medium/ Medium
2183,205388,E. Akichi,28,152.4,74.8,MF,Ivory Coast,67,68,700000,1,3,Medium/ High
2184,243787,Y. Ramadani,22,182.88,69.9,MF,Albania,67,75,975000,1,2,Medium/ High
2185,204619,D. De Belder,26,182.88,72.1,FW,Belgium,67,69,925000,1,2,High/ High
2186,53593,G. O'Neil,35,172.72,60.8,MF,England,67,67,180000,1,3,Low/ Medium
2187,227161,M. Medina,24,175.26,69.9,MF,Colombia,67,76,1200000,1,3,High/ Medium
2188,202073,E. Zavaleta,26,185.42,83.9,DF,United States,67,69,775000,1,2,Medium/ Medium
2189,200793,C. Robertson,25,187.96,76.2,DF,Scotland,67,70,825000,1,2,Medium/ Medium
2190,190552,C. Pontius,31,182.88,77.1,MF,United States,67,67,725000,1,3,High/ Medium
2191,242776,K. Anzai,23,172.72,64,DF,Japan,67,74,900000,1,3,High/ Medium
2192,110680,Xisco Campos,36,154.94,73.9,DF,Spain,67,67,100000,1,2,Medium/ High
2193,167512,S. Whalley,31,175.26,67.1,MF,England,67,67,725000,1,3,Medium/ Medium
2194,231512,L. Kelly,20,190.5,69.9,DF,England,67,83,1500000,1,3,Medium/ Medium
2195,225368,B. Gueye,24,193.04,83.9,FW,Senegal,67,72,1000000,1,2,Medium/ Medium
2196,211288,L. Domínguez,29,187.96,77.1,DF,Chile,67,68,700000,1,2,Low/ High
2197,201816,T. Geyer,28,152.4,71.2,DF,Germany,67,70,775000,1,2,Medium/ High
2198,199768,C. Gartner,24,154.94,76.2,MF,Austria,67,71,975000,1,3,Medium/ Medium
2199,179543,A. Nouri,29,154.94,77.1,DF,Norway,67,67,600000,1,3,High/ Medium
2200,237655,B. De Alba,26,167.64,64.9,MF,Colombia,67,70,950000,1,3,Medium/ Medium
2201,226390,R. Vera,35,182.88,86.2,DF,Argentina,67,67,180000,1,2,Medium/ Medium
2202,238692,K. Gjasula,29,193.04,83.9,MF,Albania,67,67,625000,1,2,Medium/ Medium
2203,231524,T. Pochettino,23,152.4,71.2,MF,Argentina,67,75,1100000,1,3,Medium/ Medium
2204,225636,L. Boeder,21,182.88,81.2,DF,Germany,67,74,900000,1,2,Low/ Medium
2205,214884,M. Nalepa,26,187.96,79.8,DF,Poland,67,72,850000,1,2,Medium/ Medium
2206,207716,A. Al Hafith,26,185.42,77.1,DF,Saudi Arabia,67,72,850000,1,2,Medium/ High
2207,204644,S. Kroon,25,182.88,73,MF,Sweden,67,70,950000,1,3,High/ Low
2208,204388,A. Wiegel,27,152.4,69.9,DF,Germany,67,67,650000,1,3,Medium/ Medium
2209,204132,A. Masika,26,170.18,59.9,MF,Kenya,67,68,900000,1,3,Medium/ Low
2210,193891,Borja Viguera,31,182.88,76.2,FW,Spain,67,67,675000,1,3,Medium/ Medium
2211,182883,K. Agard,29,175.26,67.1,FW,England,67,67,800000,1,2,Medium/ High
2212,237155,S. Gnaka,20,152.4,64,DF,Ivory Coast,67,78,1100000,1,3,High/ Medium
2213,226659,J. Amoroso,31,185.42,69.9,MF,Argentina,67,67,725000,1,3,Medium/ Medium
2214,224611,Lu Wenjun,29,185.42,71.2,FW,China PR,67,67,750000,1,2,Medium/ Low
2215,211299,K. Roos,26,195.58,89.8,GK,Netherlands,67,71,700000,1,1,Medium/ Medium
2216,199267,S. Ruprecht,31,195.58,92.1,DF,Germany,67,67,525000,1,2,Medium/ Medium
2217,243554,Basilio,35,185.42,83,GK,Spain,67,67,300000,1,1,Medium/ Medium
2218,145014,Juande,32,182.88,74.8,MF,Spain,67,67,525000,1,2,Medium/ Medium
2219,241781,M. Awad,26,182.88,63,GK,Egypt,67,68,625000,1,1,Medium/ Medium
2220,237429,G. Miura,24,182.88,77.1,DF,Japan,67,76,1000000,1,2,Medium/ Medium
2221,230261,Renan Tojeiras,35,152.4,78,MF,Brazil,67,67,230000,1,2,High/ High
2222,201845,M. Terki,27,187.96,87.1,MF,Algeria,67,69,775000,1,3,Medium/ High
2223,183924,F. Migliore,30,172.72,74.8,DF,Italy,67,67,550000,1,3,High/ Medium
2224,183412,C. Schorch,30,187.96,79.8,DF,Germany,67,67,600000,1,2,Medium/ Medium
2225,227700,R. Gelmi,24,187.96,78,DF,Switzerland,67,77,1100000,1,2,High/ Medium
2226,225908,R. Oxford,20,190.5,78,DF,England,67,79,1200000,1,2,Medium/ Medium
2227,131444,R. Würtz,35,152.4,72.1,MF,Denmark,67,67,375000,1,2,Medium/ High
2228,180339,N. Schouterden,30,175.26,64.9,MF,Belgium,67,67,750000,1,3,Medium/ Medium
2229,241779,A. Bencharki,24,152.4,69.9,MF,Morocco,67,73,1000000,1,4,High/ Medium
2230,241011,S. Jovanović,27,175.26,74.8,MF,Serbia,67,67,825000,1,3,Medium/ Medium
2231,235379,E. Ndoj,22,187.96,73.9,MF,Albania,67,77,1200000,1,3,High/ High
2232,211827,P. Klewin,25,193.04,86.2,GK,Germany,67,73,750000,1,1,Medium/ Medium
2233,238450,S. Raggett,25,195.58,88.9,DF,England,67,73,900000,1,2,Low/ Medium
2234,224388,J. Gómez,22,182.88,78,DF,Colombia,67,78,1100000,1,2,Medium/ Medium
2235,219780,Claude Gonçalves,24,175.26,68.9,MF,Portugal,67,71,850000,1,2,Medium/ Medium
2236,212100,M. Lowe,21,175.26,73.9,DF,England,67,80,1300000,1,3,Medium/ Medium
2237,204164,A. Ludwig,25,182.88,84.8,DF,Denmark,67,74,900000,1,2,Medium/ Medium
2238,192643,K. Kratz,32,172.72,72.1,MF,Germany,67,67,675000,1,3,Medium/ Medium
2239,238979,C. Handke,30,190.5,89.8,DF,Germany,67,67,600000,1,2,Medium/ Medium
2240,230019,V. N'Simba,25,167.64,67.1,DF,DR Congo,67,70,800000,1,3,High/ High
2241,161667,L. Robles,32,170.18,69.9,MF,Mexico,67,67,525000,1,2,Medium/ High
2242,226179,M. Sauer,24,152.4,69.9,DF,Germany,67,72,850000,1,3,Medium/ Medium
2243,214915,C. Sepúlveda,26,175.26,73,MF,Chile,67,72,850000,1,2,Medium/ High
2244,205443,S. Benyamina,29,190.5,78.9,FW,Germany,67,67,800000,1,3,Medium/ Medium
2245,243586,A. El Kaabi,25,182.88,74.8,FW,Morocco,67,70,975000,1,2,High/ Medium
2246,242050,E. Sosa,22,170.18,74.8,MF,Venezuela,67,74,1100000,1,3,High/ Medium
2247,231554,J. Justin,21,182.88,71.2,DF,England,67,81,1500000,1,3,High/ Medium
2248,215170,R. Salinas,32,190.5,81.2,FW,Argentina,67,67,675000,1,2,Medium/ Medium
2249,206210,S. Ganz,25,175.26,68,FW,Italy,67,70,975000,1,2,High/ Low
2250,239249,Oriol Busquets,19,185.42,77.1,MF,Spain,67,82,1500000,1,3,Medium/ Medium
2251,225169,T. Mauricio,24,170.18,67.1,MF,France,67,73,1000000,1,3,High/ Medium
2252,201873,J. Bendik,29,190.5,98,GK,United States,67,69,625000,1,1,Medium/ Medium
2253,192912,G. Merebashvili,32,152.4,74.8,MF,Georgia,67,67,675000,1,3,High/ Medium
2254,247184,S. Srnic,27,172.72,67.1,MF,Serbia,67,67,825000,1,3,Medium/ Medium
2255,235152,F. Kadioglu,19,172.72,64,MF,Netherlands,67,79,1300000,1,3,Medium/ Medium
2256,234640,B. Jatta,20,182.88,78.9,MF,Gambia,67,78,1300000,1,3,Medium/ Medium
2257,230800,R. Manaj,22,182.88,76.2,FW,Albania,67,78,1300000,1,3,Medium/ Medium
2258,230288,Gustavo Pastinho,27,182.88,74.8,FW,Brazil,67,67,825000,1,3,Medium/ Medium
2259,221328,E. Lieftink,25,185.42,79.8,MF,Netherlands,67,72,1000000,1,2,High/ High
2260,238479,Renê Santos,26,182.88,81.2,DF,Brazil,67,68,750000,1,2,Low/ Medium
2261,232847,Y. Akimoto,31,182.88,83.9,GK,Japan,67,67,500000,1,1,Medium/ Medium
2262,216463,H. Sakhi,22,172.72,68,MF,Morocco,67,74,1100000,1,3,High/ Low
2263,177294,D. Furman,30,182.88,73,MF,South Africa,67,67,,1,3,Medium/ High
2264,238222,F. Beijmo,21,185.42,77.1,DF,Sweden,67,79,1200000,1,2,High/ Medium
2265,235918,T. Paredes,25,182.88,83,DF,Paraguay,67,72,850000,1,2,Low/ Medium
2266,236194,Venanzio Meirás,31,182.88,77.1,FW,Brazil,67,67,725000,1,3,Medium/ Low
2267,203426,K. Løkberg,27,175.26,68.9,MF,Norway,67,68,875000,1,3,High/ High
2268,243617,F. Serrarens,28,187.96,83,FW,Netherlands,67,67,825000,1,2,High/ Medium
2269,235425,D. Jones,22,193.04,74.8,MF,United States,67,76,1000000,1,2,High/ High
2270,167841,C. Maguire,30,170.18,68,MF,Scotland,67,67,750000,1,3,Medium/ Medium
2271,221601,Carlos Abad,23,193.04,88,GK,Spain,67,77,950000,1,1,Medium/ Medium
2272,215969,L. Dos Santos,25,152.4,69.9,DF,France,67,70,800000,1,3,Medium/ Medium
2273,236192,Claudio Silbeiro,35,182.88,74.8,FW,Brazil,67,67,400000,1,3,Medium/ Medium
2274,229280,K. Hoggas,27,182.88,77.1,MF,France,67,68,900000,1,3,Medium/ Medium
2275,228768,Xande Silva,21,152.4,68,FW,Portugal,67,75,1100000,1,3,High/ Medium
2276,220832,N. Rubio,24,167.64,66.2,MF,Colombia,67,73,1000000,1,3,Medium/ Medium
2277,201888,V. Berisha,24,175.26,71.2,MF,Norway,67,70,975000,1,3,High/ Medium
2278,198560,Carlos Ruiz,35,182.88,79.8,DF,Spain,67,67,230000,1,2,Medium/ High
2279,189343,M. Bruscagin,29,182.88,69.9,DF,Italy,67,67,625000,1,2,Medium/ High
2280,246687,L. Paiva,25,162.56,55.8,MF,Uruguay,67,70,975000,1,3,High/ Medium
2281,224415,Luis Rioja,25,172.72,64.9,MF,Spain,67,70,975000,1,3,Medium/ Medium
2282,204211,P. Papp,29,187.96,79.8,DF,Romania,67,67,625000,1,2,Medium/ Medium
2283,191154,T. Sana,29,175.26,72.1,FW,Sweden,67,67,800000,1,3,Medium/ Low
2284,202162,J. Anibaba,30,182.88,77.1,DF,United States,67,67,600000,1,2,Medium/ Medium
2285,230321,Rafael de Aseiro,27,190.5,84.8,GK,Brazil,67,67,525000,1,1,Medium/ Medium
2286,162993,J. Perch,33,154.94,79.8,MF,England,67,67,450000,1,2,Medium/ Medium
2287,228017,Zhang Yuning,22,182.88,68.9,FW,China PR,67,73,1100000,1,3,Medium/ Medium
2288,169648,S. Dawkins,31,152.4,69.9,MF,Jamaica,67,67,725000,1,3,Medium/ Low
2289,229040,A. Nkaka,22,154.94,78.9,MF,Belgium,67,74,925000,1,2,Medium/ Medium
2290,221360,C. Espinosa,36,172.72,69.9,MF,Chile,67,67,325000,1,3,Medium/ Low
2291,215216,A. Niz,30,154.94,81.2,DF,Argentina,67,67,575000,1,2,Medium/ Medium
2292,214192,J. Mena,29,182.88,78.9,DF,Colombia,67,68,675000,1,2,Low/ High
2293,183471,D. Vidošić,31,182.88,73.9,MF,Australia,67,67,675000,1,3,Medium/ Low
2294,205999,M. Rutten,25,152.4,68.9,DF,Netherlands,67,70,800000,1,2,Medium/ Medium
2295,234670,Jorge Fellipe,30,195.58,88,DF,Brazil,67,67,600000,1,2,Medium/ High
2296,232622,S. Nagasawa,30,193.04,82.1,FW,Japan,67,67,750000,1,3,Medium/ Medium
2297,208302,A. Gilbey,24,182.88,73,MF,England,67,74,1100000,1,3,High/ High
2298,200898,A. Crawford,27,152.4,64,MF,Scotland,67,68,875000,1,3,Medium/ Low
2299,235201,N. Siega,28,152.4,73,MF,Italy,67,67,800000,1,3,Medium/ Medium
2300,231873,Joni Montiel,20,172.72,67.1,MF,Spain,67,77,1200000,1,3,Medium/ Low
2301,230849,Nacho,26,152.4,69.9,MF,Spain,67,68,900000,1,3,Medium/ Medium
2302,198849,T. Petsos,27,182.88,79.8,MF,Greece,67,68,725000,1,2,Medium/ High
2303,183488,V. Rennella,30,187.96,78,FW,France,67,67,750000,1,3,Medium/ Low
2304,240320,G. Gotti,25,154.94,83,FW,Argentina,67,72,1000000,1,2,High/ Medium
2305,234688,S. Campo,23,152.4,69.9,MF,Switzerland,67,76,1200000,1,3,Medium/ Medium
2306,223424,I. Depe,26,172.72,66.2,MF,Turkey,67,67,825000,1,3,High/ Low
2307,157888,Q. Westberg,32,182.88,73,GK,United States,67,67,450000,1,1,Medium/ Medium
2308,221120,R. Vloet,23,187.96,74.8,MF,Netherlands,67,72,1000000,1,3,Medium/ Medium
2309,176575,S. Sutter,32,154.94,81.2,DF,Switzerland,67,67,425000,1,2,Medium/ Medium
2310,238015,J. Opoku,28,185.42,82.1,DF,Netherlands,67,67,775000,1,3,Medium/ Medium
2311,233151,K. Miyoshi,21,167.64,64,MF,Japan,67,76,1200000,1,3,High/ Low
2312,229055,S. Aytaç,27,187.96,84.8,DF,Turkey,67,67,650000,1,3,Medium/ Medium
2313,213695,S. Goss,23,152.4,71.2,MF,Germany,67,75,1100000,1,2,High/ Medium
2314,236752,D. Bamba,24,182.88,74.8,FW,Ivory Coast,67,72,1000000,1,3,High/ Medium
2315,169424,I. Bandalovski,32,182.88,77.1,DF,Bulgaria,67,67,,1,3,Medium/ High
2316,222160,Y. Koné,23,175.26,71.2,DF,Mali,67,76,1000000,1,3,Medium/ Medium
2317,208592,M. Delgado,23,175.26,66.2,MF,United States,67,69,925000,1,3,High/ High
2318,179663,T. Rowe,30,154.94,81.2,MF,England,67,67,750000,1,3,Medium/ Medium
2319,180174,B. Kopplin,30,182.88,79.8,DF,Germany,67,67,575000,1,3,High/ Medium
2320,231886,A. Muyl,23,154.94,78.9,MF,United States,67,74,1100000,1,3,High/ High
2321,216270,G. Honeyman,24,172.72,72.1,MF,England,67,74,1100000,1,3,High/ High
2322,215758,J. McCarthy,23,185.42,79.8,DF,England,67,74,900000,1,2,High/ High
2323,203982,J. Valencia,33,182.88,77.1,DF,Colombia,67,67,425000,1,3,High/ Medium
2324,244685,M. Mouandilmadji,21,182.88,74.8,FW,Chad,67,78,1300000,1,3,Medium/ Low
2325,231885,K. Ota,31,152.4,78,DF,Japan,67,67,550000,1,3,High/ Medium
2326,208589,K. Pusch,26,154.94,76.2,MF,Germany,67,70,950000,1,2,Medium/ Medium
2327,237004,Hwang Ki Wook,22,185.42,77.1,MF,Korea Republic,67,74,1100000,1,2,Medium/ Medium
2328,146636,José Juan,40,182.88,82.1,GK,Spain,67,67,50000,1,1,Medium/ Medium
2329,178379,J. Harvey,35,154.94,79.8,DF,United States,67,67,220000,1,2,Medium/ Medium
2330,244960,Bruno Costa,21,175.26,66.2,MF,Portugal,67,77,1200000,1,3,High/ Low
2331,237024,G. Itter,20,185.42,72.1,DF,Germany,67,84,1500000,1,3,High/ Medium
2332,227040,S. Cosgrove,22,187.96,82.1,FW,England,67,74,1100000,1,2,High/ Low
2333,244447,J. Monreal,22,190.5,76.2,FW,Chile,67,76,1200000,1,3,Medium/ Medium
2334,241119,Dani Martín,20,185.42,76.2,GK,Spain,67,79,1000000,1,1,Medium/ Medium
2335,234463,N. Solís,24,170.18,69.9,MF,Argentina,67,73,1000000,1,3,Medium/ Medium
2336,220127,João Silva,28,187.96,78.9,FW,Portugal,67,67,800000,1,2,Medium/ Medium
2337,214495,E. Mosquera,28,182.88,77.1,DF,Colombia,67,67,625000,1,2,Medium/ Medium
2338,220126,M. Diagne,25,187.96,73.9,DF,Senegal,67,74,925000,1,2,Medium/ Medium
2339,205535,T. Kløve,28,152.4,76.2,MF,Denmark,67,67,800000,1,3,High/ Medium
2340,211166,J. Whatmough,22,190.5,78,DF,England,67,80,1300000,1,2,Low/ High
2341,202974,Sin Se Gye,28,152.4,73,DF,Korea Republic,67,67,625000,1,2,Medium/ High
2342,198622,H. Hansson,26,182.88,77.1,MF,Faroe Islands,67,68,900000,1,3,High/ High
2343,238557,L. Schweers,22,187.96,88.9,DF,Germany,67,73,900000,1,2,Medium/ Medium
2344,227549,R. Arias,26,154.94,83.9,DF,Uruguay,67,68,750000,1,2,Low/ High
2345,233436,A. Mbekile,32,172.72,72.1,DF,South Africa,67,67,500000,1,3,Medium/ High
