Play_Id,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,Freekick_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing_Tackle,Sliding_Tackle,Gk_Diving,Gk_Handling,Gk_Kicking,Gk_Positioning,Gk_Reflexes
230390,51,36,65,62,35,45,46,41,64,57,47,51,46,67,38,62,60,64,90,47,84,68,36,34,43,73,72,71,67,8,7,9,10,10
223734,46,40,77,68,35,40,34,32,50,53,55,53,51,69,52,54,84,70,82,27,73,74,44,38,42,59,72,65,71,9,9,9,8,10
213750,69,63,34,71,61,76,67,72,62,73,77,81,70,70,78,77,50,72,78,68,63,40,65,72,44,62,36,49,48,7,11,10,16,7
111093,72,69,55,70,69,74,83,77,69,75,75,69,74,67,75,72,53,64,60,77,62,26,66,70,72,69,21,27,23,15,10,8,13,16
193780,73,73,45,72,69,76,78,76,68,74,79,78,76,64,72,84,68,56,54,81,54,48,62,68,75,69,38,41,38,11,11,11,9,7
181236,63,67,60,77,65,67,65,74,74,72,70,65,67,69,65,68,52,59,64,71,70,62,71,70,66,66,59,57,54,13,13,11,15,10
214004,39,44,75,62,63,62,44,52,53,65,42,44,40,72,45,68,56,53,87,45,76,73,42,45,59,73,72,70,62,16,10,15,8,11
199412,68,64,57,69,70,71,63,64,64,74,87,85,76,70,69,83,64,77,78,70,74,57,73,66,64,70,35,55,51,10,6,7,10,8
198900,23,17,66,55,29,53,33,32,50,57,66,72,60,64,68,75,68,68,76,37,70,72,18,22,30,64,72,76,74,14,6,15,8,12
193267,60,20,62,60,14,61,28,25,50,60,69,69,67,74,67,32,88,60,71,32,75,71,49,41,28,66,73,76,72,11,15,15,12,13
241907,62,69,44,70,69,75,65,34,57,74,84,83,84,68,84,66,59,68,41,67,45,21,69,72,57,65,37,18,28,11,14,15,14,13
237043,71,63,51,71,62,73,67,59,68,72,78,75,77,64,79,66,62,72,56,59,45,55,68,69,62,64,55,49,60,8,14,13,13,14
220659,65,62,64,69,50,69,63,70,69,71,70,75,70,71,71,78,78,88,69,73,70,67,70,69,40,69,63,69,61,8,11,12,7,9
214515,70,59,58,70,52,67,72,69,68,73,76,78,75,74,75,67,72,84,70,64,68,66,62,68,69,73,66,67,68,10,9,15,12,9
189938,65,52,68,68,55,51,66,69,68,63,59,57,53,67,61,78,69,60,76,65,74,73,30,59,61,70,71,71,70,8,8,7,16,10
207858,52,73,69,58,69,67,74,62,31,69,72,74,76,70,73,80,81,82,69,65,83,14,76,50,69,69,27,34,14,11,12,13,9,11
223240,75,41,66,69,30,61,41,31,55,71,77,72,71,65,64,50,54,84,64,41,71,65,59,73,33,66,50,75,72,13,16,11,7,12
233223,57,63,53,72,57,69,62,57,68,72,78,68,78,63,63,66,59,70,69,70,65,66,72,73,66,68,34,66,60,14,9,6,15,15
230407,54,44,73,62,51,51,44,52,66,56,61,61,62,67,62,44,77,56,77,51,77,66,34,42,53,64,68,73,72,12,8,9,8,12
212231,34,22,71,57,22,54,24,29,55,55,55,62,48,65,48,60,77,61,83,21,89,65,25,48,36,63,70,67,67,12,9,12,7,11
201991,56,39,56,74,39,66,59,47,72,72,39,43,62,64,59,61,62,69,71,48,75,70,58,68,49,59,67,73,63,13,10,14,11,10
240134,74,50,44,79,61,62,72,60,77,73,45,42,52,73,63,71,62,66,72,68,35,57,57,74,41,72,59,53,48,13,11,13,13,7
228614,69,60,47,66,49,73,58,36,57,69,91,91,73,64,69,75,55,67,66,64,34,58,64,60,60,58,58,59,50,8,8,10,12,8
199174,41,12,70,56,13,53,14,19,56,56,66,55,73,65,70,24,92,63,74,29,72,65,19,27,30,67,74,74,73,7,13,13,11,15
193029,74,58,60,73,63,73,73,72,77,76,60,65,48,68,44,84,46,62,78,70,60,58,65,73,60,70,45,49,39,9,9,9,9,9
176389,10,12,14,32,17,12,19,11,33,14,41,49,14,70,43,18,46,25,41,16,31,25,14,39,12,52,10,11,12,70,66,78,69,72
225541,41,68,68,64,60,66,48,43,39,64,79,87,68,64,76,75,70,65,82,61,78,13,74,58,69,57,37,23,21,6,14,12,7,11
241412,70,69,71,67,73,73,64,68,69,68,87,82,79,66,65,82,58,71,70,70,43,37,64,61,71,61,31,19,20,7,6,11,8,6
232708,72,33,53,65,33,67,67,38,54,65,78,74,80,67,83,56,73,76,62,47,74,68,58,67,54,62,70,73,71,15,14,10,15,9
215556,57,62,45,74,56,73,57,51,70,71,72,78,66,60,56,73,56,74,69,70,60,42,65,69,55,63,52,60,55,12,7,13,15,13
201220,63,52,44,74,61,70,68,67,70,71,76,66,90,70,88,65,59,78,63,70,67,70,64,70,66,75,68,62,62,15,7,6,10,15
180739,17,14,14,33,13,12,13,14,33,28,45,43,63,64,46,37,71,31,61,19,16,19,11,29,24,44,10,13,12,73,65,71,67,77
240899,31,22,72,59,23,32,24,28,57,57,57,55,55,66,47,42,62,64,77,27,75,73,24,23,33,62,73,71,69,12,14,7,10,11
202271,66,68,41,67,67,73,76,65,56,75,79,72,89,65,86,70,70,74,58,73,45,28,67,63,60,66,31,22,23,10,9,12,11,16
193310,46,24,62,57,31,46,45,35,56,53,63,73,57,52,62,50,80,68,82,29,83,67,41,49,35,59,71,72,74,12,10,15,6,10
238621,21,30,76,68,24,45,22,27,67,57,56,65,48,70,47,42,69,60,75,32,73,65,28,28,31,54,73,71,66,5,9,6,6,12
222493,43,35,71,66,35,38,39,26,68,55,55,66,54,67,51,48,69,62,76,29,61,69,29,53,38,53,68,76,72,10,13,13,15,14
211741,59,44,69,71,39,59,72,80,75,63,66,65,64,65,64,68,76,89,68,63,71,69,49,62,46,64,74,69,62,8,14,12,8,10
198429,56,74,70,63,70,69,53,51,43,71,81,78,71,70,66,53,67,68,71,54,70,34,77,53,61,64,21,23,25,7,6,16,8,14
168732,75,66,41,70,74,68,79,79,71,72,67,65,75,63,80,74,59,55,46,73,39,45,72,72,66,77,31,32,36,11,10,15,8,7
167452,59,54,73,71,59,64,63,59,67,71,50,41,55,73,54,65,75,86,75,62,69,66,66,70,58,75,64,68,81,11,14,9,8,14
229404,63,30,71,58,27,50,33,30,32,62,64,64,59,57,54,67,70,65,80,33,77,68,50,35,37,51,68,70,81,10,11,11,10,15
228124,38,47,77,57,33,45,29,25,53,48,65,71,62,71,34,38,73,69,80,40,57,70,39,35,34,58,71,74,71,8,11,15,6,8
229659,58,56,65,75,48,71,72,47,72,74,63,65,69,65,71,62,61,70,60,60,59,64,72,71,58,77,64,64,61,7,12,6,8,10
225563,73,49,56,68,36,73,71,46,62,71,78,77,76,70,66,39,66,67,62,35,64,67,66,56,49,56,71,71,68,10,13,9,12,13
215067,57,33,77,56,42,57,44,37,49,50,69,74,63,66,63,48,87,86,79,36,54,71,43,44,49,54,74,73,66,16,6,9,8,9
214299,62,60,65,70,30,67,53,31,67,68,78,76,68,67,71,73,67,82,73,57,73,74,63,64,57,65,70,70,66,9,8,9,16,8
192026,67,56,56,70,64,69,69,76,68,71,63,67,69,75,59,76,62,78,71,70,75,66,65,69,71,60,65,69,65,8,7,15,13,14
235290,34,30,61,56,36,46,29,34,36,59,59,56,49,65,65,43,72,53,74,30,70,72,33,37,44,65,68,78,74,8,8,7,14,6
198194,66,66,69,71,68,76,54,48,67,68,74,68,71,73,68,78,80,89,76,68,86,69,67,60,50,68,69,71,72,12,12,7,11,6
237105,47,45,66,60,20,56,34,25,50,59,74,61,67,62,68,21,78,77,84,20,80,73,41,36,38,55,62,73,70,8,14,11,8,15
236593,68,50,42,77,40,78,67,53,73,78,79,77,80,68,68,58,57,50,56,46,47,23,58,79,52,71,39,31,30,14,11,7,5,10
234033,72,69,38,71,52,74,63,64,69,72,60,51,67,70,37,74,31,59,64,71,81,48,69,72,59,73,45,45,38,9,11,5,12,12
233265,74,72,68,72,59,69,77,76,58,73,71,73,71,67,55,72,72,70,73,66,42,19,69,71,66,62,28,21,15,8,13,11,13,6
211249,53,30,73,66,49,60,57,41,63,65,71,75,52,65,61,68,75,78,86,56,85,72,53,54,50,63,69,72,69,10,12,9,6,9
196913,64,58,45,72,63,72,78,75,64,78,66,64,71,63,79,68,57,78,62,74,39,29,61,72,81,64,10,21,23,9,16,15,10,7
184624,56,74,75,52,73,59,46,32,40,66,60,66,65,73,66,70,76,77,74,61,36,42,78,67,72,76,35,35,26,10,8,14,11,10
244271,49,52,63,70,43,58,31,38,64,68,72,62,61,65,57,68,54,81,72,60,80,77,51,63,43,57,72,68,64,9,9,13,11,11
209711,40,26,72,59,29,37,23,25,55,53,55,63,49,64,45,55,68,64,84,22,71,67,39,45,33,54,73,72,70,15,10,14,12,8
244270,65,63,37,77,52,74,60,68,81,75,72,68,64,72,56,72,47,66,68,71,59,69,62,74,56,73,60,65,67,9,9,10,13,11
176942,66,48,75,72,59,66,65,40,68,71,50,54,54,68,53,65,81,75,76,60,68,73,44,60,33,73,75,75,73,12,7,8,13,10
217646,18,14,27,34,14,29,23,12,37,27,44,40,68,57,56,16,65,36,64,17,25,18,15,65,30,31,12,17,13,73,68,75,70,76
199726,50,35,76,67,38,42,52,46,66,52,36,42,37,67,33,58,60,62,90,32,75,65,42,54,56,64,73,68,69,9,14,10,14,10
193581,41,75,79,58,51,52,52,32,31,69,67,67,40,57,47,74,54,67,85,72,63,28,74,49,70,66,45,13,12,7,7,10,7,14
189228,61,28,78,53,42,68,61,41,57,63,82,84,75,60,77,51,91,90,63,44,66,73,58,64,35,61,58,70,76,15,7,13,6,7
156483,23,13,23,34,18,24,27,30,32,35,40,45,44,69,45,40,62,35,55,16,45,17,16,51,54,41,21,22,13,71,68,75,65,75
202052,46,74,64,66,70,64,65,57,52,70,75,83,69,68,65,68,75,64,78,64,60,25,72,64,72,70,31,22,17,7,6,9,10,7
156227,75,66,57,75,73,73,75,72,68,76,72,68,72,63,73,73,70,53,57,74,54,55,65,72,64,70,40,34,38,10,8,10,13,10
212035,59,69,64,64,62,76,57,50,50,74,92,90,93,66,77,71,80,74,38,64,43,34,69,50,51,66,38,27,29,8,15,11,11,15
193602,45,38,71,59,42,42,44,47,57,59,55,45,54,68,46,62,91,45,73,33,71,65,26,42,40,55,68,74,73,11,9,14,13,6
226626,69,68,63,67,71,73,42,38,59,73,74,73,71,70,65,73,66,65,67,69,74,16,70,69,60,70,21,26,23,13,11,10,16,13
150594,39,77,75,63,76,53,61,36,32,64,56,50,63,73,56,70,58,56,76,68,46,24,83,54,69,73,16,17,15,8,9,8,15,7
211522,23,18,71,69,40,42,28,26,69,56,60,46,72,70,54,73,74,73,77,23,77,71,25,35,43,63,65,70,76,13,9,9,10,15
205122,11,12,14,28,14,17,13,12,18,27,36,39,32,65,48,20,73,30,69,11,32,22,16,11,30,55,18,14,10,72,69,61,73,72
223297,70,46,52,73,57,68,68,69,69,69,72,67,73,74,71,77,79,78,65,69,77,72,60,64,58,63,68,73,68,10,15,12,14,15
211265,72,66,67,69,71,69,70,65,64,75,62,68,68,71,69,74,71,72,71,73,71,66,72,72,66,71,70,62,57,6,10,14,9,8
211009,50,40,62,62,44,54,37,37,59,58,59,64,60,57,66,51,73,72,73,53,79,72,47,49,48,52,71,72,73,11,6,14,7,15
209729,65,64,37,69,47,72,63,65,65,70,89,87,91,64,87,60,58,65,30,69,38,49,66,70,50,55,33,36,39,10,9,13,14,12
209473,60,70,65,64,77,70,66,52,50,72,68,72,59,66,59,77,66,34,80,62,78,42,68,60,78,75,28,25,26,11,16,8,7,6
232512,68,66,50,66,59,74,59,40,58,69,90,85,92,64,87,70,84,81,41,62,28,32,65,62,51,65,64,35,34,15,10,9,11,13
180287,61,73,72,68,71,66,63,66,54,73,52,57,37,68,63,70,73,60,73,74,70,35,73,70,72,71,37,21,23,6,14,10,15,14
187988,61,64,39,73,66,72,80,71,73,73,68,65,72,71,92,62,31,64,42,59,58,33,72,75,64,63,29,17,12,10,11,11,6,16
185172,8,15,9,28,7,14,9,4,25,19,36,42,46,70,35,23,72,31,63,6,11,15,10,37,22,62,21,10,10,71,68,64,68,74
163156,52,28,73,70,23,67,33,30,65,60,62,56,47,68,59,51,72,75,76,12,68,69,50,58,38,70,72,70,71,13,15,11,13,11
213332,33,37,73,63,24,38,28,52,55,64,68,68,63,60,65,51,80,72,73,31,71,74,32,28,46,65,65,72,69,12,11,8,8,7
204372,71,66,51,70,66,73,72,72,67,73,78,78,79,64,79,74,71,62,51,72,60,21,64,65,61,64,20,14,23,12,9,15,13,8
234579,55,75,67,66,42,71,59,42,57,70,85,86,80,66,68,66,65,60,68,61,61,23,70,51,60,67,25,16,18,8,12,11,8,12
231507,68,33,44,64,37,75,71,60,44,71,74,76,71,66,66,44,73,85,62,34,75,66,41,55,38,61,71,72,73,12,5,6,7,14
200787,65,65,54,61,66,74,67,63,57,64,90,93,90,64,91,77,91,60,62,73,35,24,69,65,69,68,41,29,33,12,13,13,8,9
52306,84,62,61,73,70,67,86,76,76,74,51,50,62,71,61,86,67,57,69,76,69,61,63,72,74,68,71,66,63,11,13,6,16,7
180818,63,72,67,70,66,71,68,69,67,73,66,68,74,70,76,67,67,76,69,64,57,25,71,67,78,75,36,27,19,15,7,10,10,9
243538,13,5,10,29,9,14,13,12,28,17,30,34,31,67,27,23,47,18,71,6,24,11,6,36,17,22,11,12,12,77,63,64,72,73
234578,73,34,62,68,44,69,50,46,62,66,79,75,72,68,77,64,70,82,62,65,40,65,56,67,48,64,68,70,68,10,9,14,9,11
222546,11,7,10,19,8,9,11,12,13,20,20,29,31,65,51,25,64,34,54,6,21,11,8,40,15,47,11,9,10,70,68,67,71,72
234833,12,11,11,32,10,18,13,12,28,24,43,43,42,69,41,23,56,34,65,12,25,19,11,42,19,38,20,11,12,71,68,70,69,74
183632,68,62,74,72,68,68,67,65,70,72,63,61,65,73,73,74,80,76,73,71,68,69,65,68,62,74,59,72,65,6,15,14,15,6
169808,72,60,46,70,65,71,79,70,68,72,75,76,85,69,80,66,71,68,60,72,70,72,70,69,70,76,64,70,69,3,5,3,3,5
217168,67,42,59,69,38,57,55,44,61,67,78,74,68,67,68,62,66,81,58,50,60,69,63,56,46,65,65,70,72,9,10,12,16,15
214096,50,71,75,60,68,67,54,39,45,59,64,72,60,68,50,78,76,78,79,69,61,26,71,53,59,64,27,29,22,7,8,12,7,14
199789,22,32,76,62,32,43,22,24,59,51,39,35,46,62,40,56,68,68,84,30,79,69,26,37,44,63,69,69,67,6,13,15,10,7
161644,49,39,74,59,34,46,42,47,62,58,67,68,65,70,60,66,82,70,76,47,73,70,41,48,44,71,70,69,64,10,16,16,14,13
225900,40,74,72,57,72,60,64,42,42,63,79,72,61,69,64,73,69,67,72,67,49,14,75,60,67,74,15,16,16,15,16,15,7,7
223596,62,75,62,63,70,68,48,40,57,70,73,70,70,71,65,71,69,75,70,66,64,16,74,57,66,56,25,16,12,15,11,11,12,11
219244,16,16,13,31,20,17,19,13,27,23,55,46,45,60,51,25,66,34,71,15,23,26,16,36,28,61,9,20,15,72,71,68,69,74
241771,56,73,66,68,61,77,47,29,58,69,79,83,76,66,61,78,71,69,79,69,49,13,73,62,68,70,27,37,34,6,10,6,15,9
214378,65,67,39,71,38,68,66,66,70,69,68,71,72,73,72,70,69,88,69,66,72,53,69,71,58,72,54,67,61,15,6,8,7,12
234857,73,64,57,73,53,76,72,67,72,75,65,74,77,67,80,69,62,73,61,67,60,56,70,68,52,66,50,50,52,6,14,5,7,12
169321,13,11,15,52,10,11,13,10,60,11,52,50,51,62,56,68,74,35,78,10,33,13,10,62,25,51,21,15,15,70,71,74,72,71
209769,61,66,60,64,67,75,77,66,42,75,84,83,90,55,72,73,91,66,43,74,74,42,64,69,50,57,41,44,48,8,9,11,9,13
159080,55,65,52,73,60,65,67,63,67,71,68,65,77,73,90,72,74,82,59,68,67,70,70,66,61,74,67,62,60,14,13,11,12,10
214376,70,44,59,64,23,64,30,30,67,63,78,82,75,67,74,56,70,83,60,23,73,68,55,29,37,69,64,71,70,7,7,7,6,9
203368,71,64,58,72,49,70,74,74,69,70,82,78,81,67,66,68,71,71,65,69,47,31,69,73,58,64,46,46,38,14,14,8,15,9
191079,17,25,71,64,23,44,26,32,61,59,58,51,57,62,55,60,83,65,80,30,78,66,32,38,21,68,71,72,66,16,16,16,12,16
228967,63,34,64,57,33,68,64,38,30,71,70,74,72,75,75,71,72,75,62,36,76,69,58,37,45,61,68,75,75,15,14,15,12,13
224103,70,41,55,72,42,68,45,41,70,70,88,87,78,66,78,72,68,79,66,67,67,67,60,68,55,64,64,67,60,8,11,10,6,15
221564,67,70,44,68,49,75,71,61,62,71,77,70,77,65,85,58,68,64,41,63,49,32,69,70,59,64,22,20,17,8,13,16,9,10
203388,73,71,54,73,63,72,80,70,70,72,84,80,71,64,69,71,72,63,67,71,46,48,73,66,71,64,49,34,32,10,11,14,7,15
194171,65,72,64,67,70,74,69,67,65,71,79,79,88,73,82,74,80,72,43,70,49,25,70,62,73,67,21,33,35,6,7,8,15,12
193147,57,38,36,74,30,65,57,66,73,70,63,66,72,71,71,59,82,89,79,56,88,63,65,68,61,67,62,69,68,9,12,15,11,6
173179,42,23,71,60,49,48,43,52,58,52,37,46,50,70,44,59,55,50,81,31,76,71,29,51,46,76,72,73,71,6,10,10,8,16
218747,60,61,37,67,43,73,74,73,66,72,80,81,84,62,74,76,57,74,72,72,36,57,73,69,63,68,30,25,35,7,10,10,15,8
205691,70,42,62,68,41,67,45,58,66,63,70,73,81,67,76,55,67,81,66,41,70,68,42,35,62,67,67,72,73,14,12,11,12,7
173434,70,64,50,68,60,70,67,64,65,71,78,76,76,65,64,70,68,70,71,64,65,48,68,67,67,68,34,51,37,16,8,14,8,9
230522,76,64,49,72,65,73,74,75,62,75,86,81,74,65,88,49,46,58,34,43,39,42,64,72,74,66,30,44,37,13,7,8,7,14
230266,76,58,50,68,68,75,73,74,64,71,83,80,78,65,81,46,69,67,52,41,46,58,74,76,71,72,30,58,49,10,8,7,9,7
189561,62,67,66,63,58,74,50,42,52,72,74,78,69,65,52,78,62,65,85,58,28,27,70,57,61,57,12,15,19,7,8,12,7,9
178297,73,44,56,69,48,61,70,58,66,67,70,72,71,76,69,59,77,73,74,49,75,76,49,55,57,67,69,68,65,12,10,16,8,16
169593,67,65,59,74,60,68,63,27,68,72,70,69,65,67,77,53,72,81,60,50,58,64,69,72,59,68,60,68,64,12,12,8,11,12
225145,68,24,63,64,32,64,45,42,67,72,74,72,59,59,69,32,63,73,71,49,39,69,59,49,36,74,73,77,73,11,13,9,13,13
202873,12,13,13,21,11,17,13,16,20,18,49,46,48,69,43,18,67,31,76,15,41,20,11,10,20,52,12,10,10,70,68,59,70,74
214392,68,65,65,65,59,67,56,29,58,66,91,90,86,68,76,71,69,77,59,63,31,50,67,65,58,66,48,32,35,9,15,12,7,10
205970,73,64,46,68,53,71,67,60,66,70,77,78,74,68,73,64,68,78,61,67,56,40,64,70,62,64,45,47,43,12,14,14,11,6
199570,72,52,60,70,58,72,60,52,65,71,83,82,81,60,83,65,74,69,57,57,70,66,63,41,60,55,69,70,74,16,11,7,8,9
215441,54,71,69,66,64,74,56,67,47,75,71,74,68,60,66,72,73,58,77,56,70,29,71,59,56,64,37,29,34,11,8,12,12,8
237456,66,45,59,66,34,69,58,22,55,67,78,84,77,73,75,52,86,78,65,45,75,66,63,53,34,54,70,72,68,6,12,7,10,5
232080,67,66,43,66,59,74,69,56,60,70,86,78,80,65,77,67,61,77,60,56,59,36,68,62,64,63,37,39,48,11,8,10,6,11
204688,67,63,69,71,64,66,65,60,76,72,68,73,65,69,68,68,66,84,84,69,70,63,62,73,65,69,67,63,65,15,10,16,13,6
198032,43,25,73,59,22,47,48,46,60,53,42,44,31,65,26,53,55,63,89,29,72,67,37,49,48,62,72,69,69,15,13,7,8,10
193679,63,38,67,68,25,58,48,33,61,67,62,64,63,68,58,44,79,62,76,33,67,72,42,59,37,68,70,69,66,13,7,12,10,11
236175,58,70,54,68,59,64,62,41,65,73,62,71,72,75,78,58,44,52,54,68,60,65,74,71,55,76,34,52,46,12,12,16,7,8
212879,63,74,51,64,64,68,66,59,53,67,90,81,77,70,74,76,73,77,64,64,68,20,71,58,56,67,28,25,22,11,11,11,7,11
204687,68,49,55,68,56,71,53,36,58,68,74,78,73,70,65,67,61,81,72,65,68,66,64,60,47,67,65,72,67,13,15,10,15,10
192910,26,22,34,36,24,27,25,17,46,29,50,54,53,68,44,19,68,26,75,22,33,22,11,55,26,50,15,22,24,68,69,70,72,73
190094,49,34,66,76,33,46,43,40,71,66,57,40,62,59,48,52,50,68,72,44,76,74,39,65,44,62,66,74,68,11,10,16,8,12
240526,64,60,34,68,47,73,66,67,65,72,81,83,74,64,71,59,51,75,61,59,49,25,65,65,54,63,20,30,22,12,9,6,15,13
225934,30,28,70,66,34,55,28,28,52,56,67,54,34,60,51,40,74,61,80,21,73,67,50,43,34,60,71,73,66,11,15,11,9,11
220302,36,43,76,59,43,52,27,29,50,63,73,73,68,58,66,54,81,71,79,33,72,66,54,43,31,71,68,71,66,6,8,14,16,15
205990,71,50,46,74,40,65,63,61,66,68,67,62,76,62,85,65,59,74,60,61,81,71,60,70,49,70,71,70,68,7,12,14,10,11
244389,62,64,36,66,38,78,64,38,42,76,87,85,79,72,77,58,43,54,42,66,34,18,65,66,48,63,26,27,29,5,9,8,8,7
240037,67,58,43,67,46,74,71,64,57,71,88,82,89,67,89,76,84,72,45,67,70,27,66,65,54,73,26,23,22,9,13,13,8,7
162981,76,70,63,74,80,71,64,60,70,74,59,54,66,68,77,80,51,60,61,73,69,59,67,71,69,74,53,63,65,11,6,11,16,10
220837,69,55,63,69,41,72,38,32,60,69,78,83,73,64,80,55,81,77,60,54,65,65,68,64,57,67,70,69,68,13,12,8,12,11
214436,68,37,71,66,27,62,39,41,71,67,77,79,64,69,45,49,85,76,77,43,61,71,51,55,49,64,62,74,73,13,9,15,15,15
202148,63,66,51,72,63,72,70,76,68,74,69,72,67,69,74,70,58,77,70,68,63,70,58,70,54,68,71,63,54,14,9,14,14,7
227235,59,63,48,74,48,66,58,63,68,69,69,75,72,68,71,72,66,87,70,68,75,65,68,73,55,73,62,66,54,8,9,14,15,15
207523,58,38,71,67,39,61,44,43,69,69,67,65,66,66,66,65,70,68,75,47,76,70,56,55,50,67,73,74,69,12,10,11,12,15
182178,61,26,57,65,36,60,54,42,57,64,77,74,71,70,70,60,84,82,71,43,90,72,56,55,40,69,71,73,69,11,8,14,14,13
229282,40,71,68,67,72,67,64,43,48,70,67,69,67,72,63,71,73,68,77,64,56,20,72,54,72,68,21,20,13,8,7,15,10,6
212130,49,40,74,52,23,30,13,36,36,42,65,71,61,66,69,40,74,71,83,27,78,69,25,31,52,70,72,72,66,9,15,14,9,10
201890,66,64,59,68,58,75,61,53,61,70,83,88,87,63,76,64,73,69,46,56,61,43,62,61,61,67,43,29,21,6,14,11,8,7
193185,75,57,57,67,54,74,40,63,64,68,69,77,70,71,65,69,71,75,69,65,65,71,64,55,64,63,64,69,69,12,9,11,9,7
216481,27,29,80,57,32,45,27,28,60,56,52,55,43,67,53,42,77,72,80,22,65,70,33,50,41,51,71,70,70,8,10,13,12,10
232608,67,71,39,68,45,67,41,34,64,72,77,77,79,70,77,60,36,69,57,47,29,31,70,71,60,57,36,32,24,12,11,5,15,8
199101,11,12,15,15,14,12,13,16,22,15,47,55,67,66,58,25,70,42,52,12,24,20,14,44,24,53,14,14,13,70,72,62,70,70
166844,57,71,75,63,74,65,57,75,45,66,66,67,63,72,71,75,80,70,79,67,82,17,68,67,74,69,24,34,38,11,6,8,11,15
230332,8,8,10,20,9,9,8,17,16,21,37,34,21,61,20,21,62,31,85,7,44,28,23,63,14,54,18,13,12,61,77,76,70,73
204476,31,34,73,60,32,41,35,30,51,55,48,47,34,62,32,56,72,64,81,33,85,65,36,40,44,65,70,73,70,11,13,15,8,10
188091,58,72,52,69,67,72,68,53,43,73,89,87,85,67,78,72,84,86,72,62,73,43,66,43,52,63,39,29,19,15,6,9,7,15
172475,71,67,56,72,69,74,73,75,70,75,55,65,70,67,54,69,73,64,62,70,62,62,70,74,73,72,60,60,55,12,8,14,7,9
233147,63,60,34,75,70,70,76,61,68,75,87,78,84,73,86,75,75,80,54,74,60,72,66,73,64,73,65,70,56,12,6,11,6,10
201403,59,74,67,62,69,69,63,54,60,68,72,73,69,65,70,73,73,66,73,70,62,33,73,60,70,59,45,39,25,7,16,7,9,14
221370,76,62,51,66,43,69,67,67,68,70,78,85,65,66,75,64,77,83,68,50,58,63,72,69,55,63,65,67,69,10,9,10,7,9
220090,38,37,79,58,33,46,37,22,42,52,55,47,52,70,48,33,76,56,88,35,75,72,39,41,37,68,55,74,69,12,9,7,10,8
189369,28,72,75,60,61,59,61,59,48,68,78,79,67,63,44,66,85,78,92,52,45,17,70,53,65,71,28,14,12,13,11,8,5,7
186553,69,54,69,66,45,68,51,53,64,73,73,76,72,67,67,71,60,78,68,62,75,68,73,59,68,61,65,68,72,14,8,14,8,7
180409,40,47,80,68,49,57,22,66,63,64,52,53,54,72,45,83,48,69,90,75,72,74,48,59,36,54,74,74,70,6,13,8,14,12
201145,56,75,70,55,67,71,50,59,54,71,66,59,68,69,64,68,78,55,78,60,67,56,77,60,49,67,45,40,39,13,16,8,8,13
230072,45,74,72,64,62,66,65,68,40,72,66,62,69,60,42,72,44,67,80,58,30,18,76,50,67,68,19,18,16,9,15,11,10,9
186551,68,50,43,67,39,66,60,57,63,68,85,85,79,62,87,68,89,81,56,67,61,69,65,56,64,70,64,72,72,13,14,6,16,16
215502,19,12,13,35,12,20,12,20,32,18,46,42,33,72,54,18,57,34,56,18,19,21,15,62,21,65,20,16,16,68,68,70,71,74
198350,18,11,11,44,13,17,12,12,23,30,46,43,51,65,41,38,74,31,68,13,24,22,12,47,22,55,30,11,13,73,64,63,71,74
197838,70,57,51,77,57,69,70,71,69,71,71,68,75,66,83,81,69,76,60,78,64,69,66,64,70,73,67,66,65,15,15,13,7,15
183245,28,19,72,59,23,26,27,37,35,49,54,54,66,65,58,47,76,58,78,27,71,74,31,25,42,65,71,72,72,8,9,14,6,9
231628,64,72,74,62,65,65,59,41,52,70,69,75,63,65,62,72,75,67,73,66,49,39,69,59,74,64,42,41,35,12,11,15,10,6
198348,67,68,48,72,56,74,63,62,66,72,73,73,76,69,75,72,50,68,65,65,49,53,66,67,62,64,26,49,40,10,6,13,10,12
188107,45,71,68,56,64,65,56,35,43,68,78,76,78,67,70,72,83,72,86,63,68,33,68,53,66,62,27,20,16,12,7,10,13,14
193226,50,73,66,64,70,64,50,49,58,71,66,63,71,73,64,72,68,53,65,70,53,31,73,56,70,68,31,19,19,9,10,6,14,7
168650,63,58,67,70,58,64,65,68,74,71,37,34,52,70,59,78,68,62,78,75,68,72,60,75,69,65,72,69,69,7,13,9,7,13
227530,56,37,72,64,31,60,60,53,66,62,62,68,66,74,57,46,77,87,75,36,84,73,50,56,51,67,70,72,74,8,16,12,15,8
227274,69,64,45,67,60,74,60,62,65,69,79,85,76,65,77,67,69,70,66,58,44,26,67,65,59,54,45,40,38,8,6,13,12,11
142794,53,48,74,62,47,46,39,49,57,63,50,34,43,65,50,70,76,67,80,60,74,68,23,51,47,67,68,70,69,16,12,12,15,12
207562,28,73,79,60,65,64,38,42,31,68,64,70,57,69,55,69,62,77,78,53,71,22,76,59,60,61,19,17,20,10,9,14,15,6
200138,35,40,73,62,31,60,32,30,58,59,57,70,54,63,44,68,67,66,79,44,79,68,49,52,51,61,67,75,67,13,12,11,12,13
187337,63,69,56,68,67,72,65,60,56,73,69,72,67,70,62,76,34,66,81,69,60,33,74,71,70,74,52,42,37,6,15,16,7,6
